id,entry_station,entry_time,entry_gate,exit_station,exit_time,exit_gate,travel_duration_mins
PID-AB4B9A8B,Mandi House,2026-07-19 16:08:00,Gate 1,Yamuna Bank,2026-07-19 16:30:00,Gate 5,22
PID-E0274F02,Dwarka Sector 21,2026-07-19 16:08:00,Gate 4,Mandi House,2026-07-19 16:20:00,Gate 5,12
PID-0CD256F7,Kashmere Gate,2026-07-19 16:08:00,Gate 5,Dwarka Sector 21,2026-07-19 17:02:00,Gate 5,54
PID-C6664BE8,Hauz Khas,2026-07-19 16:09:00,Gate 5,Dwarka Sector 21,2026-07-19 16:58:00,Gate 1,49
PID-F02F58B3,Kashmere Gate,2026-07-19 16:09:00,Gate 1,Botanical Garden,2026-07-19 17:00:00,Gate 1,51
PID-36B64FCB,Kashmere Gate,2026-07-19 16:10:00,Gate 4,Yamuna Bank,2026-07-19 16:47:00,Gate 3,37
PID-E75816B6,Kashmere Gate,2026-07-19 16:10:00,Gate 3,Botanical Garden,2026-07-19 17:15:00,Gate 5,65
PID-4263C9AA,Dwarka Sector 21,2026-07-19 16:11:00,Gate 2,INA,2026-07-19 16:36:00,Gate 5,25
PID-D910A84E,Rajiv Chowk,2026-07-19 16:13:00,Gate 1,Hauz Khas,2026-07-19 17:29:00,Gate 3,76
PID-B20B8797,Botanical Garden,2026-07-19 16:15:00,Gate 4,Rajiv Chowk,2026-07-19 16:37:00,Gate 3,22
PID-F4B5EDCA,Kashmere Gate,2026-07-19 16:15:00,Gate 2,INA,2026-07-19 16:50:00,Gate 1,35
PID-2A1E01A5,Hauz Khas,2026-07-19 16:16:00,Gate 2,Botanical Garden,2026-07-19 16:50:00,Gate 3,34
PID-86BB48FD,Mandi House,2026-07-19 16:18:00,Gate 2,Rajiv Chowk,2026-07-19 17:15:00,Gate 1,57
PID-0DF68D27,Botanical Garden,2026-07-19 16:18:00,Gate 1,Hauz Khas,2026-07-19 17:26:00,Gate 4,68
PID-139368B4,Yamuna Bank,2026-07-19 16:19:00,Gate 4,INA,2026-07-19 16:47:00,Gate 5,28
PID-D69E44A6,Mandi House,2026-07-19 16:22:00,Gate 3,Kashmere Gate,2026-07-19 16:35:00,Gate 4,13
PID-54BC6BE5,Botanical Garden,2026-07-19 16:23:00,Gate 1,INA,2026-07-19 17:49:00,Gate 5,86
PID-8D7DFE7F,Kashmere Gate,2026-07-19 16:25:00,Gate 3,INA,2026-07-19 16:48:00,Gate 5,23
PID-8AAED788,Kashmere Gate,2026-07-19 16:25:00,Gate 2,Hauz Khas,2026-07-19 17:31:00,Gate 1,66
PID-ADC66C13,Rajiv Chowk,2026-07-19 16:26:00,Gate 2,Botanical Garden,2026-07-19 17:07:00,Gate 3,41
PID-DE626E4C,Mandi House,2026-07-19 16:28:00,Gate 2,Hauz Khas,2026-07-19 16:53:00,Gate 3,25
PID-831BC5AF,Hauz Khas,2026-07-19 16:29:00,Gate 1,Botanical Garden,2026-07-19 17:38:00,Gate 1,69
PID-023D25D0,Mandi House,2026-07-19 16:29:00,Gate 4,Rajiv Chowk,2026-07-19 17:59:00,Gate 5,90
PID-39C61E6C,Kashmere Gate,2026-07-19 16:29:00,Gate 4,Botanical Garden,2026-07-19 17:05:00,Gate 2,36
PID-6C19D7AF,Hauz Khas,2026-07-19 16:31:00,Gate 3,INA,2026-07-19 17:34:00,Gate 5,63
PID-3E0B6D5B,Botanical Garden,2026-07-19 16:31:00,Gate 2,Yamuna Bank,2026-07-19 17:03:00,Gate 5,32
PID-46FB6EEB,Dwarka Sector 21,2026-07-19 16:32:00,Gate 1,Rajiv Chowk,2026-07-19 17:20:00,Gate 1,48
PID-AA6425D3,Botanical Garden,2026-07-19 16:32:00,Gate 5,Kashmere Gate,2026-07-19 16:51:00,Gate 3,19
PID-FAF65EE9,Yamuna Bank,2026-07-19 16:32:00,Gate 5,Rajiv Chowk,2026-07-19 16:50:00,Gate 5,18
PID-10E9FE43,Rajiv Chowk,2026-07-19 16:33:00,Gate 2,INA,2026-07-19 17:59:00,Gate 5,86
PID-815534B3,Yamuna Bank,2026-07-19 16:34:00,Gate 4,Hauz Khas,2026-07-19 17:10:00,Gate 4,36
PID-EC1C58D9,Rajiv Chowk,2026-07-19 16:35:00,Gate 5,Kashmere Gate,2026-07-19 17:02:00,Gate 5,27
PID-DA17FE35,Botanical Garden,2026-07-19 16:35:00,Gate 4,INA,2026-07-19 17:11:00,Gate 4,36
PID-1CC0FF6F,Hauz Khas,2026-07-19 16:35:00,Gate 5,INA,2026-07-19 16:56:00,Gate 1,21
PID-3D0430B3,Dwarka Sector 21,2026-07-19 16:38:00,Gate 1,INA,2026-07-19 17:00:00,Gate 3,22
PID-792D3EDB,Kashmere Gate,2026-07-19 16:39:00,Gate 2,Yamuna Bank,2026-07-19 16:59:00,Gate 2,20
PID-4093C671,Dwarka Sector 21,2026-07-19 16:39:00,Gate 1,Mandi House,2026-07-19 17:16:00,Gate 4,37
PID-F489868D,Mandi House,2026-07-19 16:39:00,Gate 5,Yamuna Bank,2026-07-19 16:59:00,Gate 3,20
PID-F8165AE5,Botanical Garden,2026-07-19 16:40:00,Gate 5,Yamuna Bank,2026-07-19 18:08:00,Gate 1,88
PID-542C0E25,Mandi House,2026-07-19 16:40:00,Gate 5,Dwarka Sector 21,2026-07-19 17:02:00,Gate 1,22
PID-CFEEC4A5,INA,2026-07-19 16:42:00,Gate 4,Hauz Khas,2026-07-19 17:00:00,Gate 3,18
PID-EF80A81C,Mandi House,2026-07-19 16:42:00,Gate 4,Botanical Garden,2026-07-19 17:38:00,Gate 2,56
PID-0D568C4D,Dwarka Sector 21,2026-07-19 16:42:00,Gate 5,Botanical Garden,2026-07-19 17:31:00,Gate 2,49
PID-B83758F4,Rajiv Chowk,2026-07-19 16:43:00,Gate 2,Kashmere Gate,2026-07-19 17:31:00,Gate 4,48
PID-E6501DBD,Botanical Garden,2026-07-19 16:44:00,Gate 2,Mandi House,2026-07-19 18:00:00,Gate 3,76
PID-2C67C12F,Yamuna Bank,2026-07-19 16:44:00,Gate 3,INA,2026-07-19 17:35:00,Gate 2,51
PID-35C97E4D,Kashmere Gate,2026-07-19 16:45:00,Gate 3,Hauz Khas,2026-07-19 17:02:00,Gate 5,17
PID-719E52D6,Kashmere Gate,2026-07-19 16:45:00,Gate 1,Hauz Khas,2026-07-19 17:02:00,Gate 4,17
PID-4B2EED97,Kashmere Gate,2026-07-19 16:46:00,Gate 4,Mandi House,2026-07-19 17:18:00,Gate 5,32
PID-D56DD9F9,INA,2026-07-19 16:46:00,Gate 3,Dwarka Sector 21,2026-07-19 18:07:00,Gate 3,81
PID-EA847F15,Kashmere Gate,2026-07-19 16:47:00,Gate 4,Hauz Khas,2026-07-19 17:12:00,Gate 4,25
PID-5413FFF1,Botanical Garden,2026-07-19 16:47:00,Gate 3,Yamuna Bank,2026-07-19 18:05:00,Gate 1,78
PID-C56D206B,Kashmere Gate,2026-07-19 16:47:00,Gate 1,Mandi House,2026-07-19 17:41:00,Gate 4,54
PID-BE229CA2,Mandi House,2026-07-19 16:48:00,Gate 2,INA,2026-07-19 17:17:00,Gate 3,29
PID-2CE4C5EF,INA,2026-07-19 16:49:00,Gate 4,Yamuna Bank,2026-07-19 17:41:00,Gate 1,52
PID-8E1C2A68,Yamuna Bank,2026-07-19 16:50:00,Gate 3,Dwarka Sector 21,2026-07-19 18:20:00,Gate 1,90
PID-70012500,Kashmere Gate,2026-07-19 16:50:00,Gate 2,Hauz Khas,2026-07-19 17:08:00,Gate 3,18
PID-3311FD76,Kashmere Gate,2026-07-19 16:51:00,Gate 2,Dwarka Sector 21,2026-07-19 17:58:00,Gate 1,67
PID-939F480A,INA,2026-07-19 16:52:00,Gate 1,Mandi House,2026-07-19 18:21:00,Gate 1,89
PID-4466D2F1,Yamuna Bank,2026-07-19 16:53:00,Gate 3,Mandi House,2026-07-19 17:59:00,Gate 2,66
PID-0690DCE9,Kashmere Gate,2026-07-19 16:53:00,Gate 4,INA,2026-07-19 17:22:00,Gate 4,29
PID-3A861F0A,Kashmere Gate,2026-07-19 16:53:00,Gate 1,INA,2026-07-19 17:25:00,Gate 3,32
PID-CE8E4B74,Hauz Khas,2026-07-19 16:54:00,Gate 5,Rajiv Chowk,2026-07-19 17:24:00,Gate 4,30
PID-B3366793,INA,2026-07-19 16:55:00,Gate 1,Mandi House,2026-07-19 17:59:00,Gate 4,64
PID-A0AD793D,Kashmere Gate,2026-07-19 16:55:00,Gate 5,Dwarka Sector 21,2026-07-19 17:56:00,Gate 4,61
PID-BFBB4A72,Rajiv Chowk,2026-07-19 16:56:00,Gate 4,Mandi House,2026-07-19 18:03:00,Gate 3,67
PID-82E57C94,Botanical Garden,2026-07-19 16:56:00,Gate 5,Rajiv Chowk,2026-07-19 17:41:00,Gate 3,45
PID-5607A1C6,Botanical Garden,2026-07-19 16:57:00,Gate 4,INA,2026-07-19 17:52:00,Gate 3,55
PID-2215725A,Dwarka Sector 21,2026-07-19 16:58:00,Gate 4,Hauz Khas,2026-07-19 17:51:00,Gate 5,53
PID-668F633F,Botanical Garden,2026-07-19 16:58:00,Gate 5,Yamuna Bank,2026-07-19 17:51:00,Gate 2,53
PID-CB1A0CFC,Dwarka Sector 21,2026-07-19 16:58:00,Gate 4,Botanical Garden,2026-07-19 17:21:00,Gate 5,23
PID-C7978EF8,Dwarka Sector 21,2026-07-19 17:02:00,Gate 2,Yamuna Bank,2026-07-19 17:29:00,Gate 3,27
PID-2A9B77E8,Dwarka Sector 21,2026-07-19 17:02:00,Gate 4,Mandi House,2026-07-19 17:17:00,Gate 2,15
PID-6F7BCE55,Kashmere Gate,2026-07-19 17:03:00,Gate 5,INA,2026-07-19 17:54:00,Gate 4,51
PID-6A9C07A2,Rajiv Chowk,2026-07-19 17:03:00,Gate 2,Hauz Khas,2026-07-19 18:07:00,Gate 4,64
PID-8F690D7B,INA,2026-07-19 17:03:00,Gate 3,Mandi House,2026-07-19 17:15:00,Gate 2,12
PID-6DC449ED,Hauz Khas,2026-07-19 17:04:00,Gate 5,Mandi House,2026-07-19 17:37:00,Gate 3,33
PID-0904096D,Rajiv Chowk,2026-07-19 17:06:00,Gate 1,Hauz Khas,2026-07-19 18:12:00,Gate 2,66
PID-4A945BAF,Yamuna Bank,2026-07-19 17:08:00,Gate 1,Mandi House,2026-07-19 17:44:00,Gate 2,36
PID-80680DF0,Rajiv Chowk,2026-07-19 17:08:00,Gate 1,Mandi House,2026-07-19 17:18:00,Gate 1,10
PID-EF7F0CA1,Rajiv Chowk,2026-07-19 17:09:00,Gate 2,Mandi House,2026-07-19 17:29:00,Gate 3,20
PID-FE41E656,Hauz Khas,2026-07-19 17:09:00,Gate 4,Botanical Garden,2026-07-19 18:02:00,Gate 2,53
PID-EA5E7891,Dwarka Sector 21,2026-07-19 17:11:00,Gate 3,Kashmere Gate,2026-07-19 17:36:00,Gate 3,25
PID-8A5B2F89,Yamuna Bank,2026-07-19 17:12:00,Gate 3,Kashmere Gate,2026-07-19 17:56:00,Gate 2,44
PID-7675B732,Rajiv Chowk,2026-07-19 17:12:00,Gate 1,Dwarka Sector 21,2026-07-19 18:03:00,Gate 5,51
PID-6A613AF3,Mandi House,2026-07-19 17:13:00,Gate 1,Hauz Khas,2026-07-19 17:56:00,Gate 4,43
PID-C6235AA1,INA,2026-07-19 17:14:00,Gate 1,Mandi House,2026-07-19 17:47:00,Gate 5,33
PID-9C052F47,Hauz Khas,2026-07-19 17:15:00,Gate 2,INA,2026-07-19 17:54:00,Gate 4,39
PID-744BEE3B,INA,2026-07-19 17:15:00,Gate 2,Kashmere Gate,2026-07-19 18:08:00,Gate 2,53
PID-9055BD1A,Kashmere Gate,2026-07-19 17:16:00,Gate 3,Hauz Khas,2026-07-19 17:32:00,Gate 5,16
PID-F9C965D8,Kashmere Gate,2026-07-19 17:16:00,Gate 2,INA,2026-07-19 17:50:00,Gate 4,34
PID-4ABB7C3B,Yamuna Bank,2026-07-19 17:17:00,Gate 4,INA,2026-07-19 18:31:00,Gate 1,74
PID-2A053BA0,Botanical Garden,2026-07-19 17:18:00,Gate 2,Rajiv Chowk,2026-07-19 17:47:00,Gate 2,29
PID-4C4607DA,Kashmere Gate,2026-07-19 17:18:00,Gate 1,Botanical Garden,2026-07-19 18:27:00,Gate 3,69
PID-26A03D73,Kashmere Gate,2026-07-19 17:18:00,Gate 3,INA,2026-07-19 17:32:00,Gate 1,14
PID-AB1DF150,Botanical Garden,2026-07-19 17:19:00,Gate 3,INA,2026-07-19 17:35:00,Gate 2,16
PID-1469C017,INA,2026-07-19 17:19:00,Gate 2,Hauz Khas,2026-07-19 18:14:00,Gate 1,55
PID-A5F7FF3F,Dwarka Sector 21,2026-07-19 17:21:00,Gate 1,Botanical Garden,2026-07-19 18:18:00,Gate 3,57
PID-F34EAD9B,Rajiv Chowk,2026-07-19 17:22:00,Gate 2,Yamuna Bank,2026-07-19 17:49:00,Gate 5,27
PID-CE4BE575,Botanical Garden,2026-07-19 17:23:00,Gate 4,INA,2026-07-19 17:56:00,Gate 2,33
PID-E9133229,Yamuna Bank,2026-07-19 17:24:00,Gate 4,Botanical Garden,2026-07-19 17:49:00,Gate 4,25
PID-0AF54964,Kashmere Gate,2026-07-19 17:25:00,Gate 5,Rajiv Chowk,2026-07-19 18:47:00,Gate 4,82
PID-AB2E2C67,Hauz Khas,2026-07-19 17:25:00,Gate 3,Yamuna Bank,2026-07-19 18:30:00,Gate 3,65
PID-DC88DC71,Botanical Garden,2026-07-19 17:26:00,Gate 1,Dwarka Sector 21,2026-07-19 18:25:00,Gate 5,59
PID-A3B70DEF,Yamuna Bank,2026-07-19 17:27:00,Gate 1,Rajiv Chowk,2026-07-19 18:53:00,Gate 2,86
PID-FFA86791,Mandi House,2026-07-19 17:27:00,Gate 4,Botanical Garden,2026-07-19 17:59:00,Gate 2,32
PID-B9C21793,Rajiv Chowk,2026-07-19 17:27:00,Gate 4,Hauz Khas,2026-07-19 18:25:00,Gate 4,58
PID-569BE8C8,Hauz Khas,2026-07-19 17:27:00,Gate 2,Rajiv Chowk,2026-07-19 17:53:00,Gate 4,26
PID-F66E38BD,Mandi House,2026-07-19 17:27:00,Gate 5,INA,2026-07-19 18:17:00,Gate 2,50
PID-E9A820CB,Hauz Khas,2026-07-19 17:28:00,Gate 5,Yamuna Bank,2026-07-19 18:14:00,Gate 1,46
PID-90D006B7,Botanical Garden,2026-07-19 17:28:00,Gate 5,Dwarka Sector 21,2026-07-19 18:32:00,Gate 4,64
PID-8AE8811F,Rajiv Chowk,2026-07-19 17:29:00,Gate 5,Yamuna Bank,2026-07-19 18:13:00,Gate 4,44
PID-EDDA40C2,Hauz Khas,2026-07-19 17:29:00,Gate 5,INA,2026-07-19 18:37:00,Gate 5,68
PID-06CF246B,Hauz Khas,2026-07-19 17:31:00,Gate 4,Dwarka Sector 21,2026-07-19 18:12:00,Gate 5,41
PID-8E2DA196,Hauz Khas,2026-07-19 17:31:00,Gate 3,Yamuna Bank,2026-07-19 17:41:00,Gate 2,10
PID-58AA6BB3,INA,2026-07-19 17:32:00,Gate 5,Rajiv Chowk,2026-07-19 17:47:00,Gate 4,15
PID-16FA0F2F,Kashmere Gate,2026-07-19 17:33:00,Gate 1,INA,2026-07-19 18:39:00,Gate 2,66
PID-153D4B0D,Rajiv Chowk,2026-07-19 17:33:00,Gate 2,Dwarka Sector 21,2026-07-19 18:05:00,Gate 3,32
PID-1C85E028,Rajiv Chowk,2026-07-19 17:34:00,Gate 5,Dwarka Sector 21,2026-07-19 18:40:00,Gate 3,66
PID-C28129A6,INA,2026-07-19 17:36:00,Gate 4,Mandi House,2026-07-19 18:28:00,Gate 1,52
PID-0EE0F251,Yamuna Bank,2026-07-19 17:37:00,Gate 3,Hauz Khas,2026-07-19 18:46:00,Gate 3,69
PID-54467976,Mandi House,2026-07-19 17:37:00,Gate 2,Hauz Khas,2026-07-19 18:43:00,Gate 2,66
PID-B1DE88A3,Dwarka Sector 21,2026-07-19 17:37:00,Gate 4,INA,2026-07-19 18:35:00,Gate 1,58
PID-B85CD7FF,Hauz Khas,2026-07-19 17:39:00,Gate 5,INA,2026-07-19 18:56:00,Gate 5,77
PID-08968E40,Hauz Khas,2026-07-19 17:40:00,Gate 3,Rajiv Chowk,2026-07-19 19:01:00,Gate 4,81
PID-18C47D23,Dwarka Sector 21,2026-07-19 17:40:00,Gate 2,Rajiv Chowk,2026-07-19 18:38:00,Gate 2,58
PID-1B9419B2,Dwarka Sector 21,2026-07-19 17:41:00,Gate 5,Rajiv Chowk,2026-07-19 17:53:00,Gate 1,12
PID-067CA676,Hauz Khas,2026-07-19 17:41:00,Gate 1,Dwarka Sector 21,2026-07-19 18:18:00,Gate 4,37
PID-79F83423,Hauz Khas,2026-07-19 17:42:00,Gate 1,Mandi House,2026-07-19 18:02:00,Gate 5,20
PID-FD4E925F,Mandi House,2026-07-19 17:42:00,Gate 2,Kashmere Gate,2026-07-19 18:26:00,Gate 4,44
PID-992EA9F3,Botanical Garden,2026-07-19 17:44:00,Gate 1,Yamuna Bank,2026-07-19 19:14:00,Gate 1,90
PID-C960ECB9,Mandi House,2026-07-19 17:44:00,Gate 5,Yamuna Bank,2026-07-19 18:25:00,Gate 4,41
PID-7B04D4D5,Rajiv Chowk,2026-07-19 17:44:00,Gate 4,Mandi House,2026-07-19 18:57:00,Gate 5,73
PID-A7189BEC,Dwarka Sector 21,2026-07-19 17:45:00,Gate 5,Mandi House,2026-07-19 18:11:00,Gate 1,26
PID-A9563086,INA,2026-07-19 17:45:00,Gate 4,Yamuna Bank,2026-07-19 19:03:00,Gate 4,78
PID-91A323B1,Mandi House,2026-07-19 17:46:00,Gate 1,Botanical Garden,2026-07-19 18:50:00,Gate 3,64
PID-D221996E,Botanical Garden,2026-07-19 17:46:00,Gate 1,INA,2026-07-19 18:22:00,Gate 1,36
PID-23839AA0,Hauz Khas,2026-07-19 17:48:00,Gate 5,INA,2026-07-19 19:13:00,Gate 4,85
PID-19D1E912,Kashmere Gate,2026-07-19 17:49:00,Gate 2,INA,2026-07-19 18:08:00,Gate 5,19
PID-D4A804E0,Kashmere Gate,2026-07-19 17:51:00,Gate 5,Botanical Garden,2026-07-19 18:36:00,Gate 4,45
PID-D6909293,Yamuna Bank,2026-07-19 17:52:00,Gate 1,INA,2026-07-19 18:44:00,Gate 3,52
PID-F113DABA,Botanical Garden,2026-07-19 17:54:00,Gate 4,Kashmere Gate,2026-07-19 18:54:00,Gate 5,60
PID-A87AE6F0,Hauz Khas,2026-07-19 17:55:00,Gate 4,Rajiv Chowk,2026-07-19 19:01:00,Gate 4,66
PID-FDD96FEC,Mandi House,2026-07-19 17:56:00,Gate 1,Dwarka Sector 21,2026-07-19 18:11:00,Gate 2,15
PID-CA91E8AD,Kashmere Gate,2026-07-19 17:57:00,Gate 4,Dwarka Sector 21,2026-07-19 19:17:00,Gate 1,80
PID-8B33B50B,Yamuna Bank,2026-07-19 17:57:00,Gate 1,INA,2026-07-19 18:47:00,Gate 1,50
PID-765524C5,INA,2026-07-19 17:57:00,Gate 4,Kashmere Gate,2026-07-19 19:13:00,Gate 3,76
PID-A211F626,Rajiv Chowk,2026-07-19 17:58:00,Gate 5,INA,2026-07-19 18:37:00,Gate 4,39
PID-57256D75,Yamuna Bank,2026-07-19 17:59:00,Gate 3,Botanical Garden,2026-07-19 18:10:00,Gate 5,11
