station_code,station_name,state,zone,address,geometry_type,longitude,latitude,coord_invalid,code_length,name_word_count,is_junction,is_road_station,code_length_outlier,name_word_count_outlier
MB,Moradabad,Unknown,Unknown,Unknown,Point,78.765801,28.831621,0,2,1,0,0,0,0
IRA,Israna,Haryana,NR,"Israna, Haryana",Point,76.85285999999999,29.291379,0,3,1,0,0,0,0
KRCA,Karachiya Yard,Unknown,Unknown,Unknown,Point,73.132981,22.380046,0,4,2,0,0,0,0
BJW,Bajva,Unknown,Unknown,Unknown,Point,73.1431251,22.3662226,0,3,1,0,0,0,0
CLN,Kollidam,Tamil Nadu,SR,"Vallampadugai, Tamil Nadu",Point,79.718347,11.332713,0,3,1,0,0,0,0
OSHI,Oshi,Unknown,Unknown,Unknown,Unknown,,,1,4,1,0,0,0,0
CNA,Chanderiya,Rajasthan,WR,"Chittorgarh, Rajasthan",Point,74.629979,24.939558,0,3,1,0,0,0,0
CRC,Charkhari Road,Uttar Pradesh,NCR,"Charkhari, Uttar Pradesh",Point,79.74565299999999,25.307556,0,3,2,0,1,0,0
BTT,Bhatni Jn,Unknown,Unknown,Unknown,Point,83.934035,26.381257,0,3,2,1,0,0,0
CSZ,Cossimbazar,West Bengal,ER,"Berhampore, West Bengal",Point,88.266903,24.122264,0,3,1,0,0,0,0
VRE,Varediya,Unknown,Unknown,Unknown,Point,73.048979,21.85838,0,3,1,0,0,0,0
NIU,Nabipur,Unknown,Unknown,Unknown,Point,73.030592,21.807541,0,3,1,0,0,0,0
KTTY,Ktty,Unknown,Unknown,Unknown,Unknown,,,1,4,1,0,0,0,0
CVJ,Chavaj,Unknown,Unknown,Unknown,Point,73.010489,21.753134000000003,0,3,1,0,0,0,0
AKV,Ankleshwar Jn,Unknown,Unknown,Unknown,Point,73.000633,21.623889,0,3,2,1,0,0,0
CNE,Chandranathpur,Assam,NFR,"National Highway 54, Assam",Point,92.716658,24.984962,0,3,1,0,0,0,0
PAO,Panoli,Unknown,Unknown,Unknown,Point,72.978371,21.535197,0,3,1,0,0,0,0
CNL,Chandawal,Rajasthan,NWR,"Pali, Rajasthan",Point,73.86881457700001,25.946542716,0,3,1,0,0,0,0
BFY,Bhesana,Rajasthan,NWR,"Marwar, Rajasthan",Point,73.7180903,25.82438,0,3,1,0,0,0,0
HAT,Hathuran,Unknown,Unknown,Unknown,Point,72.969512,21.501091,0,3,1,0,0,0,0
COL,Coromandel,Karnataka,SWR,"Kgf, Karnataka",Point,78.257278,12.97518,0,3,1,0,0,0,0
KDSD,Kudsad,Unknown,Unknown,Unknown,Point,72.91647999999999,21.37682,0,4,1,0,0,0,0
SYN,Sayan,Unknown,Unknown,Unknown,Point,72.890287,21.317203,0,3,1,0,0,0,0
MQP,Makrandpur,Uttar Pradesh,NER,"Aonla- Bareilly Link Rd, Uttar Pradesh",Point,79.290097,28.213407,0,3,1,0,0,0,0
GTX,Gothangam,Unknown,Unknown,Unknown,Point,72.880104,21.294043,0,3,1,0,0,0,0
MGK,Mulangunnathukavu,Unknown,Unknown,Unknown,Point,76.207809,10.596939,0,3,1,0,0,0,0
CNKP,Chanakyapuri,Delhi Nct,NR,"Chanakyapuri, Delhi Nct",Point,77.172004,28.591905,0,4,1,0,0,0,0
URN,Utran,Unknown,Unknown,Unknown,Point,72.85479600000001,21.232602,0,3,1,0,0,0,0
ST,Surat,Unknown,Unknown,Unknown,Point,72.840793,21.206568,0,2,1,0,0,0,0
UDN,Udhna Jn,Unknown,Unknown,Unknown,Point,72.851461,21.171156,0,3,2,1,0,0,0
VRU,Valiveru,Unknown,Unknown,Unknown,Point,80.605456,16.188934,0,3,1,0,0,0,0
MRPL,Marampalli,Unknown,Unknown,Unknown,Point,81.63387399999999,16.843925,0,4,1,0,0,0,0
NDD,Nidadavolu Jn,Unknown,Unknown,Unknown,Point,81.67550399999999,16.898297,0,3,2,1,0,0,0
GDM,Gudma,Unknown,Unknown,Unknown,Point,80.287678,21.416128,0,3,1,0,0,0,0
BEF,Bhupdeopur,Unknown,Unknown,Unknown,Point,83.25998102000001,21.97503504,0,3,1,0,0,0,0
RIG,Raigarh,Unknown,Unknown,Unknown,Point,83.39067,21.891289,0,3,1,0,0,0,0
KRL,Kotarlia,Unknown,Unknown,Unknown,Point,83.482238,21.883182,0,3,1,0,0,0,0
CTND,Chettinad,Tamil Nadu,SR,"Kanadukathan, Tamil Nadu",Point,78.775924,10.160613,0,4,1,0,0,0,0
SEPR,Sherpur,Uttar Pradesh,NR,"State Highway 51, Uttar Pradesh",Point,78.25287,28.919358,0,4,1,0,0,0,0
NVS,Navsari,Gujarat,WR,"Navsari, Gujarat",Point,72.914294,20.946851,0,3,1,0,0,0,0
JBD,Jalalabad,Punjab,NR,"Jalalabad, Punjab",Point,74.268446,30.60775,0,3,1,0,0,0,0
DDM,Dam Dim,West Bengal,NFR,"National Highway 31, West Bengal",Point,88.67133299999999,26.859243000000003,0,3,2,0,0,0,0
COE,Chitrod,Gujarat,WR,"Kutch, Gujarat",Point,70.655356,23.417869,0,3,1,0,0,0,0
COM,Chomun Samod,Rajasthan,NWR,"Chomun, Rajasthan",Point,75.70272,27.158223,0,3,2,0,0,0,0
DKT,Dhulkot,Haryana,NR,"Ambala City, Haryana",Point,76.78753499999999,30.395686,0,3,1,0,0,0,0
KUW,Kanwar,Unknown,Unknown,Unknown,Point,81.21464405030001,25.7036520692,0,3,1,0,0,0,0
CDMR,Chandauli Mjhwr,Unknown,Unknown,Unknown,Point,83.267724,25.261093,0,4,2,0,0,0,0
IGPX,Igpx,Unknown,Unknown,Unknown,Unknown,,,1,4,1,0,0,0,0
KGA,Khaga,Unknown,Unknown,Unknown,Point,81.102658,25.761853,0,3,1,0,0,0,0
KTCE,Katoghan,Unknown,Unknown,Unknown,Point,81.16560600000001,25.730035,0,4,1,0,0,0,0
ASCE,Athsarai,Unknown,Unknown,Unknown,Point,81.2620300824,25.678728805,0,4,1,0,0,0,0
CRLM,Carmelaram,Karnataka,SWR,"Bengaluru, Karnataka",Point,77.706014,12.907633,0,4,1,0,0,0,0
CNR,Chandar,Goa,SWR,"Chanra (Chandor), Goa",Point,74.047794,15.264834,0,3,1,0,0,0,0
CMDP,Chimidipalli,Andhra Pradesh,ECOR,"Borra, Andhra Pradesh",Point,83.07686199999999,18.262764,0,4,1,0,0,0,0
BDL,Vindhyachal,Unknown,Unknown,Unknown,Point,82.5020212,25.1607717,0,3,1,0,0,0,0
TSA,Tisua,Unknown,Unknown,Unknown,Point,79.58628900000001,28.136577,0,3,1,0,0,0,0
TAS,Thasra,Gujarat,WR,"National Highway 59, Gujarat",Point,73.221682,22.797769,0,3,1,0,0,0,0
GHT,Ghaghara Ghat,Unknown,Unknown,Unknown,Point,81.5033135022,27.1026834977,0,3,2,0,0,0,0
BV,Babhnan,Unknown,Unknown,Unknown,Point,82.500127,26.938525,0,2,1,0,0,0,0
CLW,Chilwariya,Uttar Pradesh,NER,"Bahraich, Uttar Pradesh",Point,81.69873199999999,27.487001000000003,0,3,1,0,0,0,0
OKAC,Okac,Unknown,Unknown,Unknown,Unknown,,,1,4,1,0,0,0,0
GAUR,Gaur,Unknown,Unknown,Unknown,Point,82.56115799999999,26.913411,0,4,1,0,0,0,0
TH,Tinich,Unknown,Unknown,Unknown,Point,82.639707,26.882281000000003,0,2,1,0,0,0,0
BHTR,Bhatpar Rani,Unknown,Unknown,Unknown,Point,84.03310139999999,26.3104766,0,4,2,0,0,0,0
TUR,Turki,Unknown,Unknown,Unknown,Point,85.354709,26.034431,0,3,1,0,0,0,0
RD,Ram Dayalu Nagar,Unknown,Unknown,Unknown,Point,85.38359600000001,26.097367,0,2,3,0,0,0,0
BTO,Bhitaura,Unknown,Unknown,Unknown,Point,79.306506,28.469954,0,3,1,0,0,0,0
PKRA,Parsa Khera,Unknown,Unknown,Unknown,Point,79.34185199999999,28.433371,0,4,2,0,0,0,0
CHTI,Chaneti,Unknown,Unknown,Unknown,Point,79.42916573,28.3087958495,0,4,1,0,0,0,0
BLPU,Bilpur,Unknown,Unknown,Unknown,Point,79.62578099999999,28.083668,0,4,1,0,0,0,0
MK,Miranpur Katra,Unknown,Unknown,Unknown,Point,79.674809,28.03708,0,2,2,0,0,0,0
MILA,Milakpur Halt,Unknown,Unknown,Unknown,Point,79.71796182739999,27.988261374,0,4,2,0,0,0,0
TLH,Tilhar,Unknown,Unknown,Unknown,Point,79.741776,27.972984,0,3,1,0,0,0,0
CQL,Chirakkal,Kerala,SR,"Kannur District, Kerala",Point,75.353696,11.911049,0,3,1,0,0,0,0
PNQ,Punkunnam,Unknown,Unknown,Unknown,Point,76.20943,10.535054,0,3,1,0,0,0,0
TCR,Thrisur,Unknown,Unknown,Unknown,Point,76.207919,10.51479,0,3,1,0,0,0,0
CMNR,Chamarajanagar,Karnataka,SWR,"Chamarajnagar, Karnataka",Point,76.932807,11.934891,0,4,1,0,0,0,0
CMJ,Chamarajapuram,Karnataka,SWR,"Mysore, Karnataka",Point,76.637861,12.29844,0,3,1,0,0,0,0
BKA,Barkhera,Unknown,Unknown,Unknown,Point,77.649646,22.917359,0,3,1,0,0,0,0
ODG,Obaidulla Ganj,Unknown,Unknown,Unknown,Point,77.587299,22.994912,0,3,2,0,0,0,0
ACL,Ancheli,Gujarat,WR,"Navsari, Gujarat",Point,72.944978,20.845167,0,3,1,0,0,0,0
CVR,Chorvad Road,Gujarat,WR,"Gadu, Gujarat",Point,70.290734,21.055196,0,3,2,0,1,0,0
CTH,Chikalthana,Maharashtra,SCR,"Aurangabad, Maharashtra",Point,75.402851,19.859565,0,3,1,0,0,0,0
BTKD,Bharatkund,Uttar Pradesh,NR,"Bikapur, Uttar Pradesh",Point,82.12739309999999,26.6360965,0,4,1,0,0,0,0
DHW,Dhariwal,Punjab,NR,"Dhariwal, Punjab",Point,75.32156499999999,31.949113,0,3,1,0,0,0,0
SAI,Sarai,Unknown,Unknown,Unknown,Point,85.27660900000001,25.779962,0,3,1,0,0,0,0
CPE,Chandiposi,Orissa,SER,"National Highway 23, Orissa",Point,84.915988,22.068677,0,3,1,0,0,0,0
CRU,Chudawa,Maharashtra,SCR,"Hingoli, Maharashtra",Point,77.1169303369,19.1803282622,0,3,1,0,0,0,0
DBB,Dhubri,Assam,NFR,"Dhubri, Assam",Point,89.977952,26.023137,0,3,1,0,0,0,0
PNP,Panipat Jn,Unknown,Unknown,Unknown,Point,76.96379300000001,29.388948,0,3,2,1,0,0,0
CPS,Chandpur Siau Halt,Uttar Pradesh,NR,"Chandpur, Uttar Pradesh",Point,78.27585499999999,29.13201,0,3,3,0,0,0,0
CX,Chanol,Gujarat,WR,"State Highway 25, Gujarat",Point,70.53884199999999,22.427916,0,2,1,0,0,0,0
CSR,Chak Sikandar,Bihar,ECR,"Chak Sikander, Bihar",Point,85.365246145,25.6767202377,0,3,2,0,0,0,0
CRQ,Charpokhari Halt,Bihar,ECR,"Charpokhari, Bihar",Point,84.487603186,25.3615157718,0,3,2,0,0,0,0
VNA,Varangaon,Unknown,Unknown,Unknown,Point,75.9006577881,21.0097131944,0,3,1,0,0,0,0
DAG,Dhang,Bihar,ECR,"Bhang, Bihar",Point,85.353298,26.7174,0,3,1,0,0,0,0
CRW,Charaud,Haryana,NWR,"National Highway 65, Haryana",Point,75.6466632,29.0094584,0,3,1,0,0,0,0
BTL,Bortalao,Unknown,Unknown,Unknown,Point,80.626207,21.218301,0,3,1,0,0,0,0
KHS,Kharsia,Unknown,Unknown,Unknown,Point,83.102414,21.99178,0,3,1,0,0,0,0
ROB,Robertson,Unknown,Unknown,Unknown,Point,83.182508,21.988744,0,3,1,0,0,0,0
CPK,Chaparmukh Jn,Assam,NFR,"Chaparmukh, Assam",Point,92.511718,26.202272,0,3,2,1,0,0,0
CTW,Chhintanwala,Punjab,NR,"Sherpur Sodhian Link Rd, Punjab",Point,76.014229,30.365958000000003,0,3,1,0,0,0,0
CTA,Chitradurg,Karnataka,SWR,"Chitradurga, Karnataka",Point,76.386431,14.231154,0,3,1,0,0,0,0
AAV,Ambav,Gujarat,WR,"Ambav, Gujarat",Unknown,,,1,3,1,0,0,0,0
MDKU,Modukuru,Unknown,Unknown,Unknown,Point,80.58380799999999,16.124988000000002,0,4,1,0,0,0,0
TSR,Tsunduru,Unknown,Unknown,Unknown,Point,80.58648699999999,16.157497,0,3,1,0,0,0,0
NBM,Navabpalem,Unknown,Unknown,Unknown,Point,81.606702,16.831606,0,3,1,0,0,0,0
NMBR,N Mayurbhanj Road,Unknown,Unknown,Unknown,Point,87.038724,21.666901,0,4,3,0,1,0,0
BTS,Basta,Unknown,Unknown,Unknown,Point,87.0637831,21.7029241,0,3,1,0,0,0,0
CTD,Chhota Udepur,Gujarat,WR,"Vadodara, Gujarat",Point,74.014286,22.314788,0,3,2,0,0,0,0
DBY,Digboi,Assam,NFR,"Tinsukia, Assam",Point,95.616982,27.383483,0,3,1,0,0,0,0
CWI,Chondi,Maharashtra,SCR,"Parbhani, Maharashtra",Point,77.1556666229,19.430619765,0,3,1,0,0,0,0
CSDR,Channasandra,Karnataka,SWR,"Bengaluru, Karnataka",Point,77.6629705685,13.0109407208,0,4,1,0,0,0,0
PGT,Palakkad,Unknown,Unknown,Unknown,Point,76.641926,10.802091,0,3,1,0,0,0,0
MNHA,Mindha,Rajasthan,NWR,"Minda To Mandha Bhimsingh Rd, Rajasthan",Point,75.33241,27.112061,0,4,1,0,0,0,0
DBO,Dabhoda,Gujarat,WR,"Dabhoda, Gujarat",Point,72.748038,23.168331,0,3,1,0,0,0,0
DABN,Dhaban,Rajasthan,NWR,"Sangaria, Rajasthan",Point,74.54288000000001,29.859997,0,4,1,0,0,0,0
DBI,Dabli Rathan,Rajasthan,NWR,"Hanumangarh, Rajasthan",Point,74.19093000000001,29.542416,0,3,2,0,0,0,0
SID,Siddhpur,Gujarat,WR,"State Highway 41, Gujarat",Point,72.367959,23.918067,0,3,1,0,0,0,0
ARGD,Arigada,,ECR,,Point,85.466475,23.643461,0,4,1,0,0,0,0
CTJ,Chhataini,Madhya Pradesh,WCR,"Awasthi Sadan Rd, Madhya Pradesh",Point,81.287323,23.994088,0,3,1,0,0,0,0
KTKD,Katangi Khurd,Madhya Pradesh,WCR,"State Highway 10, Madhya Pradesh",Point,80.48673398129999,23.7758696073,0,4,2,0,0,0,0
CRL,Choral,Madhya Pradesh,WR,"Sh 27, Madhya Pradesh",Point,75.94413499999999,22.450677,0,3,1,0,0,0,0
ABSA,Ambassa,Tripura,NFR,"Ambassa, Tripura",Point,91.860783,23.930507,0,4,1,0,0,0,0
NVP,Navalpura,Unknown,Unknown,Unknown,Point,73.19955399999999,23.289155,0,3,1,0,0,0,0
DBKA,Dabka,Madhya Pradesh,SCR,"Amlakhurd, Madhya Pradesh",Point,76.720809,21.361353,0,4,1,0,0,0,0
CQR,Champapukur,West Bengal,ER,"Kholapota, West Bengal",Point,88.80796000000001,22.656634,0,3,1,0,0,0,0
NDAZ,Naya Azadpur,Unknown,Unknown,Unknown,Point,77.166876,28.714564,0,4,2,0,0,0,0
ANDI,Adarsh Nagar Delhi,Unknown,Unknown,Unknown,Point,77.16670699999999,28.714205,0,4,3,0,0,0,0
CUR,Churu,Rajasthan,NWR,"Churu, Rajasthan",Point,74.966203,28.288281,0,3,1,0,0,0,0
BHD,Badli,Unknown,Unknown,Unknown,Point,77.1377425,28.7468,0,3,1,0,0,0,0
KHKN,Khera Kalan,Unknown,Unknown,Unknown,Point,77.115838,28.769718,0,4,2,0,0,0,0
HUK,Holambi Kalan,Unknown,Unknown,Unknown,Point,77.102334,28.801187,0,3,2,0,0,0,0
NUR,Narela,Unknown,Unknown,Unknown,Point,77.085727,28.846886,0,3,1,0,0,0,0
CWA,Chhindwara Junction,Madhya Pradesh,SECR,"Chhindwara, Madhya Pradesh",Point,78.953212,22.058201,0,3,2,1,0,0,0
RDDE,Rathdhana,Unknown,Unknown,Unknown,Point,77.05914800000001,28.904132,0,4,1,0,0,0,0
CTPE,Chandanattop Halt,Kerala,SR,"Kilikkollur, Kerala",Point,76.64532,8.932478000000001,0,4,2,0,0,0,0
HNN,Harana Kalan,Unknown,Unknown,Unknown,Point,77.039135,28.945425,0,3,2,0,0,0,0
SNP,Sonipat,Unknown,Unknown,Unknown,Point,77.017343,28.989423,0,3,1,0,0,0,0
SLKN,Sandal Kalan,Unknown,Unknown,Unknown,Point,77.012589,29.063432,0,4,2,0,0,0,0
RUG,Rajlu Garhi,Unknown,Unknown,Unknown,Point,77.012109,29.090744,0,3,2,0,0,0,0
GNU,Ganaur,Unknown,Unknown,Unknown,Point,77.01074999999999,29.130776,0,3,1,0,0,0,0
BDMJ,Bhodwal Majri,Unknown,Unknown,Unknown,Point,77.0082364,29.1852092,0,4,2,0,0,0,0
SMK,Samalkha,Unknown,Unknown,Unknown,Point,77.003034,29.240172,0,3,1,0,0,0,0
DWNA,Diwana,Unknown,Unknown,Unknown,Point,76.980194,29.318564,0,4,1,0,0,0,0
BBDE,Babarpur,Unknown,Unknown,Unknown,Point,76.966178,29.449652,0,4,1,0,0,0,0
KFU,Kohand,Unknown,Unknown,Unknown,Point,76.968758,29.494782,0,3,1,0,0,0,0
GRA,Gharaunda,Unknown,Unknown,Unknown,Point,76.96575000000001,29.541636,0,3,1,0,0,0,0
BZJT,Bazida Jatan,Unknown,Unknown,Unknown,Point,76.965812,29.613391,0,4,2,0,0,0,0
KUN,Karnal,Unknown,Unknown,Unknown,Point,76.969821,29.694566,0,3,1,0,0,0,0
BZK,Bhaini Khurd,Unknown,Unknown,Unknown,Point,76.95536200000001,29.751544,0,3,2,0,0,0,0
TRR,Taraori,Unknown,Unknown,Unknown,Point,76.93858,29.797906,0,3,1,0,0,0,0
NLKR,Nilokheri,Unknown,Unknown,Unknown,Point,76.925491,29.831492,0,4,1,0,0,0,0
KKDE,Kurukshetra Jn,Unknown,Unknown,Unknown,Point,76.852795,29.96944,0,4,2,1,0,0,0
DAVM,Dhanuvachapuram,Kerala,SR,"Dhanuvachapuram, Kerala",Point,77.124352,8.378802,0,4,1,0,0,0,0
CTS,Chattriput,Orissa,ECOR,"Jeypore, Orissa",Point,82.590027,18.922722,0,3,1,0,0,0,0
DAVJ,D.A.V.C.H. Jalandhar,Punjab,NR,"Jalandhar, Punjab",Point,75.56132,31.346977000000003,0,4,2,0,0,0,0
DLPI,Indrapuri,Delhi Nct,NR,"Delhi Cantonment, Delhi Nct",Point,77.14358825779999,28.6283424665,0,4,1,0,0,0,0
GRG,Guwarighat,Madhya Pradesh,SECR,"Gwarighat, Madhya Pradesh",Point,79.92761300000001,23.110295,0,3,1,0,0,0,0
DSJ,Delhi Safdarjung,Delhi Nct,NR,"Netaji Nagar, Delhi Nct",Point,77.186969,28.582121,0,3,2,0,0,0,0
DHRN,Dhurana,Haryana,NR,"Panipat, Haryana",Point,76.803295,29.253606,0,4,1,0,0,0,0
DUK,Dudia,Rajasthan,NWR,"Dundara, Rajasthan",Point,72.902042,25.934458,0,3,1,0,0,0,0
DAJ,Duroji,Karnataka,SWR,"Bellary, Karnataka",Point,76.70013,15.227107,0,3,1,0,0,0,0
BTPH,Chakia Thermal Halt,Unknown,Unknown,Unknown,Point,86.01624276369999,25.4012639369,0,4,3,0,0,0,0
JDDA,Jatha,Unknown,Unknown,Unknown,Point,82.875333703,22.0159803866,0,4,1,0,0,0,0
JDI,Jharradih,Unknown,Unknown,Unknown,Point,83.050747,21.999876,0,3,1,0,0,0,0
DKO,Devakottai Road,Tamil Nadu,SR,"Nh 210, Tamil Nadu",Point,78.761747,10.037610999999998,0,3,2,0,1,0,0
DIB,Dibai,Uttar Pradesh,NR,"Dibai, Uttar Pradesh",Point,78.303084,28.19378,0,3,1,0,0,0,0
CNJO,Juhi Outer Cabin,Unknown,Unknown,Unknown,Point,80.3239098425,26.4531901925,0,4,3,0,0,0,0
LMA,Lambiya,Rajasthan,NWR,"National Highway 79, Rajasthan",Point,74.58561499999999,25.578334,0,3,1,0,0,0,0
DBLG,Dblg,Unknown,Unknown,Unknown,Unknown,,,1,4,1,0,0,0,0
DOHM,Devgarh Madriya,Rajasthan,NWR,"Devgarh, Rajasthan",Point,73.855552,25.610206,0,4,2,0,0,0,0
NHLG,Nhlg,Unknown,Unknown,Unknown,Unknown,,,1,4,1,0,0,0,0
DYE,Dayanand Nagar,Andhra Pradesh,SCR,"Secunderabad, Andhra Pradesh",Point,78.53134999999999,17.456247,0,3,2,0,0,0,0
DBV,Dabilpur,Andhra Pradesh,SCR,"Rangareddy, Andhra Pradesh",Point,78.470315,17.674226,0,3,1,0,0,0,0
JGLP,Jglp,Unknown,Unknown,Unknown,Unknown,,,1,4,1,0,0,0,0
BGZ,Bahadurgarh,Haryana,NR,"Bahadurgarh, Haryana",Point,76.930886,28.700863,0,3,1,0,0,0,0
PNSR,Pnsr,Unknown,Unknown,Unknown,Unknown,,,1,4,1,0,0,0,0
DME,Damnagar,Gujarat,WR,"Damnagar, Gujarat",Point,71.509053,21.688346,0,3,1,0,0,0,0
AG,Aranghata,West Bengal,ER,"Haranath Para Ln, West Bengal",Point,88.613551,23.242037,0,2,1,0,0,0,0
RLG,Relangi,Andhra Pradesh,SCR,"Relangi, Andhra Pradesh",Point,81.64411,16.709921,0,3,1,0,0,0,0
CCAB,Bmy C Cabin,Unknown,Unknown,Unknown,Point,81.44306300000001,21.209789,0,4,3,0,0,0,0
DNDI,Dhondi,Maharashtra,SCR,"State Highway 148, Maharashtra",Point,76.736112,19.106268,0,4,1,0,0,0,0
NDO,Nidubrolu,Unknown,Unknown,Unknown,Point,80.557243,16.067904,0,3,1,0,0,0,0
FKA,Fazilka,Punjab,NR,"Fazilka, Punjab",Point,74.02541699999999,30.408641,0,3,1,0,0,0,0
TDD,Tadepalligudem,Unknown,Unknown,Unknown,Point,81.526314,16.809960999999998,0,3,1,0,0,0,0
PTPU,Prattiapadu,Unknown,Unknown,Unknown,Point,81.581431,16.820864999999998,0,4,1,0,0,0,0
BDHT,Bardi Halt,Madhya Pradesh,SECR,"State Highway 19, Madhya Pradesh",Point,78.822411,21.621177,0,4,2,0,0,0,0
DJL,Dodajala Lake,Karnataka,SWR,"Hosur Road., Karnataka",Point,77.652122,13.183156,0,3,2,0,0,0,0
DIU,Dhing,Assam,NFR,"National Highway 37, Assam",Point,92.450865,26.453101,0,3,1,0,0,0,0
DGQ,Dugdol,Gujarat,NWR,"Dhanera, Gujarat",Point,72.096828,24.631708,0,3,1,0,0,0,0
DAU,Dagru,Punjab,NR,"Dagru, Punjab",Point,75.047442,30.834858,0,3,1,0,0,0,0
GWH,Ghoshawar,Unknown,Unknown,Unknown,Point,85.24335073670001,25.7374211354,0,3,1,0,0,0,0
HJP,Hajipur Jn,Unknown,Unknown,Unknown,Point,85.2155,25.702909,0,3,2,1,0,0,0
ENBG,Enbg,Unknown,Unknown,Unknown,Unknown,,,1,4,1,0,0,0,0
PUK,Pudukad,Unknown,Unknown,Unknown,Point,76.26070700000001,10.420507,0,3,1,0,0,0,0
NYI,Nellayi,Unknown,Unknown,Unknown,Point,76.275994,10.392415000000002,0,3,1,0,0,0,0
UKL,Uttukuli,Unknown,Unknown,Unknown,Point,77.448615,11.156494,0,3,1,0,0,0,0
TUP,Tiruppur,Unknown,Unknown,Unknown,Point,77.341247,11.108906,0,3,1,0,0,0,0
SNO,Somanur,Unknown,Unknown,Unknown,Point,77.18638,11.087247,0,3,1,0,0,0,0
SUU,Sulur Road,Unknown,Unknown,Unknown,Point,77.11729,11.049634,0,3,2,0,1,0,0
IGU,Irugur,Unknown,Unknown,Unknown,Point,77.06913399999999,11.017199,0,3,1,0,0,0,0
SHI,Singanallur,Unknown,Unknown,Unknown,Point,77.03945900000001,11.012921,0,3,1,0,0,0,0
PLMD,Pilamedu,Unknown,Unknown,Unknown,Point,76.999566,11.033241,0,4,1,0,0,0,0
CBE,Coimbatore Jn,Unknown,Unknown,Unknown,Point,76.966298,10.997639,0,3,2,1,0,0,0
PTJ,Podanur Jn,Unknown,Unknown,Unknown,Point,76.990125,10.965425,0,3,2,1,0,0,0
MDKI,Madukarai,Unknown,Unknown,Unknown,Point,76.94295000000001,10.900858,0,4,1,0,0,0,0
IJK,Irinjalakuda,Unknown,Unknown,Unknown,Point,76.280924,10.339456,0,3,1,0,0,0,0
CKI,Chalakudi,Unknown,Unknown,Unknown,Point,76.3218076,10.3017975,0,3,1,0,0,0,0
DINR,Divine Nagar,Unknown,Unknown,Unknown,Point,76.3363143628,10.2853993721,0,4,2,0,0,0,0
KRAN,Koratti Angadi,Unknown,Unknown,Unknown,Point,76.355901,10.260123,0,4,2,0,0,0,0
KUC,Karukkutty,Unknown,Unknown,Unknown,Point,76.373077,10.225757,0,3,1,0,0,0,0
AFK,Angamali,Unknown,Unknown,Unknown,Point,76.37786,10.183676,0,3,1,0,0,0,0
CWR,Chovvara,Unknown,Unknown,Unknown,Point,76.37218899999999,10.133064,0,3,1,0,0,0,0
DJ,Darjeeling,West Bengal,NFR,"Darjeeling, West Bengal",Point,88.263326,27.038151,0,2,1,0,0,0,0
AWY,Aluva,Unknown,Unknown,Unknown,Point,76.356508,10.108163,0,3,1,0,0,0,0
KLMR,Kalamassery,Unknown,Unknown,Unknown,Point,76.32695600000001,10.061818,0,4,1,0,0,0,0
IPL,Edappally,Unknown,Unknown,Unknown,Point,76.298271,10.034338,0,3,1,0,0,0,0
ERN,Ernakulam Town,Unknown,Unknown,Unknown,Point,76.2861,9.991582,0,3,2,0,0,0,0
ETMD,Ettimadai,Unknown,Unknown,Unknown,Point,76.89715500000001,10.898788,0,4,1,0,0,0,0
WRA,Walayar,Unknown,Unknown,Unknown,Point,76.8376135147,10.8471810329,0,3,1,0,0,0,0
DBN,Dhablan,Punjab,NR,"Gurudwara Ishar Darbar Rd, Punjab",Point,76.276917865,30.3379133215,0,3,1,0,0,0,0
DBF,Dabpal,Chhattisgarh,?,"Dabpal, Chhattisgarh",Point,81.488923,18.92798,0,3,1,0,0,0,0
DBZ,Dhing Bazar,Assam,NFR,"Mathaouri Rd, Assam",Point,92.481039,26.455873,0,3,2,0,0,0,0
CLMD,Chullimada,Unknown,Unknown,Unknown,Point,76.801793,10.837165,0,4,1,0,0,0,0
KTKU,Kottekad,Unknown,Unknown,Unknown,Point,76.693457,10.815731,0,4,1,0,0,0,0
DLC,Dalmera,Rajasthan,NWR,"Bikaner, Rajasthan",Point,73.65658,28.417832,0,3,1,0,0,0,0
TNU,Tirunettur,Unknown,Unknown,Unknown,Point,76.30765699999999,9.933729,0,3,1,0,0,0,0
KUMM,Kumbalam,Unknown,Unknown,Unknown,Point,76.3116,9.906723,0,4,1,0,0,0,0
AROR,Aroor Halt,Unknown,Unknown,Unknown,Point,76.30283299999999,9.8791031,0,4,2,0,0,0,0
EZP,Ezhuppunna,Unknown,Unknown,Unknown,Point,76.302391,9.820288,0,3,1,0,0,0,0
TUVR,Turavur,Unknown,Unknown,Unknown,Point,76.309979,9.772809,0,4,1,0,0,0,0
ERSC,Ernakulam Jn. C,Unknown,Unknown,Unknown,Point,76.28985899999999,9.97806,0,4,3,1,0,0,0
DIR,Dhanapur Orissa,Orissa,ECOR,"National Highway 43, Orissa",Point,82.50739300000001,18.945173,0,3,2,0,0,0,0
DRN,Deoranian,Uttar Pradesh,NER,"Sh 37, Uttar Pradesh",Point,79.476473,28.64478,0,3,1,0,0,0,0
BGS,Begu Sarai,Bihar,ECR,"06243-222853, Bihar",Point,86.134476,25.425296,0,3,2,0,0,0,0
BQQ,Bakhleta,Unknown,Unknown,Unknown,Point,79.96972000000001,23.846381,0,3,1,0,0,0,0
GBP,Gulabpura,Rajasthan,NWR,"Gulabpura, Rajasthan",Point,74.65595449829999,25.9027951891,0,3,1,0,0,0,0
