date,time,day,station,line,entry_count,exit_count,net_flow,gate_id,is_peak_hour,is_holiday,weather
2026-02-15,17:00,Sunday,Pulbangash,Red Line,59,45,14,G-03,1,1,Cloudy
2026-02-08,05:30,Sunday,Noida City Centre,Blue Line,57,63,-6,G-03,0,1,Rainy
2026-02-01,11:45,Sunday,Lal Quila,Violet Line,35,35,0,G-01,0,1,Foggy
2026-01-02,21:15,Friday,Raja Nahar Singh,Violet Line,32,30,2,G-01,0,0,Smoggy
2026-02-12,20:00,Thursday,Green Park,Yellow Line,97,116,-19,G-06,0,0,Cloudy
2026-02-15,18:30,Sunday,Mandi House,Blue Line,109,77,32,G-06,1,1,Foggy
2026-01-21,19:00,Wednesday,Janakpuri West,Blue Line,499,438,61,G-02,1,0,Clear
2026-02-20,15:15,Friday,Udyog Nagar,Green Line,29,24,5,G-01,0,0,Clear
2026-02-06,18:00,Friday,Bata Chowk,Violet Line,143,139,4,G-02,1,0,Cloudy
2026-02-04,14:00,Wednesday,Dwarka Sector 8,Blue Line,13,13,0,G-07,0,0,Foggy
2026-01-31,10:45,Saturday,Netaji Subhash Place,Red Line,290,286,4,G-07,1,0,Clear
2026-01-20,20:15,Tuesday,Guru Dronacharya,Yellow Line,99,83,16,G-03,0,0,Clear
2026-02-22,07:30,Sunday,Uttam Nagar East,Blue Line,34,28,6,G-05,0,1,Foggy
2026-01-21,23:00,Wednesday,Inderlok,Red Line,63,65,-2,G-04,0,0,Cloudy
2026-01-08,18:15,Thursday,Ghitorni,Yellow Line,117,121,-4,G-06,1,0,Cloudy
2026-02-12,06:15,Thursday,Pragati Maidan,Blue Line,27,28,-1,G-01,0,0,Clear
2026-02-25,22:30,Wednesday,Dwarka Sector 21,Blue Line,138,99,39,G-07,0,0,Foggy
2026-02-27,15:45,Friday,Madipur,Green Line,32,26,6,G-07,0,0,Foggy
2026-01-13,20:15,Tuesday,Jama Masjid,Violet Line,121,87,34,G-03,0,0,Clear
2026-02-06,17:15,Friday,Lajpat Nagar,Violet Line,345,274,71,G-07,1,0,Rainy
2026-02-26,05:30,Thursday,Race Course,Yellow Line,24,33,-9,G-04,0,1,Foggy
2026-01-02,21:30,Friday,Karol Bagh,Blue Line,53,56,-3,G-04,0,0,Clear
2026-02-22,09:00,Sunday,Green Park,Yellow Line,29,30,-1,G-07,1,1,Clear
2026-02-06,10:00,Friday,Noida Sector 15,Blue Line,91,105,-14,G-01,1,0,Cloudy
2026-02-02,17:30,Monday,Ashok Park Main,Green Line,206,264,-58,G-02,1,0,Smoggy
2026-02-26,22:15,Thursday,Tis Hazari,Red Line,41,44,-3,G-06,0,1,Rainy
2026-02-20,20:30,Friday,Rajiv Chowk,Blue Line,336,372,-36,G-03,0,0,Smoggy
2026-02-05,22:00,Thursday,Nangloi,Green Line,46,38,8,G-07,0,0,Clear
2026-02-07,11:15,Saturday,Mundka,Green Line,132,112,20,G-03,0,0,Foggy
2026-01-16,16:15,Friday,Haiderpur Badli Mor,Yellow Line,79,65,14,G-04,0,0,Foggy
2026-02-08,23:15,Sunday,Shivaji Park,Green Line,29,30,-1,G-07,0,1,Clear
2026-02-02,23:15,Monday,Malviya Nagar,Yellow Line,68,44,24,G-03,0,0,Clear
2026-01-19,14:30,Monday,IFFCO Chowk,Yellow Line,46,43,3,G-07,0,0,Cloudy
2026-02-16,14:45,Monday,Raja Nahar Singh,Violet Line,21,17,4,G-03,0,0,Cloudy
2026-01-15,08:45,Thursday,Maharaja Surajmal Stadium,Green Line,115,99,16,G-07,1,0,Cloudy
2026-02-12,09:00,Thursday,HUDA City Centre,Yellow Line,412,464,-52,G-01,1,0,Smoggy
2026-02-06,16:30,Friday,Rohini West,Red Line,113,110,3,G-04,0,0,Clear
2026-01-30,09:30,Friday,Yamuna Bank,Blue Line,508,476,32,G-05,1,0,Smoggy
2026-02-24,16:15,Tuesday,Rajiv Chowk,Blue Line,383,323,60,G-01,0,0,Clear
2026-01-16,07:45,Friday,Seelampur,Red Line,56,56,0,G-04,0,0,Foggy
2026-01-29,09:15,Thursday,Chawri Bazar,Yellow Line,155,129,26,G-04,1,0,Cloudy
2026-02-09,11:15,Monday,JLN Stadium,Violet Line,98,93,5,G-07,0,0,Clear
2026-01-02,13:00,Friday,Jasola Apollo,Violet Line,97,73,24,G-06,0,0,Cloudy
2026-02-01,23:45,Sunday,Seelampur,Red Line,36,44,-8,G-05,0,1,Foggy
2026-02-16,10:00,Monday,Model Town,Yellow Line,178,148,30,G-04,1,0,Rainy
2026-02-27,07:15,Friday,Dilshad Garden,Red Line,269,231,38,G-03,0,0,Cloudy
2026-02-28,22:15,Saturday,Race Course,Yellow Line,51,51,0,G-02,0,0,Rainy
2026-01-11,08:45,Sunday,Raja Nahar Singh,Violet Line,40,31,9,G-07,1,1,Rainy
2026-01-11,23:45,Sunday,Rajdhani Park,Green Line,15,20,-5,G-06,0,1,Foggy
2026-01-04,14:30,Sunday,Haiderpur Badli Mor,Yellow Line,40,41,-1,G-06,0,1,Clear
2026-02-24,23:30,Tuesday,Rohini West,Red Line,38,36,2,G-07,0,0,Smoggy
2026-02-18,15:30,Wednesday,Mohan Estate,Violet Line,60,64,-4,G-04,0,0,Rainy
2026-02-09,18:45,Monday,Malviya Nagar,Yellow Line,131,117,14,G-03,1,0,Cloudy
2026-01-31,23:00,Saturday,Model Town,Yellow Line,24,20,4,G-06,0,0,Cloudy
2026-01-24,22:45,Saturday,Tis Hazari,Red Line,40,33,7,G-06,0,0,Foggy
2026-01-25,13:45,Sunday,Sikanderpur,Yellow Line,92,71,21,G-05,0,1,Foggy
2026-01-18,06:15,Sunday,Paschim Vihar West,Green Line,25,22,3,G-07,0,1,Rainy
2026-02-25,14:30,Wednesday,Chhattarpur,Yellow Line,59,62,-3,G-06,0,0,Clear
2026-02-11,06:00,Wednesday,Nangloi,Green Line,84,64,20,G-07,0,0,Clear
2026-01-31,20:15,Saturday,Rohini Sector 18,Yellow Line,88,110,-22,G-02,0,0,Foggy
2026-01-07,14:30,Wednesday,Rohini West,Red Line,36,42,-6,G-04,0,0,Cloudy
2026-02-17,20:45,Tuesday,Rajendra Place,Blue Line,113,111,2,G-04,0,0,Smoggy
2026-02-12,15:30,Thursday,Paschim Vihar West,Green Line,26,21,5,G-07,0,0,Clear
2026-01-20,15:00,Tuesday,Adarsh Nagar,Yellow Line,57,43,14,G-04,0,0,Clear
2026-01-01,13:30,Thursday,Sikanderpur,Yellow Line,220,231,-11,G-05,0,0,Clear
2026-02-15,19:30,Sunday,Pitampura,Red Line,24,23,1,G-03,1,1,Cloudy
2026-01-04,20:45,Sunday,Hauz Khas,Yellow Line,174,107,67,G-02,0,1,Foggy
2026-02-09,21:45,Monday,Vidhan Sabha,Yellow Line,15,18,-3,G-05,0,0,Smoggy
2026-01-29,15:45,Thursday,Punjabi Bagh,Green Line,29,18,11,G-02,0,0,Clear
2026-02-06,20:15,Friday,Lal Quila,Violet Line,74,66,8,G-01,0,0,Clear
2026-02-15,15:00,Sunday,Satguru Ram Singh Marg,Green Line,36,32,4,G-05,0,1,Cloudy
2026-02-24,08:00,Tuesday,Rajdhani Park,Green Line,148,146,2,G-06,1,0,Smoggy
2026-02-07,19:45,Saturday,Khan Market,Violet Line,174,204,-30,G-07,1,0,Cloudy
2026-02-03,09:30,Tuesday,Govindpuri,Violet Line,176,148,28,G-03,1,0,Cloudy
2026-02-19,16:15,Thursday,Mundka,Green Line,164,164,0,G-05,0,0,Clear
2026-01-12,17:00,Monday,Mohan Estate,Violet Line,127,119,8,G-01,1,0,Cloudy
2026-02-27,06:15,Friday,Uttam Nagar East,Blue Line,46,42,4,G-06,0,0,Clear
2026-01-12,11:45,Monday,Rohini West,Red Line,85,78,7,G-03,0,0,Smoggy
2026-02-21,18:00,Saturday,Lal Quila,Violet Line,146,157,-11,G-02,1,0,Rainy
2026-01-27,16:00,Tuesday,Dwarka Sector 8,Blue Line,68,64,4,G-07,0,0,Foggy
2026-01-15,11:45,Thursday,Ashok Park Main,Green Line,73,51,22,G-02,0,0,Foggy
2026-01-13,20:30,Tuesday,Shastri Nagar,Red Line,87,72,15,G-05,0,0,Cloudy
2026-01-22,14:00,Thursday,Udyog Nagar,Green Line,13,16,-3,G-06,0,0,Foggy
2026-02-25,14:30,Wednesday,Nehru Place,Violet Line,104,104,0,G-01,0,0,Rainy
2026-02-16,21:00,Monday,Punjabi Bagh,Green Line,57,56,1,G-01,0,0,Clear
2026-01-03,11:45,Saturday,Jama Masjid,Violet Line,86,74,12,G-06,0,0,Foggy
2026-01-05,18:30,Monday,Kalkaji Mandir,Violet Line,132,123,9,G-01,1,0,Foggy
2026-01-07,15:45,Wednesday,Mewala Maharajpur,Violet Line,21,18,3,G-05,0,0,Cloudy
2026-01-08,12:45,Thursday,Qutab Minar,Yellow Line,103,73,30,G-06,0,0,Cloudy
2026-02-02,07:00,Monday,Nangloi Railway Station,Green Line,96,91,5,G-05,0,0,Foggy
2026-02-14,22:30,Saturday,Jahangirpuri,Yellow Line,63,49,14,G-04,0,0,Foggy
2026-01-26,17:30,Monday,Harkesh Nagar Okhla,Violet Line,45,46,-1,G-07,1,1,Smoggy
2026-01-28,06:15,Wednesday,Neelam Chowk Ajronda,Violet Line,26,24,2,G-01,0,0,Clear
2026-01-19,23:00,Monday,Shastri Park,Red Line,60,58,2,G-03,0,0,Foggy
2026-01-16,10:30,Friday,Patel Chowk,Yellow Line,123,123,0,G-07,1,0,Rainy
2026-01-23,18:45,Friday,Shastri Park,Red Line,163,135,28,G-04,1,0,Clear
2026-01-05,22:30,Monday,Mundka,Green Line,26,26,0,G-01,0,0,Foggy
2026-01-12,10:30,Monday,Jama Masjid,Violet Line,97,79,18,G-06,1,0,Foggy
2026-01-20,19:30,Tuesday,Kailash Colony,Violet Line,215,180,35,G-01,1,0,Cloudy
2026-01-30,11:15,Friday,Malviya Nagar,Yellow Line,84,77,7,G-03,0,0,Clear
2026-02-17,06:15,Tuesday,IFFCO Chowk,Yellow Line,26,28,-2,G-07,0,0,Clear
2026-02-10,16:15,Tuesday,Malviya Nagar,Yellow Line,106,107,-1,G-02,0,0,Clear
2026-02-07,11:00,Saturday,Qutab Minar,Yellow Line,108,87,21,G-02,0,0,Smoggy
2026-02-13,09:45,Friday,ITO,Violet Line,130,137,-7,G-02,1,0,Smoggy
2026-02-19,16:00,Thursday,Old Faridabad,Violet Line,151,127,24,G-01,0,0,Smoggy
2026-02-07,13:00,Saturday,Rajendra Place,Blue Line,143,97,46,G-05,0,0,Rainy
2026-02-07,08:00,Saturday,Pratap Nagar,Red Line,79,78,1,G-07,1,0,Rainy
2026-01-05,09:00,Monday,Guru Dronacharya,Yellow Line,211,208,3,G-03,1,0,Foggy
2026-02-04,18:00,Wednesday,Harkesh Nagar Okhla,Violet Line,269,203,66,G-02,1,0,Rainy
2026-01-28,10:30,Wednesday,Dwarka Sector 21,Blue Line,452,407,45,G-04,1,0,Cloudy
2026-01-21,05:45,Wednesday,Noida City Centre,Blue Line,176,117,59,G-04,0,0,Clear
2026-01-17,19:30,Saturday,Kohat Enclave,Red Line,195,124,71,G-01,1,0,Cloudy
2026-02-11,18:00,Wednesday,Race Course,Yellow Line,269,209,60,G-01,1,0,Clear
2026-02-02,11:15,Monday,Maharaja Surajmal Stadium,Green Line,115,102,13,G-04,0,0,Foggy
2026-01-18,13:45,Sunday,Arjan Garh,Yellow Line,26,29,-3,G-03,0,1,Foggy
2026-02-01,14:00,Sunday,Yamuna Bank,Blue Line,70,55,15,G-04,0,1,Cloudy
2026-02-26,23:00,Thursday,Mohan Estate,Violet Line,30,21,9,G-03,0,1,Smoggy
2026-02-24,20:30,Tuesday,Hauz Khas,Yellow Line,434,445,-11,G-07,0,0,Rainy
2026-02-03,17:30,Tuesday,Jangpura,Violet Line,112,110,2,G-04,1,0,Cloudy
2026-02-07,18:45,Saturday,Tughlakabad,Violet Line,143,146,-3,G-07,1,0,Clear
2026-02-17,07:30,Tuesday,Chandni Chowk,Yellow Line,410,379,31,G-03,0,0,Clear
2026-02-02,09:00,Monday,Mewala Maharajpur,Violet Line,428,311,117,G-05,1,0,Clear
2026-02-24,17:30,Tuesday,Civil Lines,Yellow Line,104,121,-17,G-05,1,0,Cloudy
2026-01-29,15:15,Thursday,Uttam Nagar East,Blue Line,32,27,5,G-05,0,0,Cloudy
2026-01-08,07:00,Thursday,Paschim Vihar East,Green Line,117,119,-2,G-03,0,0,Foggy
2026-02-28,17:00,Saturday,Badkhal Mor,Violet Line,134,96,38,G-03,1,0,Clear
2026-01-01,23:45,Thursday,Old Faridabad,Violet Line,22,17,5,G-05,0,0,Cloudy
2026-01-23,12:30,Friday,Udyog Nagar,Green Line,75,72,3,G-06,0,0,Foggy
2026-02-22,05:00,Sunday,Mandi House,Blue Line,85,75,10,G-01,0,1,Foggy
2026-01-26,22:15,Monday,Badkhal Mor,Violet Line,26,24,2,G-04,0,1,Foggy
2026-02-06,09:00,Friday,Badarpur Border,Violet Line,185,185,0,G-04,1,0,Clear
2026-01-14,23:00,Wednesday,INA,Yellow Line,23,19,4,G-01,0,0,Cloudy
2026-01-19,23:30,Monday,NHPC Chowk,Violet Line,70,55,15,G-05,0,0,Smoggy
2026-01-26,12:00,Monday,Jangpura,Violet Line,29,23,6,G-06,0,1,Clear
2026-02-07,11:30,Saturday,Janakpuri West,Blue Line,314,244,70,G-04,0,0,Rainy
2026-01-06,20:00,Tuesday,Nangloi Railway Station,Green Line,146,117,29,G-03,0,0,Foggy
2026-01-26,08:30,Monday,Seelampur,Red Line,19,19,0,G-04,1,1,Clear
2026-01-04,07:30,Sunday,Janpath,Violet Line,32,20,12,G-01,0,1,Clear
2026-02-01,10:30,Sunday,INA,Yellow Line,44,49,-5,G-06,1,1,Clear
2026-01-18,08:00,Sunday,Dwarka,Blue Line,38,43,-5,G-02,1,1,Cloudy
2026-01-19,10:45,Monday,Rithala,Red Line,259,191,68,G-05,1,0,Clear
2026-01-16,21:30,Friday,Malviya Nagar,Yellow Line,30,33,-3,G-02,0,0,Foggy
2026-01-27,12:15,Tuesday,Neelam Chowk Ajronda,Violet Line,122,134,-12,G-06,0,0,Foggy
2026-01-20,20:45,Tuesday,Dwarka Sector 8,Blue Line,84,79,5,G-01,0,0,Foggy
2026-01-30,09:00,Friday,Bata Chowk,Violet Line,155,96,59,G-07,1,0,Foggy
2026-01-26,06:15,Monday,Satguru Ram Singh Marg,Green Line,23,21,2,G-01,0,1,Foggy
2026-02-08,18:45,Sunday,Pitampura,Red Line,24,20,4,G-04,1,1,Foggy
2026-02-14,13:45,Saturday,Lal Quila,Violet Line,126,131,-5,G-06,0,0,Smoggy
2026-02-09,10:15,Monday,Noida Sector 16,Blue Line,229,212,17,G-06,1,0,Cloudy
2026-01-29,23:15,Thursday,Mewala Maharajpur,Violet Line,61,57,4,G-03,0,0,Rainy
2026-01-19,19:30,Monday,Noida Sector 15,Blue Line,255,237,18,G-06,1,0,Smoggy
2026-02-22,08:15,Sunday,Dwarka Sector 21,Blue Line,86,62,24,G-02,1,1,Foggy
2026-01-22,17:45,Thursday,Lajpat Nagar,Violet Line,583,762,-179,G-01,1,0,Rainy
2026-02-25,18:30,Wednesday,NHPC Chowk,Violet Line,176,151,25,G-02,1,0,Clear
2026-02-26,05:15,Thursday,IFFCO Chowk,Yellow Line,33,29,4,G-06,0,1,Foggy
2026-01-01,19:45,Thursday,Paschim Vihar West,Green Line,258,267,-9,G-05,1,0,Rainy
2026-01-18,13:15,Sunday,Tughlakabad,Violet Line,30,34,-4,G-04,0,1,Clear
2026-01-15,19:45,Thursday,Nehru Place,Violet Line,284,317,-33,G-04,1,0,Clear
2026-01-24,19:45,Saturday,Inderlok,Red Line,245,200,45,G-03,1,0,Smoggy
2026-01-01,06:15,Thursday,Badkhal Mor,Violet Line,25,20,5,G-01,0,0,Clear
2026-01-16,16:00,Friday,Vishwavidyalaya,Yellow Line,253,246,7,G-01,0,0,Cloudy
2026-01-18,17:15,Sunday,Tis Hazari,Red Line,17,21,-4,G-02,1,1,Foggy
2026-02-15,13:15,Sunday,Guru Dronacharya,Yellow Line,27,28,-1,G-03,0,1,Clear
2026-02-13,17:00,Friday,Satguru Ram Singh Marg,Green Line,214,177,37,G-05,1,0,Clear
2026-02-13,10:00,Friday,Noida Sector 15,Blue Line,273,263,10,G-04,1,0,Clear
2026-01-08,11:15,Thursday,Kailash Colony,Violet Line,119,98,21,G-03,0,0,Cloudy
2026-01-23,05:15,Friday,Yamuna Bank,Blue Line,67,70,-3,G-02,0,0,Cloudy
2026-01-07,21:30,Wednesday,Mohan Estate,Violet Line,30,33,-3,G-05,0,0,Rainy
2026-01-02,17:15,Friday,Netaji Subhash Place,Red Line,220,241,-21,G-02,1,0,Rainy
2026-01-27,05:15,Tuesday,Samaypur Badli,Yellow Line,37,28,9,G-01,0,0,Rainy
2026-01-22,20:45,Thursday,Janpath,Violet Line,109,94,15,G-03,0,0,Clear
2026-02-11,09:45,Wednesday,Sarita Vihar,Violet Line,208,193,15,G-03,1,0,Clear
2026-01-06,10:00,Tuesday,Sikanderpur,Yellow Line,369,285,84,G-02,1,0,Smoggy
2026-02-09,09:00,Monday,Pragati Maidan,Blue Line,146,132,14,G-07,1,0,Foggy
2026-01-15,19:00,Thursday,Jama Masjid,Violet Line,169,176,-7,G-02,1,0,Smoggy
2026-01-23,13:30,Friday,Dwarka Sector 21,Blue Line,228,264,-36,G-05,0,0,Foggy
2026-02-16,23:30,Monday,Janpath,Violet Line,28,31,-3,G-06,0,0,Foggy
2026-01-02,23:30,Friday,Kohat Enclave,Red Line,42,35,7,G-05,0,0,Rainy
2026-02-27,20:00,Friday,Udyog Nagar,Green Line,72,63,9,G-07,0,0,Clear
2026-02-17,13:00,Tuesday,Sultanpur,Yellow Line,88,97,-9,G-07,0,0,Clear
2026-01-21,18:30,Wednesday,Nangloi,Green Line,245,194,51,G-05,1,0,Smoggy
2026-01-22,21:00,Thursday,Maharaja Surajmal Stadium,Green Line,55,61,-6,G-06,0,0,Cloudy
2026-01-20,05:00,Tuesday,Lajpat Nagar,Violet Line,72,81,-9,G-07,0,0,Clear
2026-02-19,23:00,Thursday,Shastri Park,Red Line,20,22,-2,G-05,0,0,Rainy
2026-02-06,10:45,Friday,Udyog Bhawan,Yellow Line,129,118,11,G-04,1,0,Clear
2026-01-17,08:00,Saturday,Moti Nagar,Blue Line,276,236,40,G-06,1,0,Foggy
2026-01-24,18:15,Saturday,Nangloi Railway Station,Green Line,235,160,75,G-05,1,0,Cloudy
2026-01-08,15:45,Thursday,Lal Quila,Violet Line,26,20,6,G-06,0,0,Clear
2026-01-07,12:45,Wednesday,New Delhi,Yellow Line,366,323,43,G-05,0,0,Clear
2026-02-05,06:15,Thursday,Rithala,Red Line,28,24,4,G-07,0,0,Foggy
2026-02-05,16:30,Thursday,Lajpat Nagar,Violet Line,174,174,0,G-02,0,0,Clear
2026-01-02,23:00,Friday,Vishwavidyalaya,Yellow Line,105,93,12,G-04,0,0,Smoggy
2026-01-07,20:30,Wednesday,ITO,Violet Line,78,68,10,G-06,0,0,Clear
2026-02-05,10:45,Thursday,Civil Lines,Yellow Line,220,246,-26,G-06,1,0,Smoggy
2026-01-26,06:45,Monday,Rajiv Chowk,Blue Line,156,150,6,G-07,0,1,Cloudy
2026-02-12,09:00,Thursday,Hauz Khas,Yellow Line,783,616,167,G-06,1,0,Smoggy
2026-02-07,11:15,Saturday,JLN Stadium,Violet Line,79,82,-3,G-07,0,0,Cloudy
2026-01-08,10:30,Thursday,Ramesh Nagar,Blue Line,170,132,38,G-07,1,0,Clear
2026-02-21,05:15,Saturday,Noida Sector 16,Blue Line,37,34,3,G-06,0,0,Clear
2026-02-16,05:00,Monday,Pratap Nagar,Red Line,51,48,3,G-01,0,0,Foggy
2026-01-13,12:15,Tuesday,Dwarka Sector 8,Blue Line,85,81,4,G-05,0,0,Cloudy
2026-01-16,13:45,Friday,Seelampur,Red Line,82,85,-3,G-05,0,0,Foggy
2026-01-19,07:30,Monday,Jor Bagh,Yellow Line,59,50,9,G-04,0,0,Cloudy
2026-01-17,15:00,Saturday,Tis Hazari,Red Line,29,22,7,G-05,0,0,Clear
2026-02-11,17:30,Wednesday,Peeragarhi,Green Line,265,258,7,G-03,1,0,Clear
2026-02-12,13:00,Thursday,Raja Nahar Singh,Violet Line,112,121,-9,G-03,0,0,Cloudy
2026-02-24,17:30,Tuesday,Saket,Yellow Line,133,125,8,G-01,1,0,Foggy
2026-01-18,09:45,Sunday,AIIMS,Yellow Line,18,17,1,G-07,1,1,Foggy
2026-02-05,15:30,Thursday,Delhi Gate,Violet Line,19,16,3,G-01,0,0,Cloudy
2026-01-23,22:45,Friday,Noida City Centre,Blue Line,63,104,-41,G-07,0,0,Cloudy
2026-02-20,07:45,Friday,Raja Nahar Singh,Violet Line,113,97,16,G-05,0,0,Cloudy
2026-01-10,14:45,Saturday,Tughlakabad,Violet Line,48,33,15,G-02,0,0,Clear
2026-01-21,18:00,Wednesday,Civil Lines,Yellow Line,309,334,-25,G-05,1,0,Foggy
2026-02-16,05:15,Monday,Punjabi Bagh,Green Line,42,30,12,G-06,0,0,Cloudy
2026-02-17,20:30,Tuesday,Janpath,Violet Line,66,64,2,G-05,0,0,Foggy
2026-02-03,05:00,Tuesday,Lal Quila,Violet Line,40,37,3,G-07,0,0,Clear
2026-02-26,16:00,Thursday,Central Secretariat,Yellow Line,71,48,23,G-06,0,1,Cloudy
2026-02-26,11:00,Thursday,Sultanpur,Yellow Line,25,23,2,G-03,0,1,Foggy
2026-01-04,17:45,Sunday,Kirti Nagar,Blue Line,29,21,8,G-01,1,1,Clear
2026-01-13,05:45,Tuesday,Noida City Centre,Blue Line,46,45,1,G-07,0,0,Clear
2026-01-27,23:30,Tuesday,Chawri Bazar,Yellow Line,33,33,0,G-06,0,0,Cloudy
2026-02-22,17:15,Sunday,Khan Market,Violet Line,29,31,-2,G-04,1,1,Rainy
2026-02-05,17:45,Thursday,Lal Quila,Violet Line,113,134,-21,G-01,1,0,Cloudy
2026-02-27,08:45,Friday,Dwarka Sector 21,Blue Line,397,325,72,G-01,1,0,Rainy
2026-01-14,05:00,Wednesday,Dwarka Sector 21,Blue Line,34,40,-6,G-03,0,0,Cloudy
2026-01-10,21:45,Saturday,Pratap Nagar,Red Line,30,22,8,G-01,0,0,Clear
2026-01-19,08:00,Monday,Jor Bagh,Yellow Line,173,196,-23,G-01,1,0,Clear
2026-02-26,06:00,Thursday,Rohini Sector 18,Yellow Line,30,34,-4,G-05,0,1,Smoggy
2026-02-06,17:30,Friday,Inderlok,Red Line,135,127,8,G-02,1,0,Cloudy
2026-02-28,08:30,Saturday,Patel Chowk,Yellow Line,353,255,98,G-04,1,0,Clear
2026-02-03,09:30,Tuesday,Karol Bagh,Blue Line,450,414,36,G-04,1,0,Cloudy
2026-02-23,09:15,Monday,Nangloi,Green Line,116,122,-6,G-02,1,0,Rainy
2026-01-11,13:45,Sunday,Govindpuri,Violet Line,20,20,0,G-05,0,1,Cloudy
2026-02-15,19:45,Sunday,Kanhaiya Nagar,Red Line,33,31,2,G-03,1,1,Foggy
2026-01-31,14:15,Saturday,Moolchand,Violet Line,32,34,-2,G-04,0,0,Foggy
2026-01-11,05:30,Sunday,Kashmere Gate,Yellow Line,162,135,27,G-06,0,1,Clear
2026-02-06,13:30,Friday,Netaji Subhash Place,Red Line,104,94,10,G-02,0,0,Clear
2026-01-03,18:15,Saturday,Seelampur,Red Line,190,190,0,G-01,1,0,Foggy
2026-01-13,14:30,Tuesday,Moolchand,Violet Line,35,28,7,G-03,0,0,Clear
2026-01-09,22:15,Friday,Maharaja Surajmal Stadium,Green Line,15,16,-1,G-02,0,0,Foggy
2026-02-25,09:45,Wednesday,Lal Quila,Violet Line,237,209,28,G-01,1,0,Foggy
2026-02-02,14:15,Monday,Shahdara,Red Line,37,45,-8,G-02,0,0,Cloudy
2026-01-04,13:30,Sunday,New Delhi,Yellow Line,139,91,48,G-06,0,1,Cloudy
2026-02-13,11:45,Friday,AIIMS,Yellow Line,77,64,13,G-02,0,0,Clear
2026-02-21,13:00,Saturday,Jama Masjid,Violet Line,141,124,17,G-06,0,0,Cloudy
2026-01-04,18:15,Sunday,Patel Chowk,Yellow Line,26,22,4,G-05,1,1,Smoggy
2026-02-04,23:45,Wednesday,Rajendra Place,Blue Line,60,63,-3,G-06,0,0,Clear
2026-02-27,12:45,Friday,Tis Hazari,Red Line,97,87,10,G-05,0,0,Clear
2026-01-24,09:15,Saturday,Yamuna Bank,Blue Line,289,270,19,G-04,1,0,Foggy
2026-01-13,17:45,Tuesday,Uttam Nagar East,Blue Line,291,268,23,G-04,1,0,Cloudy
2026-01-05,22:30,Monday,Pragati Maidan,Blue Line,50,42,8,G-02,0,0,Smoggy
2026-02-02,09:30,Monday,Harkesh Nagar Okhla,Violet Line,104,121,-17,G-06,1,0,Foggy
2026-02-16,21:45,Monday,Ramesh Nagar,Blue Line,18,14,4,G-04,0,0,Smoggy
2026-02-09,23:45,Monday,Shastri Park,Red Line,29,28,1,G-05,0,0,Smoggy
2026-01-24,09:30,Saturday,Inderlok,Red Line,317,280,37,G-04,1,0,Foggy
2026-02-23,08:15,Monday,Karol Bagh,Blue Line,574,587,-13,G-05,1,0,Cloudy
2026-02-17,18:00,Tuesday,Maharaja Surajmal Stadium,Green Line,217,211,6,G-04,1,0,Clear
2026-01-09,08:15,Friday,Azadpur,Yellow Line,312,374,-62,G-02,1,0,Rainy
2026-01-21,13:00,Wednesday,Rohini Sector 18,Yellow Line,107,86,21,G-05,0,0,Smoggy
2026-01-05,22:45,Monday,Noida Sector 15,Blue Line,52,53,-1,G-06,0,0,Foggy
2026-02-20,13:30,Friday,Noida Sector 16,Blue Line,69,59,10,G-06,0,0,Rainy
2026-01-03,20:30,Saturday,Peeragarhi,Green Line,96,102,-6,G-05,0,0,Foggy
2026-02-23,17:30,Monday,Kirti Nagar,Blue Line,143,127,16,G-05,1,0,Foggy
2026-02-14,16:45,Saturday,Jahangirpuri,Yellow Line,121,134,-13,G-07,0,0,Rainy
2026-01-13,15:30,Tuesday,Patel Chowk,Yellow Line,30,25,5,G-02,0,0,Clear
2026-02-01,12:15,Sunday,Dwarka Sector 8,Blue Line,33,45,-12,G-04,0,1,Smoggy
2026-02-10,13:45,Tuesday,Chhattarpur,Yellow Line,80,107,-27,G-04,0,0,Clear
2026-02-09,12:00,Monday,Udyog Bhawan,Yellow Line,87,88,-1,G-02,0,0,Cloudy
2026-02-27,06:30,Friday,Vidhan Sabha,Yellow Line,60,44,16,G-01,0,0,Smoggy
2026-01-06,22:30,Tuesday,Chandni Chowk,Yellow Line,194,144,50,G-04,0,0,Cloudy
2026-01-05,18:00,Monday,Delhi Gate,Violet Line,209,159,50,G-05,1,0,Clear
2026-01-26,07:30,Monday,Ashok Park Main,Green Line,44,43,1,G-05,0,1,Clear
2026-01-12,16:00,Monday,Hauz Khas,Yellow Line,324,402,-78,G-06,0,0,Clear
2026-01-11,19:45,Sunday,Jor Bagh,Yellow Line,45,36,9,G-02,1,1,Cloudy
2026-01-22,08:45,Thursday,Sultanpur,Yellow Line,279,223,56,G-01,1,0,Cloudy
2026-01-01,06:00,Thursday,Mewala Maharajpur,Violet Line,32,30,2,G-03,0,0,Clear
2026-02-16,20:00,Monday,Rajdhani Park,Green Line,126,129,-3,G-03,0,0,Clear
2026-01-02,18:45,Friday,Tis Hazari,Red Line,143,128,15,G-05,1,0,Rainy
2026-02-03,07:45,Tuesday,Neelam Chowk Ajronda,Violet Line,71,58,13,G-05,0,0,Foggy
2026-01-25,06:15,Sunday,AIIMS,Yellow Line,36,29,7,G-01,0,1,Cloudy
