date,time,day,train_id,line,station,coach_number,capacity,passenger_count,occupancy_percent,crowd_level,is_peak_hour,is_holiday,weather
2026-01-27,20:45,Tuesday,DMT-V017,Red Line,Rohini West,8,300,155,51.9,Medium,0,0,Clear
2026-01-21,19:25,Wednesday,DMT-V018,Green Line,Udyog Nagar,4,350,394,112.6,Overcrowded,1,0,Clear
2026-01-05,14:15,Monday,DMT-G004,Red Line,Inderlok,7,320,43,13.7,Low,0,0,Rainy
2026-02-26,11:35,Thursday,DMT-V006,Yellow Line,Samaypur Badli,4,300,53,17.8,Low,0,1,Clear
2026-01-15,16:20,Thursday,DMT-G018,Yellow Line,Samaypur Badli,1,300,169,56.5,Medium,0,0,Clear
2026-02-16,17:35,Monday,DMT-Y021,Blue Line,Noida City Centre,2,350,274,78.3,Medium,1,0,Foggy
2026-02-22,15:45,Sunday,DMT-Y009,Violet Line,Central Secretariat,2,320,49,15.5,Low,0,1,Smoggy
2026-01-10,22:30,Saturday,DMT-R019,Blue Line,Kirti Nagar,8,320,27,8.6,Low,0,0,Cloudy
2026-01-14,10:50,Wednesday,DMT-G019,Red Line,Inderlok,2,320,189,59.2,Medium,1,0,Clear
2026-01-26,20:40,Monday,DMT-V023,Yellow Line,AIIMS,3,300,43,14.6,Low,0,1,Clear
2026-02-09,14:45,Monday,DMT-R020,Violet Line,Badkhal Mor,3,350,53,15.3,Low,0,0,Clear
2026-02-22,11:20,Sunday,DMT-R006,Violet Line,Mewala Maharajpur,3,350,55,15.9,Low,0,1,Clear
2026-01-12,12:35,Monday,DMT-B016,Red Line,Inderlok,5,350,215,61.7,Medium,0,0,Clear
2026-02-24,09:45,Tuesday,DMT-V013,Violet Line,Raja Nahar Singh,4,350,283,81.0,High,1,0,Cloudy
2026-01-23,23:45,Friday,DMT-V017,Yellow Line,Race Course,2,350,60,17.2,Low,0,0,Cloudy
2026-02-26,14:20,Thursday,DMT-R012,Violet Line,ITO,8,320,71,22.4,Low,0,1,Rainy
2026-01-18,16:50,Sunday,DMT-V025,Green Line,Rajdhani Park,8,320,57,18.1,Low,0,1,Clear
2026-02-28,13:25,Saturday,DMT-B025,Red Line,Welcome,3,320,219,68.6,Medium,0,0,Smoggy
2026-01-23,18:40,Friday,DMT-G001,Yellow Line,MG Road,8,340,322,94.8,High,1,0,Smoggy
2026-02-05,08:30,Thursday,DMT-R001,Violet Line,Lal Quila,4,320,282,88.4,High,1,0,Clear
2026-01-25,08:45,Sunday,DMT-R021,Red Line,Pitampura,6,340,81,24.0,Low,1,1,Foggy
2026-01-20,20:30,Tuesday,DMT-V005,Blue Line,Uttam Nagar East,2,340,198,58.3,Medium,0,0,Cloudy
2026-02-04,13:30,Wednesday,DMT-B024,Red Line,Pitampura,2,340,181,53.2,Medium,0,0,Clear
2026-02-13,09:40,Friday,DMT-G025,Green Line,Nangloi Railway Station,8,320,264,82.5,High,1,0,Foggy
2026-01-27,16:05,Tuesday,DMT-B010,Yellow Line,HUDA City Centre,4,350,161,46.2,Low,0,0,Rainy
2026-01-05,21:15,Monday,DMT-G020,Red Line,Inderlok,6,320,63,19.8,Low,0,0,Rainy
2026-01-24,21:15,Saturday,DMT-B016,Yellow Line,Qutab Minar,7,350,35,10.2,Low,0,0,Clear
2026-01-07,09:05,Wednesday,DMT-Y012,Blue Line,Rajiv Chowk,4,350,213,61.0,Medium,1,0,Foggy
2026-01-24,17:50,Saturday,DMT-V005,Red Line,Shahdara,3,350,278,79.6,Medium,1,0,Rainy
2026-02-15,08:00,Sunday,DMT-V018,Red Line,Pitampura,7,340,59,17.6,Low,1,1,Clear
2026-02-03,12:00,Tuesday,DMT-G019,Violet Line,JLN Stadium,8,350,116,33.2,Low,0,0,Foggy
2026-01-11,05:20,Sunday,DMT-V002,Green Line,Nangloi Railway Station,2,340,71,20.9,Low,0,1,Cloudy
2026-02-27,20:15,Friday,DMT-Y008,Red Line,Kohat Enclave,1,340,218,64.1,Medium,0,0,Foggy
2026-02-08,05:15,Sunday,DMT-Y001,Green Line,Paschim Vihar West,6,340,44,13.1,Low,0,1,Foggy
2026-01-09,08:05,Friday,DMT-V009,Red Line,Dilshad Garden,3,300,189,63.2,Medium,1,0,Clear
2026-01-10,07:30,Saturday,DMT-Y009,Red Line,Shastri Nagar,7,300,120,40.0,Low,0,0,Clear
2026-02-06,23:50,Friday,DMT-Y022,Violet Line,Lal Quila,6,340,63,18.6,Low,0,0,Cloudy
2026-01-06,06:40,Tuesday,DMT-G003,Violet Line,JLN Stadium,8,340,77,22.9,Low,0,0,Smoggy
2026-01-20,15:20,Tuesday,DMT-R022,Violet Line,Govindpuri,5,350,73,20.9,Low,0,0,Smoggy
2026-01-02,07:05,Friday,DMT-R006,Blue Line,Rajiv Chowk,3,350,233,66.8,Medium,0,0,Foggy
2026-02-04,16:05,Wednesday,DMT-R003,Violet Line,NHPC Chowk,1,320,113,35.5,Low,0,0,Foggy
2026-01-30,11:40,Friday,DMT-V011,Violet Line,Sarita Vihar,6,320,188,58.8,Medium,0,0,Foggy
2026-02-22,18:30,Sunday,DMT-B006,Green Line,Kirti Nagar,1,300,37,12.4,Low,1,1,Foggy
2026-02-22,14:30,Sunday,DMT-R019,Red Line,Netaji Subhash Place,3,300,35,11.7,Low,0,1,Clear
2026-01-11,06:35,Sunday,DMT-G012,Red Line,Pitampura,7,350,67,19.4,Low,0,1,Cloudy
2026-01-04,23:55,Sunday,DMT-B018,Violet Line,Mohan Estate,7,350,65,18.8,Low,0,1,Clear
2026-02-14,21:00,Saturday,DMT-G023,Red Line,Rohini East,1,340,98,29.0,Low,0,0,Cloudy
2026-01-28,08:40,Wednesday,DMT-R019,Red Line,Tis Hazari,5,340,408,120.0,Overcrowded,1,0,Foggy
2026-02-12,08:30,Thursday,DMT-R012,Green Line,Udyog Nagar,4,320,249,78.0,Medium,1,0,Smoggy
2026-02-08,09:00,Sunday,DMT-Y021,Blue Line,Janakpuri West,7,300,70,23.7,Low,1,1,Foggy
2026-02-24,10:15,Tuesday,DMT-G017,Red Line,Shastri Park,6,350,388,110.9,Overcrowded,1,0,Foggy
2026-02-11,20:25,Wednesday,DMT-R006,Yellow Line,Malviya Nagar,6,340,145,42.8,Low,0,0,Clear
2026-01-05,10:20,Monday,DMT-R001,Blue Line,Indraprastha,4,300,360,120.0,Overcrowded,1,0,Clear
2026-01-30,06:40,Friday,DMT-G006,Red Line,Netaji Subhash Place,6,350,41,11.8,Low,0,0,Clear
2026-02-20,11:45,Friday,DMT-B024,Violet Line,Janpath,1,340,168,49.5,Low,0,0,Smoggy
2026-02-07,18:20,Saturday,DMT-V006,Blue Line,Kirti Nagar,7,300,360,120.0,Overcrowded,1,0,Foggy
2026-01-02,08:50,Friday,DMT-R010,Red Line,Inderlok,3,300,360,120.0,Overcrowded,1,0,Foggy
2026-01-16,13:15,Friday,DMT-R015,Green Line,Udyog Nagar,7,350,206,59.0,Medium,0,0,Cloudy
2026-02-21,09:05,Saturday,DMT-Y006,Green Line,Satguru Ram Singh Marg,2,340,248,73.1,Medium,1,0,Cloudy
2026-02-28,17:45,Saturday,DMT-Y012,Blue Line,Rajouri Garden,8,300,360,120.0,Overcrowded,1,0,Cloudy
2026-02-02,09:25,Monday,DMT-G006,Red Line,Welcome,2,320,384,120.0,Overcrowded,1,0,Foggy
2026-02-15,06:55,Sunday,DMT-G011,Yellow Line,Haiderpur Badli Mor,7,340,78,23.2,Low,0,1,Foggy
2026-01-02,09:30,Friday,DMT-V016,Green Line,Ashok Park Main,3,340,330,97.1,High,1,0,Clear
2026-01-27,18:20,Tuesday,DMT-R001,Green Line,Nangloi Railway Station,3,340,371,109.2,Overcrowded,1,0,Clear
2026-02-25,21:15,Wednesday,DMT-B001,Green Line,Mundka,4,340,86,25.6,Low,0,0,Smoggy
2026-02-10,12:20,Tuesday,DMT-V003,Violet Line,Badkhal Mor,2,320,182,56.9,Medium,0,0,Rainy
2026-02-02,15:30,Monday,DMT-V009,Red Line,Rohini West,8,300,31,10.5,Low,0,0,Foggy
2026-01-20,17:50,Tuesday,DMT-G004,Violet Line,JLN Stadium,3,300,196,65.5,Medium,1,0,Rainy
2026-01-20,06:20,Tuesday,DMT-R001,Yellow Line,Patel Chowk,4,320,31,9.9,Low,0,0,Rainy
2026-02-07,08:50,Saturday,DMT-R024,Yellow Line,Chawri Bazar,6,340,408,120.0,Overcrowded,1,0,Foggy
2026-02-21,12:55,Saturday,DMT-B008,Yellow Line,Civil Lines,2,300,135,45.3,Low,0,0,Cloudy
2026-01-09,08:10,Friday,DMT-V002,Red Line,Kohat Enclave,1,300,247,82.6,High,1,0,Rainy
2026-01-28,12:20,Wednesday,DMT-G016,Green Line,Rajdhani Park,2,350,267,76.3,Medium,0,0,Clear
2026-02-23,22:20,Monday,DMT-R021,Blue Line,Kirti Nagar,8,320,43,13.4,Low,0,0,Cloudy
2026-02-14,22:45,Saturday,DMT-Y022,Yellow Line,Chhattarpur,1,340,76,22.6,Low,0,0,Foggy
2026-02-10,13:55,Tuesday,DMT-V011,Violet Line,Mewala Maharajpur,4,350,204,58.3,Medium,0,0,Clear
2026-02-20,11:45,Friday,DMT-V021,Violet Line,ITO,5,340,157,46.3,Low,0,0,Smoggy
2026-01-16,14:00,Friday,DMT-B017,Blue Line,Pragati Maidan,7,320,68,21.3,Low,0,0,Clear
2026-01-26,11:00,Monday,DMT-R008,Red Line,Keshav Puram,2,350,65,18.8,Low,0,1,Cloudy
2026-01-20,05:35,Tuesday,DMT-G018,Yellow Line,INA,1,340,47,14.0,Low,0,0,Foggy
2026-02-06,06:35,Friday,DMT-R024,Blue Line,Noida Sector 16,6,320,105,33.1,Low,0,0,Foggy
2026-02-04,22:20,Wednesday,DMT-Y003,Red Line,Pulbangash,4,320,67,21.1,Low,0,0,Foggy
2026-01-19,16:40,Monday,DMT-R001,Green Line,Nangloi Railway Station,5,350,93,26.6,Low,0,0,Foggy
2026-01-23,07:30,Friday,DMT-V007,Red Line,Pitampura,6,320,211,66.0,Medium,0,0,Foggy
2026-02-04,10:35,Wednesday,DMT-B025,Red Line,Pratap Nagar,8,320,384,120.0,Overcrowded,1,0,Smoggy
2026-01-28,11:05,Wednesday,DMT-G011,Red Line,Rohini West,3,350,245,70.0,Medium,0,0,Cloudy
2026-01-21,11:35,Wednesday,DMT-V015,Green Line,Udyog Nagar,8,340,204,60.2,Medium,0,0,Cloudy
2026-01-31,06:45,Saturday,DMT-G021,Yellow Line,Guru Dronacharya,6,320,58,18.4,Low,0,0,Clear
2026-01-19,08:00,Monday,DMT-V024,Yellow Line,Race Course,8,350,230,65.8,Medium,1,0,Cloudy
2026-01-11,11:30,Sunday,DMT-Y017,Red Line,Kanhaiya Nagar,8,300,32,10.7,Low,0,1,Cloudy
2026-01-17,12:55,Saturday,DMT-G003,Blue Line,Ramesh Nagar,5,340,144,42.6,Low,0,0,Clear
2026-02-14,08:35,Saturday,DMT-R001,Green Line,Ashok Park Main,5,340,355,104.6,Overcrowded,1,0,Foggy
2026-02-20,06:00,Friday,DMT-R008,Green Line,Shivaji Park,1,340,89,26.3,Low,0,0,Rainy
2026-01-22,09:05,Thursday,DMT-G019,Green Line,Paschim Vihar West,2,350,375,107.2,Overcrowded,1,0,Foggy
2026-02-25,16:30,Wednesday,DMT-V002,Violet Line,Kalkaji Mandir,3,300,178,59.4,Medium,0,0,Smoggy
2026-01-26,10:15,Monday,DMT-R018,Red Line,Netaji Subhash Place,4,300,51,17.1,Low,1,1,Smoggy
2026-02-28,23:55,Saturday,DMT-G023,Yellow Line,Patel Chowk,7,340,108,32.1,Low,0,0,Rainy
2026-01-15,05:55,Thursday,DMT-V010,Yellow Line,Qutab Minar,5,320,69,21.6,Low,0,0,Rainy
2026-01-20,15:35,Tuesday,DMT-R009,Green Line,Mundka,6,320,40,12.6,Low,0,0,Cloudy
2026-02-08,20:10,Sunday,DMT-B015,Green Line,Brigadier Hoshiar Singh,6,340,34,10.0,Low,0,1,Foggy
2026-01-25,17:30,Sunday,DMT-R018,Green Line,Punjabi Bagh,7,320,76,24.0,Low,1,1,Foggy
2026-02-23,14:15,Monday,DMT-B014,Yellow Line,Udyog Bhawan,6,300,59,19.7,Low,0,0,Rainy
2026-02-06,14:55,Friday,DMT-B007,Green Line,Udyog Nagar,7,340,52,15.4,Low,0,0,Foggy
2026-01-21,10:20,Wednesday,DMT-V016,Blue Line,Karol Bagh,2,320,384,120.0,Overcrowded,1,0,Clear
2026-02-16,05:15,Monday,DMT-Y006,Green Line,Kirti Nagar,2,320,101,31.8,Low,0,0,Foggy
2026-01-09,09:05,Friday,DMT-G013,Blue Line,Rajendra Place,4,340,249,73.4,Medium,1,0,Smoggy
2026-01-10,15:45,Saturday,DMT-Y016,Yellow Line,Azadpur,3,350,103,29.5,Low,0,0,Cloudy
2026-02-28,12:25,Saturday,DMT-G025,Violet Line,Lajpat Nagar,3,340,205,60.3,Medium,0,0,Smoggy
2026-02-07,20:30,Saturday,DMT-B020,Violet Line,Mohan Estate,8,350,164,46.9,Low,0,0,Smoggy
2026-01-29,10:10,Thursday,DMT-V014,Red Line,Pratap Nagar,8,320,285,89.3,High,1,0,Clear
2026-02-10,12:10,Tuesday,DMT-V017,Violet Line,Bata Chowk,4,320,154,48.4,Low,0,0,Cloudy
2026-02-06,07:25,Friday,DMT-G016,Green Line,Brigadier Hoshiar Singh,6,300,99,33.2,Low,0,0,Clear
2026-02-14,07:15,Saturday,DMT-Y004,Yellow Line,Udyog Bhawan,5,300,137,45.8,Low,0,0,Cloudy
2026-02-04,08:40,Wednesday,DMT-R004,Blue Line,Karol Bagh,2,320,266,83.3,High,1,0,Foggy
2026-01-19,22:05,Monday,DMT-R019,Yellow Line,HUDA City Centre,7,350,52,15.0,Low,0,0,Rainy
2026-01-16,16:10,Friday,DMT-B022,Blue Line,Noida City Centre,6,340,239,70.6,Medium,0,0,Cloudy
2026-01-22,18:15,Thursday,DMT-B024,Yellow Line,Green Park,2,340,408,120.0,Overcrowded,1,0,Rainy
2026-01-13,06:50,Tuesday,DMT-B016,Green Line,Kirti Nagar,3,340,116,34.2,Low,0,0,Clear
2026-02-22,05:10,Sunday,DMT-V012,Green Line,Nangloi,1,340,56,16.7,Low,0,1,Clear
2026-01-16,10:10,Friday,DMT-G008,Red Line,Rohini East,2,340,265,78.0,Medium,1,0,Cloudy
2026-01-11,18:10,Sunday,DMT-B006,Green Line,Peeragarhi,4,350,42,12.2,Low,1,1,Foggy
2026-02-10,09:45,Tuesday,DMT-V020,Yellow Line,Sultanpur,5,350,404,115.7,Overcrowded,1,0,Clear
2026-01-09,08:10,Friday,DMT-R013,Red Line,Kanhaiya Nagar,8,320,384,120.0,Overcrowded,1,0,Rainy
2026-02-21,16:35,Saturday,DMT-B001,Yellow Line,Vishwavidyalaya,7,340,134,39.6,Low,0,0,Foggy
2026-01-11,18:40,Sunday,DMT-V021,Green Line,Satguru Ram Singh Marg,2,350,79,22.7,Low,1,1,Clear
2026-01-24,15:05,Saturday,DMT-B008,Red Line,Pratap Nagar,4,340,105,31.1,Low,0,0,Foggy
2026-01-17,22:10,Saturday,DMT-Y022,Blue Line,Rajiv Chowk,4,340,90,26.5,Low,0,0,Clear
2026-01-25,23:30,Sunday,DMT-R015,Blue Line,Yamuna Bank,7,340,42,12.6,Low,0,1,Cloudy
2026-02-26,10:00,Thursday,DMT-Y025,Yellow Line,Arjan Garh,1,320,68,21.3,Low,1,1,Clear
2026-01-23,10:05,Friday,DMT-R013,Violet Line,Janpath,1,320,291,91.1,High,1,0,Foggy
2026-02-03,12:55,Tuesday,DMT-V009,Violet Line,Neelam Chowk Ajronda,1,300,105,35.2,Low,0,0,Cloudy
2026-02-12,09:50,Thursday,DMT-Y012,Red Line,Kashmere Gate,8,300,360,120.0,Overcrowded,1,0,Foggy
2026-02-28,09:15,Saturday,DMT-V020,Yellow Line,Chhattarpur,2,320,217,67.8,Medium,1,0,Foggy
2026-01-25,16:45,Sunday,DMT-R012,Green Line,Maharaja Surajmal Stadium,7,320,32,10.3,Low,0,1,Foggy
2026-01-02,08:40,Friday,DMT-Y017,Red Line,Shastri Park,8,300,346,115.3,Overcrowded,1,0,Foggy
2026-02-03,05:15,Tuesday,DMT-Y001,Blue Line,Rajendra Place,5,300,41,13.7,Low,0,0,Foggy
2026-02-21,14:40,Saturday,DMT-B009,Green Line,Madipur,6,300,67,22.7,Low,0,0,Clear
2026-02-20,12:55,Friday,DMT-Y017,Red Line,Shastri Nagar,2,340,231,68.2,Medium,0,0,Clear
2026-01-02,16:35,Friday,DMT-Y018,Violet Line,Badarpur Border,4,320,193,60.5,Medium,0,0,Cloudy
2026-01-18,07:45,Sunday,DMT-Y025,Red Line,Welcome,7,300,52,17.6,Low,0,1,Rainy
2026-02-02,05:20,Monday,DMT-V020,Yellow Line,Model Town,8,300,69,23.1,Low,0,0,Clear
2026-02-25,18:25,Wednesday,DMT-V002,Green Line,Udyog Nagar,6,300,230,76.8,Medium,1,0,Clear
2026-01-27,17:20,Tuesday,DMT-R004,Blue Line,Noida City Centre,6,300,360,120.0,Overcrowded,1,0,Foggy
2026-02-02,14:20,Monday,DMT-B008,Red Line,Pratap Nagar,7,340,65,19.4,Low,0,0,Cloudy
2026-01-05,09:30,Monday,DMT-G024,Green Line,Brigadier Hoshiar Singh,4,350,261,74.6,Medium,1,0,Foggy
2026-02-08,20:50,Sunday,DMT-V018,Violet Line,Govindpuri,6,340,58,17.3,Low,0,1,Foggy
2026-01-22,23:15,Thursday,DMT-R007,Yellow Line,Qutab Minar,1,320,64,20.2,Low,0,0,Clear
2026-01-23,21:20,Friday,DMT-V003,Blue Line,Karol Bagh,5,350,82,23.5,Low,0,0,Foggy
2026-02-03,11:20,Tuesday,DMT-G004,Green Line,Satguru Ram Singh Marg,1,350,100,28.7,Low,0,0,Foggy
2026-02-06,09:10,Friday,DMT-Y018,Red Line,Kanhaiya Nagar,2,340,294,86.6,High,1,0,Clear
2026-01-15,21:45,Thursday,DMT-R025,Violet Line,Delhi Gate,1,320,27,8.7,Low,0,0,Foggy
2026-01-22,13:05,Thursday,DMT-V013,Red Line,Tis Hazari,6,320,183,57.2,Medium,0,0,Cloudy
2026-01-13,19:05,Tuesday,DMT-G009,Green Line,Madipur,2,350,362,103.5,Overcrowded,1,0,Smoggy
2026-02-13,19:45,Friday,DMT-Y019,Violet Line,Sarita Vihar,6,300,360,120.0,Overcrowded,1,0,Foggy
2026-01-22,08:30,Thursday,DMT-R022,Green Line,Kirti Nagar,4,300,229,76.6,Medium,1,0,Cloudy
2026-01-26,17:35,Monday,DMT-B012,Blue Line,Mandi House,6,300,44,14.8,Low,1,1,Rainy
2026-01-26,08:50,Monday,DMT-B025,Blue Line,Pragati Maidan,7,340,54,16.2,Low,1,1,Rainy
2026-02-17,05:20,Tuesday,DMT-G019,Green Line,Brigadier Hoshiar Singh,4,320,80,25.0,Low,0,0,Clear
2026-02-08,13:10,Sunday,DMT-Y022,Blue Line,Mandi House,4,320,66,20.8,Low,0,1,Clear
2026-02-01,13:25,Sunday,DMT-Y014,Yellow Line,Malviya Nagar,8,320,42,13.3,Low,0,1,Clear
2026-01-31,23:55,Saturday,DMT-R006,Yellow Line,Chawri Bazar,5,300,50,17.0,Low,0,0,Cloudy
2026-02-11,08:25,Wednesday,DMT-Y019,Violet Line,Kailash Colony,5,320,384,120.0,Overcrowded,1,0,Cloudy
2026-01-24,19:10,Saturday,DMT-R014,Yellow Line,Kashmere Gate,7,340,260,76.7,Medium,1,0,Clear
2026-02-27,13:50,Friday,DMT-V001,Violet Line,Harkesh Nagar Okhla,3,350,161,46.2,Low,0,0,Cloudy
2026-01-30,20:20,Friday,DMT-G015,Green Line,Nangloi,3,350,237,68.0,Medium,0,0,Smoggy
2026-02-28,05:05,Saturday,DMT-B008,Violet Line,Kailash Colony,1,340,62,18.4,Low,0,0,Foggy
2026-02-14,08:15,Saturday,DMT-B022,Violet Line,Sarita Vihar,3,320,321,100.3,Overcrowded,1,0,Cloudy
2026-02-01,21:45,Sunday,DMT-G018,Yellow Line,Malviya Nagar,2,300,37,12.6,Low,0,1,Cloudy
2026-02-16,22:05,Monday,DMT-R002,Violet Line,Sector 28,6,300,38,12.7,Low,0,0,Foggy
2026-01-13,22:05,Tuesday,DMT-Y003,Green Line,Mundka,2,300,31,10.6,Low,0,0,Clear
2026-02-13,21:25,Friday,DMT-Y023,Blue Line,Noida Sector 16,2,340,51,15.1,Low,0,0,Smoggy
2026-02-23,07:15,Monday,DMT-Y010,Green Line,Madipur,8,350,201,57.4,Medium,0,0,Smoggy
2026-02-13,13:05,Friday,DMT-B016,Red Line,Shastri Nagar,1,340,131,38.6,Low,0,0,Clear
2026-02-05,23:30,Thursday,DMT-B002,Blue Line,Rajendra Place,6,350,49,14.1,Low,0,0,Cloudy
2026-01-15,07:15,Thursday,DMT-R014,Violet Line,Harkesh Nagar Okhla,6,320,89,28.1,Low,0,0,Smoggy
2026-01-28,17:50,Wednesday,DMT-Y005,Violet Line,Sarita Vihar,2,340,312,91.9,High,1,0,Cloudy
2026-01-04,11:45,Sunday,DMT-R003,Blue Line,Indraprastha,7,320,76,23.9,Low,0,1,Clear
2026-01-15,06:55,Thursday,DMT-R013,Green Line,Mundka,1,320,44,14.0,Low,0,0,Clear
2026-02-19,13:40,Thursday,DMT-V008,Blue Line,Janakpuri West,5,320,155,48.6,Low,0,0,Cloudy
2026-02-26,10:30,Thursday,DMT-G010,Red Line,Dilshad Garden,5,340,45,13.5,Low,1,1,Foggy
2026-01-09,07:00,Friday,DMT-R012,Violet Line,Delhi Gate,5,320,236,73.8,Medium,0,0,Smoggy
2026-02-15,19:10,Sunday,DMT-V022,Green Line,Madipur,1,350,83,23.9,Low,1,1,Cloudy
2026-02-25,19:55,Wednesday,DMT-B005,Red Line,Shastri Park,7,300,201,67.1,Medium,1,0,Foggy
2026-01-26,17:10,Monday,DMT-G013,Violet Line,Jama Masjid,5,340,59,17.6,Low,1,1,Clear
2026-02-05,18:30,Thursday,DMT-B023,Red Line,Shastri Park,1,340,246,72.4,Medium,1,0,Foggy
2026-01-30,11:10,Friday,DMT-Y001,Blue Line,Mandi House,1,320,151,47.3,Low,0,0,Foggy
2026-02-06,16:20,Friday,DMT-Y015,Blue Line,Yamuna Bank,8,300,84,28.0,Low,0,0,Foggy
2026-02-04,11:50,Wednesday,DMT-Y013,Red Line,Dilshad Garden,7,300,166,55.4,Medium,0,0,Cloudy
2026-01-29,21:05,Thursday,DMT-R006,Green Line,Paschim Vihar East,1,340,49,14.5,Low,0,0,Rainy
2026-02-04,17:55,Wednesday,DMT-G019,Green Line,Madipur,4,350,276,79.0,Medium,1,0,Smoggy
2026-01-23,07:50,Friday,DMT-R014,Red Line,Tis Hazari,5,350,118,33.7,Low,0,0,Foggy
2026-01-09,05:25,Friday,DMT-Y002,Violet Line,Neelam Chowk Ajronda,6,340,49,14.5,Low,0,0,Smoggy
2026-01-21,09:15,Wednesday,DMT-Y020,Yellow Line,Patel Chowk,7,350,335,95.8,High,1,0,Clear
2026-02-01,19:50,Sunday,DMT-R008,Red Line,Kashmere Gate,7,350,35,10.1,Low,1,1,Clear
2026-02-24,11:25,Tuesday,DMT-V017,Blue Line,Uttam Nagar East,7,300,137,45.7,Low,0,0,Foggy
2026-01-29,11:55,Thursday,DMT-V012,Red Line,Kohat Enclave,3,300,166,55.6,Medium,0,0,Clear
2026-01-04,07:20,Sunday,DMT-R008,Red Line,Kashmere Gate,8,340,35,10.5,Low,0,1,Foggy
2026-02-19,10:50,Thursday,DMT-G006,Red Line,Dilshad Garden,4,350,420,120.0,Overcrowded,1,0,Cloudy
2026-02-06,13:30,Friday,DMT-V021,Violet Line,Central Secretariat,1,300,217,72.4,Medium,0,0,Rainy
2026-02-13,17:55,Friday,DMT-V002,Green Line,Punjabi Bagh,3,350,347,99.4,High,1,0,Cloudy
2026-01-29,14:20,Thursday,DMT-V022,Green Line,Nangloi,2,350,40,11.7,Low,0,0,Clear
2026-01-05,11:10,Monday,DMT-Y021,Red Line,Pratap Nagar,2,340,101,29.9,Low,0,0,Clear
2026-02-21,10:15,Saturday,DMT-V002,Violet Line,Jangpura,3,340,342,100.8,Overcrowded,1,0,Foggy
2026-01-26,21:20,Monday,DMT-B006,Yellow Line,Saket,2,340,45,13.5,Low,0,1,Foggy
2026-02-06,20:50,Friday,DMT-V018,Violet Line,Badarpur Border,1,300,95,31.9,Low,0,0,Clear
2026-01-04,10:25,Sunday,DMT-R001,Violet Line,Escorts Mujesar,4,320,48,15.0,Low,1,1,Rainy
2026-02-03,05:55,Tuesday,DMT-R006,Violet Line,Sector 28,8,350,63,18.1,Low,0,0,Foggy
2026-01-27,15:10,Tuesday,DMT-B013,Red Line,Pratap Nagar,1,350,81,23.4,Low,0,0,Clear
2026-01-08,22:20,Thursday,DMT-G001,Blue Line,Mandi House,6,320,27,8.6,Low,0,0,Smoggy
2026-02-13,09:05,Friday,DMT-G024,Blue Line,Moti Nagar,6,350,298,85.1,High,1,0,Clear
2026-02-08,20:50,Sunday,DMT-G015,Blue Line,Janakpuri West,4,350,47,13.7,Low,0,1,Clear
2026-02-27,15:25,Friday,DMT-V018,Yellow Line,Guru Dronacharya,1,350,33,9.5,Low,0,0,Foggy
2026-01-28,15:55,Wednesday,DMT-R020,Yellow Line,Model Town,4,350,50,14.5,Low,0,0,Clear
2026-02-18,12:35,Wednesday,DMT-R013,Violet Line,Lal Quila,6,350,132,37.7,Low,0,0,Cloudy
2026-02-26,14:40,Thursday,DMT-R001,Violet Line,Raja Nahar Singh,1,340,81,24.1,Low,0,1,Foggy
2026-02-14,09:45,Saturday,DMT-B020,Blue Line,Dwarka Sector 21,4,340,263,77.5,Medium,1,0,Clear
2026-01-07,09:10,Wednesday,DMT-R005,Violet Line,Kalkaji Mandir,8,350,327,93.7,High,1,0,Cloudy
2026-01-25,12:05,Sunday,DMT-V012,Blue Line,Dwarka Sector 21,5,340,69,20.4,Low,0,1,Foggy
2026-01-14,05:20,Wednesday,DMT-R017,Red Line,Seelampur,6,350,55,15.8,Low,0,0,Smoggy
2026-02-23,05:10,Monday,DMT-R025,Blue Line,Indraprastha,6,350,27,7.8,Low,0,0,Foggy
2026-01-07,20:05,Wednesday,DMT-G014,Red Line,Shahdara,3,300,166,55.4,Medium,0,0,Rainy
2026-02-22,17:25,Sunday,DMT-G019,Violet Line,Moolchand,1,320,51,16.0,Low,1,1,Foggy
2026-02-04,18:25,Wednesday,DMT-V023,Green Line,Ashok Park Main,2,350,420,120.0,Overcrowded,1,0,Rainy
2026-01-14,10:50,Wednesday,DMT-R006,Yellow Line,Civil Lines,3,300,341,113.9,Overcrowded,1,0,Rainy
2026-02-11,18:10,Wednesday,DMT-Y014,Blue Line,Dwarka Sector 21,6,350,385,110.0,Overcrowded,1,0,Smoggy
2026-02-02,10:40,Monday,DMT-Y017,Red Line,Kohat Enclave,7,300,197,65.9,Medium,1,0,Rainy
2026-01-19,20:15,Monday,DMT-Y012,Blue Line,Uttam Nagar East,5,350,191,54.6,Medium,0,0,Foggy
2026-02-17,06:35,Tuesday,DMT-Y016,Blue Line,Indraprastha,8,340,49,14.4,Low,0,0,Foggy
2026-02-17,15:15,Tuesday,DMT-Y019,Violet Line,Tughlakabad,4,350,80,23.0,Low,0,0,Foggy
2026-02-16,20:10,Monday,DMT-B024,Red Line,Rithala,4,340,178,52.4,Medium,0,0,Foggy
2026-01-20,14:50,Tuesday,DMT-G022,Red Line,Kohat Enclave,2,350,71,20.5,Low,0,0,Foggy
2026-01-31,17:20,Saturday,DMT-G017,Red Line,Pratap Nagar,7,320,280,87.5,High,1,0,Clear
