date,day,station,line,zone,daily_entries,daily_exits,total_footfall,is_interchange,is_holiday,avg_dwell_time_sec,weather
2026-01-10,Saturday,Kailash Colony,Violet Line,4,943,879,1822,0,0,21,Clear
2026-02-21,Saturday,Sarai,Violet Line,1,925,925,1850,0,0,23,Cloudy
2026-01-06,Tuesday,Pratap Nagar,Red Line,4,3475,3315,6790,0,0,33,Foggy
2026-02-11,Wednesday,Sultanpur,Yellow Line,3,2769,2651,5420,0,0,21,Foggy
2026-02-24,Tuesday,Lal Quila,Violet Line,2,1970,1905,3875,0,0,44,Clear
2026-01-26,Monday,Jahangirpuri,Yellow Line,1,800,708,1508,0,1,20,Foggy
2026-02-12,Thursday,AIIMS,Yellow Line,4,3337,3141,6478,0,0,42,Cloudy
2026-01-25,Sunday,Kalkaji Mandir,Violet Line,2,586,527,1113,0,1,33,Foggy
2026-01-25,Sunday,Rohini West,Red Line,1,599,588,1187,0,1,26,Clear
2026-02-12,Thursday,Race Course,Yellow Line,2,1667,1610,3277,0,0,26,Clear
2026-01-04,Sunday,Model Town,Yellow Line,4,571,568,1139,0,1,44,Clear
2026-01-02,Friday,Punjabi Bagh,Green Line,2,2767,2630,5397,0,0,34,Cloudy
2026-02-19,Thursday,Madipur,Green Line,4,2030,2011,4041,0,0,27,Cloudy
2026-02-01,Sunday,IFFCO Chowk,Yellow Line,1,575,529,1104,0,1,42,Cloudy
2026-01-30,Friday,Govindpuri,Violet Line,4,1630,1555,3185,0,0,19,Foggy
2026-01-08,Thursday,Janpath,Violet Line,3,2797,2635,5432,0,0,32,Smoggy
2026-02-06,Friday,Harkesh Nagar Okhla,Violet Line,4,3618,3456,7074,0,0,25,Cloudy
2026-02-18,Wednesday,Janpath,Violet Line,2,3615,3204,6819,0,0,34,Cloudy
2026-01-14,Wednesday,Lajpat Nagar,Violet Line,3,7292,6622,13914,0,0,20,Cloudy
2026-02-23,Monday,Sultanpur,Yellow Line,4,1971,1859,3830,0,0,24,Foggy
2026-02-27,Friday,Mundka,Green Line,1,3152,3047,6199,0,0,25,Clear
2026-01-08,Thursday,Rithala,Red Line,3,2743,2593,5336,0,0,35,Foggy
2026-02-20,Friday,Qutab Minar,Yellow Line,1,2447,2404,4851,0,0,18,Rainy
2026-02-15,Sunday,Lajpat Nagar,Violet Line,1,1779,1650,3429,0,1,32,Clear
2026-02-07,Saturday,Noida Sector 15,Blue Line,2,1149,1075,2224,0,0,36,Clear
2026-01-04,Sunday,Janpath,Violet Line,2,573,569,1142,0,1,18,Rainy
2026-01-27,Tuesday,Noida City Centre,Blue Line,4,7213,6562,13775,0,0,42,Cloudy
2026-01-12,Monday,Green Park,Yellow Line,2,3127,2850,5977,0,0,39,Foggy
2026-01-08,Thursday,Badkhal Mor,Violet Line,2,3431,3283,6714,0,0,15,Rainy
2026-01-10,Saturday,Civil Lines,Yellow Line,1,779,741,1520,0,0,42,Foggy
2026-02-26,Thursday,Central Secretariat,Yellow Line,1,1342,1363,2705,1,1,40,Clear
2026-01-02,Friday,Central Secretariat,Yellow Line,2,6197,5885,12082,1,0,30,Rainy
2026-01-05,Monday,Adarsh Nagar,Yellow Line,1,2464,2302,4766,0,0,25,Cloudy
2026-01-25,Sunday,Adarsh Nagar,Yellow Line,3,726,677,1403,0,1,17,Rainy
2026-01-30,Friday,Paschim Vihar East,Green Line,3,1625,1556,3181,0,0,26,Foggy
2026-01-02,Friday,NHPC Chowk,Violet Line,1,1879,1684,3563,0,0,29,Clear
2026-01-01,Thursday,Dwarka Sector 21,Blue Line,2,6923,7022,13945,0,0,27,Foggy
2026-02-02,Monday,Noida City Centre,Blue Line,1,4868,4713,9581,0,0,25,Clear
2026-01-02,Friday,Shastri Nagar,Red Line,3,2742,2491,5233,0,0,44,Clear
2026-01-16,Friday,Moti Nagar,Blue Line,2,3052,2942,5994,0,0,41,Clear
2026-01-07,Wednesday,Pitampura,Red Line,3,3051,2818,5869,0,0,15,Foggy
2026-02-15,Sunday,Bata Chowk,Violet Line,4,552,504,1056,0,1,31,Clear
2026-02-10,Tuesday,Pulbangash,Red Line,4,2542,2372,4914,0,0,21,Cloudy
2026-01-12,Monday,Guru Dronacharya,Yellow Line,3,3394,3273,6667,0,0,36,Foggy
2026-01-15,Thursday,Azadpur,Yellow Line,2,6857,6644,13501,0,0,36,Clear
2026-01-19,Monday,Keshav Puram,Red Line,2,3660,3374,7034,0,0,18,Cloudy
2026-01-16,Friday,Azadpur,Yellow Line,2,4972,4703,9675,0,0,41,Smoggy
2026-01-22,Thursday,Shivaji Park,Green Line,1,3500,3276,6776,0,0,30,Smoggy
2026-01-13,Tuesday,Raja Nahar Singh,Violet Line,3,3467,3372,6839,0,0,37,Cloudy
2026-01-22,Thursday,Jangpura,Violet Line,2,3150,3053,6203,0,0,17,Foggy
2026-02-22,Sunday,Pratap Nagar,Red Line,3,712,745,1457,0,1,35,Smoggy
2026-01-16,Friday,Kirti Nagar,Blue Line,2,1623,1460,3083,1,0,24,Clear
2026-02-22,Sunday,Uttam Nagar East,Blue Line,1,600,513,1113,0,1,30,Clear
2026-02-09,Monday,Janakpuri West,Blue Line,3,6985,6947,13932,0,0,35,Rainy
2026-01-29,Thursday,Dwarka Sector 21,Blue Line,3,5906,5757,11663,0,0,18,Foggy
2026-02-13,Friday,Welcome,Red Line,1,1733,1619,3352,0,0,37,Smoggy
2026-01-22,Thursday,Ashok Park Main,Green Line,2,2827,2663,5490,0,0,36,Smoggy
2026-02-19,Thursday,Pragati Maidan,Blue Line,2,1857,1767,3624,0,0,30,Foggy
2026-02-22,Sunday,Pratap Nagar,Red Line,1,610,552,1162,0,1,20,Foggy
2026-02-01,Sunday,Delhi Gate,Violet Line,2,869,804,1673,0,1,17,Clear
2026-01-12,Monday,Yamuna Bank,Blue Line,1,5836,5611,11447,0,0,21,Rainy
2026-02-25,Wednesday,Rajendra Place,Blue Line,1,1582,1552,3134,0,0,35,Foggy
2026-01-14,Wednesday,Chawri Bazar,Yellow Line,3,3142,2968,6110,0,0,20,Clear
2026-01-31,Saturday,Raja Nahar Singh,Violet Line,1,1333,1222,2555,0,0,15,Foggy
2026-01-04,Sunday,Moti Nagar,Blue Line,4,737,692,1429,0,1,34,Smoggy
2026-02-12,Thursday,Kirti Nagar,Blue Line,4,2851,2667,5518,1,0,22,Smoggy
2026-01-19,Monday,New Delhi,Yellow Line,2,7660,7439,15099,0,0,21,Cloudy
2026-01-23,Friday,JLN Stadium,Violet Line,2,3461,3234,6695,0,0,38,Smoggy
2026-01-04,Sunday,Jangpura,Violet Line,3,768,748,1516,0,1,24,Clear
2026-01-30,Friday,Pratap Nagar,Red Line,1,3031,2893,5924,0,0,44,Foggy
2026-02-05,Thursday,Madipur,Green Line,2,3239,3244,6483,0,0,38,Foggy
2026-01-22,Thursday,Escorts Mujesar,Violet Line,3,2756,2700,5456,0,0,25,Clear
2026-02-24,Tuesday,Nangloi,Green Line,1,1940,1803,3743,0,0,17,Clear
2026-02-23,Monday,Pulbangash,Red Line,1,3492,3446,6938,0,0,21,Cloudy
2026-01-13,Tuesday,Janpath,Violet Line,2,3237,3158,6395,0,0,29,Foggy
2026-01-14,Wednesday,Malviya Nagar,Yellow Line,2,1710,1610,3320,0,0,18,Clear
2026-02-19,Thursday,Jasola Apollo,Violet Line,2,2770,2573,5343,0,0,21,Clear
2026-02-19,Thursday,Shastri Nagar,Red Line,1,2037,1877,3914,0,0,22,Foggy
2026-02-04,Wednesday,Sector 28,Violet Line,1,3537,3266,6803,0,0,37,Foggy
2026-02-11,Wednesday,Keshav Puram,Red Line,3,2115,1982,4097,0,0,29,Clear
2026-01-28,Wednesday,Sector 28,Violet Line,4,2511,2299,4810,0,0,36,Clear
2026-01-19,Monday,Chawri Bazar,Yellow Line,4,3118,2996,6114,0,0,26,Clear
2026-02-25,Wednesday,Moolchand,Violet Line,1,3537,3310,6847,0,0,15,Foggy
2026-01-11,Sunday,Jangpura,Violet Line,2,862,801,1663,0,1,27,Foggy
2026-01-07,Wednesday,Punjabi Bagh,Green Line,1,1717,1616,3333,0,0,19,Smoggy
2026-02-25,Wednesday,Rajiv Chowk,Blue Line,1,9058,8439,17497,1,0,27,Rainy
2026-02-23,Monday,Tughlakabad,Violet Line,1,2509,2441,4950,0,0,42,Smoggy
2026-01-30,Friday,Ramesh Nagar,Blue Line,1,1694,1600,3294,0,0,19,Foggy
2026-01-29,Thursday,Kanhaiya Nagar,Red Line,2,2823,2706,5529,0,0,29,Foggy
2026-02-28,Saturday,Dilshad Garden,Red Line,4,3575,3380,6955,0,0,22,Clear
2026-01-26,Monday,Vishwavidyalaya,Yellow Line,1,2005,1761,3766,0,1,39,Clear
2026-02-19,Thursday,Paschim Vihar West,Green Line,1,2770,2732,5502,0,0,19,Clear
2026-01-13,Tuesday,Rohini Sector 18,Yellow Line,3,1995,1916,3911,0,0,25,Cloudy
2026-01-19,Monday,Dwarka Sector 21,Blue Line,3,5226,4973,10199,0,0,31,Clear
2026-02-03,Tuesday,Kalkaji Mandir,Violet Line,4,3419,3088,6507,0,0,21,Foggy
2026-01-27,Tuesday,Noida City Centre,Blue Line,1,5231,5166,10397,0,0,29,Foggy
2026-02-08,Sunday,Udyog Bhawan,Yellow Line,3,679,736,1415,0,1,25,Clear
2026-02-25,Wednesday,Badkhal Mor,Violet Line,1,2389,2136,4525,0,0,16,Clear
2026-01-02,Friday,GTB Nagar,Yellow Line,1,1613,1526,3139,0,0,18,Foggy
2026-01-17,Saturday,Saket,Yellow Line,2,1486,1416,2902,0,0,33,Clear
2026-01-18,Sunday,Udyog Nagar,Green Line,3,967,875,1842,0,1,27,Foggy
2026-02-27,Friday,Rajiv Chowk,Blue Line,4,9205,8706,17911,1,0,15,Rainy
2026-01-05,Monday,Chhattarpur,Yellow Line,3,1580,1442,3022,0,0,37,Clear
2026-02-06,Friday,Race Course,Yellow Line,4,2880,2909,5789,0,0,22,Cloudy
2026-01-18,Sunday,New Delhi,Yellow Line,4,2528,2563,5091,0,1,35,Foggy
2026-02-05,Thursday,Sultanpur,Yellow Line,2,2723,2438,5161,0,0,18,Cloudy
2026-01-10,Saturday,Azadpur,Yellow Line,3,2765,2668,5433,0,0,27,Foggy
2026-01-18,Sunday,Madipur,Green Line,3,823,743,1566,0,1,37,Foggy
2026-01-21,Wednesday,Azadpur,Yellow Line,2,4801,4535,9336,0,0,39,Rainy
2026-01-18,Sunday,Pitampura,Red Line,3,936,864,1800,0,1,27,Cloudy
2026-01-01,Thursday,Chandni Chowk,Yellow Line,3,11934,11158,23092,0,0,40,Clear
2026-02-12,Thursday,Race Course,Yellow Line,2,2422,2310,4732,0,0,36,Clear
2026-01-23,Friday,Janpath,Violet Line,1,2504,2355,4859,0,0,42,Clear
2026-01-24,Saturday,Nangloi Railway Station,Green Line,1,1336,1287,2623,0,0,33,Cloudy
2026-01-07,Wednesday,Pitampura,Red Line,1,3175,2923,6098,0,0,24,Foggy
2026-01-18,Sunday,Arjan Garh,Yellow Line,1,544,523,1067,0,1,23,Smoggy
2026-01-18,Sunday,Dwarka Sector 21,Blue Line,2,1255,1118,2373,0,1,24,Foggy
2026-01-24,Saturday,Dwarka Sector 8,Blue Line,2,1429,1438,2867,0,0,43,Clear
2026-01-23,Friday,Satguru Ram Singh Marg,Green Line,1,3586,3352,6938,0,0,43,Foggy
2026-01-23,Friday,Badkhal Mor,Violet Line,1,3430,3303,6733,0,0,32,Cloudy
2026-01-20,Tuesday,Guru Dronacharya,Yellow Line,1,2435,2438,4873,0,0,19,Cloudy
2026-02-25,Wednesday,Rohini West,Red Line,1,3099,3043,6142,0,0,34,Smoggy
2026-02-22,Sunday,Rohini West,Red Line,2,869,838,1707,0,1,38,Foggy
2026-01-19,Monday,Madipur,Green Line,2,3071,2948,6019,0,0,41,Cloudy
2026-01-05,Monday,Central Secretariat,Yellow Line,2,6069,5986,12055,1,0,41,Cloudy
2026-02-17,Tuesday,New Delhi,Yellow Line,3,9145,8993,18138,0,0,33,Rainy
2026-01-22,Thursday,GTB Nagar,Yellow Line,3,2143,2024,4167,0,0,22,Clear
2026-01-25,Sunday,Kirti Nagar,Blue Line,3,874,843,1717,1,1,40,Clear
2026-01-27,Tuesday,NHPC Chowk,Violet Line,1,2569,2538,5107,0,0,22,Cloudy
2026-02-26,Thursday,Janakpuri West,Blue Line,4,1259,1174,2433,0,1,19,Smoggy
2026-01-20,Tuesday,Jama Masjid,Violet Line,4,2265,2162,4427,0,0,41,Clear
2026-01-15,Thursday,Race Course,Yellow Line,1,3449,3074,6523,0,0,41,Foggy
2026-02-25,Wednesday,Jasola Apollo,Violet Line,4,2302,2206,4508,0,0,16,Foggy
2026-01-11,Sunday,Ashok Park Main,Green Line,4,585,571,1156,0,1,37,Clear
2026-01-28,Wednesday,Saket,Yellow Line,1,3045,2840,5885,0,0,35,Cloudy
2026-02-26,Thursday,Uttam Nagar East,Blue Line,2,698,698,1396,0,1,16,Clear
2026-01-07,Wednesday,IFFCO Chowk,Yellow Line,3,1650,1552,3202,0,0,23,Clear
2026-01-29,Thursday,Dilshad Garden,Red Line,4,4582,4320,8902,0,0,15,Rainy
2026-01-14,Wednesday,Rohini West,Red Line,1,1962,1835,3797,0,0,21,Foggy
2026-01-14,Wednesday,Chawri Bazar,Yellow Line,1,1840,1812,3652,0,0,33,Clear
2026-01-31,Saturday,Maharaja Surajmal Stadium,Green Line,1,1353,1331,2684,0,0,15,Clear
2026-01-02,Friday,Nangloi,Green Line,1,3333,3167,6500,0,0,40,Foggy
2026-01-23,Friday,Netaji Subhash Place,Red Line,2,3096,2957,6053,0,0,39,Foggy
2026-02-18,Wednesday,Moti Nagar,Blue Line,3,2310,2260,4570,0,0,20,Clear
2026-02-07,Saturday,Udyog Nagar,Green Line,2,1555,1455,3010,0,0,18,Foggy
2026-02-27,Friday,Arjan Garh,Yellow Line,1,2745,2560,5305,0,0,39,Foggy
2026-01-07,Wednesday,Netaji Subhash Place,Red Line,2,2814,2632,5446,0,0,26,Foggy
2026-01-14,Wednesday,Rajouri Garden,Blue Line,2,4663,4548,9211,0,0,21,Rainy
2026-01-28,Wednesday,JLN Stadium,Violet Line,1,3231,2993,6224,0,0,17,Foggy
2026-02-08,Sunday,INA,Yellow Line,3,763,668,1431,0,1,37,Smoggy
2026-02-12,Thursday,IFFCO Chowk,Yellow Line,2,3562,3358,6920,0,0,23,Cloudy
2026-02-22,Sunday,Arjan Garh,Yellow Line,2,709,700,1409,0,1,17,Cloudy
2026-01-11,Sunday,Jahangirpuri,Yellow Line,2,686,615,1301,0,1,34,Smoggy
2026-01-17,Saturday,Escorts Mujesar,Violet Line,2,971,915,1886,0,0,44,Cloudy
2026-02-03,Tuesday,Nangloi,Green Line,4,1952,1918,3870,0,0,20,Rainy
2026-02-28,Saturday,Moti Nagar,Blue Line,3,1151,1023,2174,0,0,42,Foggy
2026-02-06,Friday,NHPC Chowk,Violet Line,2,3352,3089,6441,0,0,27,Foggy
2026-01-08,Thursday,Govindpuri,Violet Line,2,2018,1930,3948,0,0,33,Clear
2026-01-30,Friday,Old Faridabad,Violet Line,4,1658,1617,3275,0,0,33,Foggy
2026-01-07,Wednesday,ITO,Violet Line,2,3503,3376,6879,0,0,31,Foggy
2026-02-23,Monday,ITO,Violet Line,3,2419,2272,4691,0,0,43,Rainy
2026-01-31,Saturday,Dwarka Sector 21,Blue Line,1,2635,2495,5130,0,0,24,Rainy
2026-02-17,Tuesday,Indraprastha,Blue Line,1,1537,1466,3003,0,0,27,Foggy
2026-01-11,Sunday,Dwarka Sector 21,Blue Line,2,1765,1671,3436,0,1,42,Clear
2026-01-31,Saturday,Dilshad Garden,Red Line,1,3402,3607,7009,0,0,44,Cloudy
2026-02-02,Monday,Udyog Bhawan,Yellow Line,4,2917,2744,5661,0,0,29,Foggy
2026-02-28,Saturday,Rithala,Red Line,2,1105,1056,2161,0,0,19,Cloudy
2026-02-11,Wednesday,Rajdhani Park,Green Line,1,1592,1526,3118,0,0,15,Clear
2026-01-10,Saturday,Badarpur Border,Violet Line,3,1726,1709,3435,0,0,24,Clear
2026-02-26,Thursday,Rajiv Chowk,Blue Line,1,3130,3090,6220,1,1,31,Clear
2026-02-08,Sunday,IFFCO Chowk,Yellow Line,1,832,755,1587,0,1,16,Cloudy
2026-01-25,Sunday,Madipur,Green Line,1,573,566,1139,0,1,21,Clear
2026-02-24,Tuesday,Dwarka Sector 21,Blue Line,1,5865,5458,11323,0,0,19,Clear
2026-02-22,Sunday,Rajouri Garden,Blue Line,1,1345,1303,2648,0,1,37,Clear
2026-02-17,Tuesday,Paschim Vihar West,Green Line,3,1603,1554,3157,0,0,34,Clear
2026-02-09,Monday,Indraprastha,Blue Line,4,2342,2206,4548,0,0,34,Cloudy
2026-02-01,Sunday,Keshav Puram,Red Line,1,397,410,807,0,1,27,Foggy
2026-01-28,Wednesday,Dilshad Garden,Red Line,1,6936,6898,13834,0,0,26,Clear
2026-01-31,Saturday,Janakpuri West,Blue Line,2,2758,2725,5483,0,0,24,Clear
2026-02-22,Sunday,Chhattarpur,Yellow Line,2,537,540,1077,0,1,39,Foggy
2026-02-13,Friday,Civil Lines,Yellow Line,1,1579,1425,3004,0,0,43,Cloudy
2026-02-18,Wednesday,Dilshad Garden,Red Line,1,4777,4496,9273,0,0,31,Foggy
2026-02-02,Monday,Harkesh Nagar Okhla,Violet Line,2,2628,2398,5026,0,0,25,Foggy
2026-02-24,Tuesday,Patel Chowk,Yellow Line,3,2291,2247,4538,0,0,15,Rainy
2026-02-22,Sunday,HUDA City Centre,Yellow Line,3,1720,1578,3298,0,1,21,Foggy
2026-02-27,Friday,Neelam Chowk Ajronda,Violet Line,2,2476,2260,4736,0,0,30,Clear
2026-02-20,Friday,Kohat Enclave,Red Line,1,2996,2892,5888,0,0,42,Foggy
2026-01-28,Wednesday,Kashmere Gate,Yellow Line,3,11550,10944,22494,1,0,16,Rainy
2026-02-11,Wednesday,Jama Masjid,Violet Line,2,3193,3116,6309,0,0,33,Foggy
2026-01-07,Wednesday,Rajendra Place,Blue Line,3,1768,1592,3360,0,0,41,Cloudy
2026-01-13,Tuesday,Keshav Puram,Red Line,2,2484,2296,4780,0,0,18,Clear
2026-02-27,Friday,Patel Chowk,Yellow Line,4,2935,2876,5811,0,0,18,Cloudy
2026-02-07,Saturday,Haiderpur Badli Mor,Yellow Line,1,1795,1652,3447,0,0,25,Clear
2026-01-12,Monday,Madipur,Green Line,2,3092,2859,5951,0,0,27,Smoggy
2026-02-16,Monday,Jangpura,Violet Line,2,1755,1686,3441,0,0,33,Foggy
2026-02-11,Wednesday,Brigadier Hoshiar Singh,Green Line,1,1778,1666,3444,0,0,31,Clear
2026-01-09,Friday,Badarpur Border,Violet Line,1,2767,2597,5364,0,0,15,Clear
2026-01-22,Thursday,Keshav Puram,Red Line,4,3101,2996,6097,0,0,32,Cloudy
2026-02-23,Monday,Moolchand,Violet Line,4,1944,1751,3695,0,0,31,Foggy
2026-01-04,Sunday,Race Course,Yellow Line,2,529,497,1026,0,1,28,Clear
2026-02-08,Sunday,Shahdara,Red Line,1,657,648,1305,0,1,41,Rainy
2026-01-17,Saturday,Hauz Khas,Yellow Line,2,5790,5324,11114,0,0,31,Clear
2026-02-05,Thursday,Inderlok,Red Line,3,2920,2867,5787,0,0,41,Rainy
2026-01-04,Sunday,Brigadier Hoshiar Singh,Green Line,4,579,549,1128,0,1,23,Cloudy
2026-02-10,Tuesday,Chhattarpur,Yellow Line,4,3399,3175,6574,0,0,25,Smoggy
2026-02-28,Saturday,Adarsh Nagar,Yellow Line,1,814,793,1607,0,0,42,Foggy
2026-02-16,Monday,Model Town,Yellow Line,3,2641,2542,5183,0,0,29,Cloudy
2026-01-05,Monday,Sultanpur,Yellow Line,1,3139,2930,6069,0,0,23,Smoggy
2026-01-08,Thursday,Janakpuri West,Blue Line,2,5105,4847,9952,0,0,34,Smoggy
2026-02-08,Sunday,Chawri Bazar,Yellow Line,2,855,787,1642,0,1,30,Clear
2026-01-08,Thursday,Arjan Garh,Yellow Line,3,1724,1636,3360,0,0,18,Cloudy
2026-01-22,Thursday,Sarita Vihar,Violet Line,1,2071,1906,3977,0,0,17,Clear
2026-02-10,Tuesday,Paschim Vihar East,Green Line,4,2718,2458,5176,0,0,44,Rainy
2026-02-23,Monday,Arjan Garh,Yellow Line,3,3112,2942,6054,0,0,30,Foggy
2026-02-16,Monday,Rajdhani Park,Green Line,2,2337,2172,4509,0,0,28,Foggy
2026-01-08,Thursday,Dilshad Garden,Red Line,1,5395,5337,10732,0,0,20,Foggy
2026-02-06,Friday,Shastri Park,Red Line,2,1846,1712,3558,0,0,20,Cloudy
2026-01-12,Monday,Mundka,Green Line,1,1660,1575,3235,0,0,15,Clear
2026-01-15,Thursday,IFFCO Chowk,Yellow Line,2,3659,3408,7067,0,0,23,Foggy
2026-01-07,Wednesday,Peeragarhi,Green Line,1,2268,2067,4335,0,0,39,Cloudy
2026-02-09,Monday,Sultanpur,Yellow Line,2,3041,2906,5947,0,0,23,Foggy
2026-02-07,Saturday,Sarai,Violet Line,2,1641,1600,3241,0,0,41,Foggy
2026-02-18,Wednesday,Uttam Nagar East,Blue Line,1,1968,1848,3816,0,0,22,Foggy
2026-02-25,Wednesday,Keshav Puram,Red Line,1,2763,2709,5472,0,0,35,Smoggy
2026-02-09,Monday,Lajpat Nagar,Violet Line,1,6520,6193,12713,0,0,40,Rainy
2026-01-09,Friday,Old Faridabad,Violet Line,4,3394,3207,6601,0,0,27,Rainy
2026-01-21,Wednesday,Malviya Nagar,Yellow Line,1,1633,1608,3241,0,0,33,Foggy
2026-01-04,Sunday,HUDA City Centre,Yellow Line,4,1651,1537,3188,0,1,35,Foggy
2026-01-11,Sunday,Shastri Nagar,Red Line,3,808,817,1625,0,1,33,Foggy
2026-02-18,Wednesday,Jasola Apollo,Violet Line,2,2905,2722,5627,0,0,38,Cloudy
2026-01-10,Saturday,Satguru Ram Singh Marg,Green Line,3,1459,1400,2859,0,0,43,Foggy
2026-01-18,Sunday,Neelam Chowk Ajronda,Violet Line,2,430,421,851,0,1,20,Cloudy
2026-01-13,Tuesday,Keshav Puram,Red Line,3,2361,2273,4634,0,0,36,Clear
2026-02-13,Friday,Nangloi,Green Line,2,3348,3153,6501,0,0,17,Cloudy
2026-02-21,Saturday,JLN Stadium,Violet Line,3,1210,1147,2357,0,0,15,Foggy
2026-01-28,Wednesday,Shivaji Park,Green Line,3,3413,3260,6673,0,0,38,Foggy
2026-01-01,Thursday,Punjabi Bagh,Green Line,2,3432,3193,6625,0,0,43,Clear
2026-01-13,Tuesday,IFFCO Chowk,Yellow Line,1,3468,3313,6781,0,0,23,Clear
2026-02-10,Tuesday,Delhi Gate,Violet Line,1,2432,2405,4837,0,0,30,Smoggy
2026-02-18,Wednesday,Madipur,Green Line,4,2237,2080,4317,0,0,20,Foggy
2026-01-14,Wednesday,Tis Hazari,Red Line,2,1861,1804,3665,0,0,20,Foggy
2026-02-25,Wednesday,Bata Chowk,Violet Line,2,3317,3183,6500,0,0,26,Cloudy
2026-02-20,Friday,Udyog Nagar,Green Line,4,1924,1819,3743,0,0,23,Clear
2026-01-01,Thursday,Rithala,Red Line,2,1745,1647,3392,0,0,39,Cloudy
2026-02-09,Monday,Peeragarhi,Green Line,1,2418,2430,4848,0,0,38,Clear
2026-01-22,Thursday,Dwarka,Blue Line,1,3280,3147,6427,0,0,29,Cloudy
2026-02-05,Thursday,Peeragarhi,Green Line,1,1912,1768,3680,0,0,30,Clear
2026-01-25,Sunday,AIIMS,Yellow Line,3,936,993,1929,0,1,17,Cloudy
2026-01-08,Thursday,Khan Market,Violet Line,4,3047,2927,5974,0,0,20,Clear
2026-01-31,Saturday,Jor Bagh,Yellow Line,4,763,686,1449,0,0,24,Clear
2026-02-10,Tuesday,Rohini Sector 18,Yellow Line,1,3128,3092,6220,0,0,16,Rainy
2026-01-19,Monday,Sector 28,Violet Line,1,3410,3240,6650,0,0,15,Foggy
2026-01-20,Tuesday,Delhi Gate,Violet Line,3,3136,2908,6044,0,0,18,Cloudy
2026-01-30,Friday,Model Town,Yellow Line,3,1641,1534,3175,0,0,21,Foggy
2026-02-26,Thursday,Pulbangash,Red Line,4,425,385,810,0,1,28,Foggy
2026-01-18,Sunday,Arjan Garh,Yellow Line,3,549,563,1112,0,1,34,Foggy
2026-01-24,Saturday,Tughlakabad,Violet Line,4,1609,1542,3151,0,0,34,Smoggy
2026-02-26,Thursday,Punjabi Bagh,Green Line,1,662,646,1308,0,1,19,Cloudy
2026-01-25,Sunday,Ashok Park Main,Green Line,2,677,693,1370,0,1,44,Foggy
2026-02-16,Monday,Bata Chowk,Violet Line,3,2014,1863,3877,0,0,30,Foggy
2026-01-20,Tuesday,Guru Dronacharya,Yellow Line,1,1666,1613,3279,0,0,15,Clear
2026-01-23,Friday,Dwarka Sector 21,Blue Line,1,6144,6136,12280,0,0,19,Smoggy
2026-02-11,Wednesday,Dwarka Sector 21,Blue Line,1,6997,6644,13641,0,0,43,Cloudy
2026-02-25,Wednesday,Welcome,Red Line,1,1987,1901,3888,0,0,15,Rainy
2026-01-12,Monday,Raja Nahar Singh,Violet Line,1,2841,2708,5549,0,0,16,Foggy
2026-02-02,Monday,Yamuna Bank,Blue Line,1,6296,6157,12453,0,0,33,Foggy
2026-02-13,Friday,AIIMS,Yellow Line,3,2709,2482,5191,0,0,32,Clear
2026-01-27,Tuesday,Pratap Nagar,Red Line,4,1769,1662,3431,0,0,41,Foggy
2026-01-02,Friday,Inderlok,Red Line,3,3595,3434,7029,0,0,41,Clear
2026-01-30,Friday,Kailash Colony,Violet Line,1,2848,2748,5596,0,0,18,Smoggy
2026-02-24,Tuesday,Tughlakabad,Violet Line,4,3079,2946,6025,0,0,24,Foggy
2026-01-11,Sunday,Azadpur,Yellow Line,1,1206,1130,2336,0,1,30,Smoggy
2026-01-08,Thursday,Moti Nagar,Blue Line,1,2441,2276,4717,0,0,15,Cloudy
2026-01-16,Friday,Barakhamba Road,Blue Line,3,3411,3054,6465,0,0,37,Cloudy
2026-01-29,Thursday,Chandni Chowk,Yellow Line,2,10354,9412,19766,0,0,36,Clear
2026-01-08,Thursday,Civil Lines,Yellow Line,3,1610,1609,3219,0,0,43,Foggy
2026-02-13,Friday,Raja Nahar Singh,Violet Line,3,3298,3112,6410,0,0,35,Smoggy
2026-02-07,Saturday,Yamuna Bank,Blue Line,2,2205,2197,4402,0,0,44,Foggy
2026-01-07,Wednesday,GTB Nagar,Yellow Line,3,2219,2108,4327,0,0,40,Smoggy
2026-02-20,Friday,Adarsh Nagar,Yellow Line,1,1705,1606,3311,0,0,31,Clear
2026-02-28,Saturday,Mundka,Green Line,3,1747,1628,3375,0,0,21,Clear
2026-02-25,Wednesday,Chhattarpur,Yellow Line,3,2865,2733,5598,0,0,35,Smoggy
2026-02-09,Monday,Malviya Nagar,Yellow Line,4,1798,1674,3472,0,0,30,Cloudy
2026-02-04,Wednesday,Bata Chowk,Violet Line,2,3219,3022,6241,0,0,19,Cloudy
2026-02-13,Friday,Shivaji Park,Green Line,1,3508,3267,6775,0,0,31,Clear
2026-01-18,Sunday,Punjabi Bagh,Green Line,4,817,804,1621,0,1,29,Smoggy
2026-02-23,Monday,Nangloi Railway Station,Green Line,4,2325,2240,4565,0,0,24,Foggy
2026-02-09,Monday,Uttam Nagar East,Blue Line,1,1668,1624,3292,0,0,17,Foggy
2026-01-14,Wednesday,Central Secretariat,Yellow Line,2,5875,5590,11465,1,0,23,Clear
2026-01-25,Sunday,Jahangirpuri,Yellow Line,1,463,430,893,0,1,16,Smoggy
2026-01-31,Saturday,Nehru Place,Violet Line,2,3795,3483,7278,0,0,25,Clear
