date,day,line,total_trips,total_passengers,avg_speed_kmph,distance_km,energy_consumption_kwh,on_time_percent,revenue_inr,operational_cost_inr,is_holiday,weather
2026-01-08,Thursday,Violet Line,300,114600,42.8,46.6,75271.71,95.1,2197083.26,1689668.49,0,Cloudy
2026-01-27,Tuesday,Yellow Line,207,74520,32.7,49.3,55502.13,84.2,1626439.69,1174755.69,0,Smoggy
2026-02-18,Wednesday,Yellow Line,365,133955,37.3,49.3,76003.1,90.0,3709532.96,2274682.38,0,Foggy
2026-01-19,Monday,Violet Line,272,57392,42.8,46.6,66236.27,92.4,1126447.91,2745018.8,0,Clear
2026-01-22,Thursday,Yellow Line,365,150380,44.8,49.3,58217.45,83.5,2805074.74,2158091.13,0,Foggy
2026-01-25,Sunday,Green Line,167,38744,38.8,29.6,35259.8,86.8,922305.81,1936360.19,1,Cloudy
2026-01-24,Saturday,Blue Line,336,135744,35.1,56.6,73008.69,77.7,2585832.56,1728948.05,0,Clear
2026-01-25,Sunday,Yellow Line,198,84546,43.3,49.3,34290.09,85.1,1826839.5,1707538.82,1,Foggy
2026-01-22,Thursday,Red Line,140,35840,30.6,25.1,29412.96,90.6,715880.91,1490864.05,0,Clear
2026-02-04,Wednesday,Blue Line,332,136784,43.8,56.6,87347.58,92.4,2828911.52,2818359.91,0,Clear
2026-02-16,Monday,Violet Line,176,35376,34.5,46.6,39942.6,94.7,789276.78,1408185.65,0,Clear
2026-01-10,Saturday,Violet Line,218,91996,30.6,46.6,58470.66,84.1,1665735.25,1850639.36,0,Foggy
2026-02-16,Monday,Yellow Line,276,109572,34.8,49.3,58120.2,86.4,2558721.4,2742538.4,0,Cloudy
2026-01-27,Tuesday,Green Line,203,42833,40.3,29.6,31230.53,76.0,1139992.91,1923057.89,0,Clear
2026-01-25,Sunday,Red Line,90,31320,38.2,25.1,18437.04,90.2,604144.2,568961.73,1,Clear
2026-02-19,Thursday,Green Line,182,40222,31.3,29.6,31607.85,77.5,836152.88,1140831.61,0,Cloudy
2026-01-08,Thursday,Violet Line,230,54050,42.1,46.6,55640.06,79.9,1118569.92,1203130.53,0,Rainy
2026-02-02,Monday,Red Line,141,55836,30.4,25.1,30887.05,88.8,1198180.08,1080636.98,0,Cloudy
2026-01-10,Saturday,Violet Line,355,82715,42.8,46.6,68092.56,92.5,2080515.84,3025692.47,0,Cloudy
2026-01-07,Wednesday,Blue Line,314,116808,38.9,56.6,67998.17,79.6,2340298.93,3738403.71,0,Cloudy
2026-02-28,Saturday,Red Line,269,96571,43.3,25.1,52034.25,90.5,1974434.88,2067282.79,0,Clear
2026-02-08,Sunday,Green Line,185,65305,41.1,29.6,46931.82,97.0,1569887.81,1030084.16,1,Cloudy
2026-01-04,Sunday,Blue Line,173,75947,44.0,56.6,36219.97,91.9,1788643.66,1806908.96,1,Smoggy
2026-01-13,Tuesday,Red Line,236,51212,40.6,25.1,44605.29,88.4,1344006.78,1519729.12,0,Foggy
2026-02-27,Friday,Violet Line,152,53504,30.2,46.6,25633.68,93.2,1155149.2,1764666.16,0,Clear
2026-02-02,Monday,Violet Line,151,58286,38.5,46.6,41696.49,95.3,1414354.76,919003.16,0,Clear
2026-02-18,Wednesday,Blue Line,229,50380,31.5,56.6,45724.36,79.7,1189744.37,2196508.87,0,Cloudy
2026-02-02,Monday,Red Line,133,32585,43.5,25.1,26122.22,95.8,630815.03,1045853.47,0,Foggy
2026-02-05,Thursday,Violet Line,288,78048,35.6,46.6,49465.37,76.3,2092521.41,2285468.22,0,Cloudy
2026-01-17,Saturday,Red Line,304,116432,40.5,25.1,70543.76,78.2,3249008.98,2143689.71,0,Cloudy
2026-01-03,Saturday,Blue Line,285,69825,42.8,56.6,77843.1,95.8,1926764.8,3328543.23,0,Smoggy
2026-01-30,Friday,Blue Line,201,83616,34.8,56.6,43017.13,76.9,1734792.27,2057149.24,0,Foggy
2026-02-03,Tuesday,Blue Line,134,38458,32.6,56.6,31922.63,91.8,1031957.74,1094146.15,0,Clear
2026-02-07,Saturday,Yellow Line,369,98523,33.9,49.3,68452.89,85.9,1870490.02,3340414.89,0,Cloudy
2026-02-01,Sunday,Blue Line,173,48267,31.7,56.6,38031.06,85.0,1034547.17,1189693.27,1,Clear
2026-02-19,Thursday,Blue Line,247,110903,36.4,56.6,40821.21,97.5,2123086.47,1769798.78,0,Foggy
2026-02-10,Tuesday,Blue Line,283,82919,44.7,56.6,43257.1,96.6,1592888.16,1478494.42,0,Foggy
2026-01-16,Friday,Green Line,299,101062,38.5,29.6,51498.83,87.1,2378455.18,2645657.04,0,Clear
2026-01-01,Thursday,Blue Line,335,81070,39.6,56.6,82514.22,81.4,1972991.04,3125880.44,0,Foggy
2026-02-12,Thursday,Red Line,182,65338,35.3,25.1,28778.57,95.1,1560392.07,1253836.04,0,Foggy
2026-02-13,Friday,Violet Line,248,105896,40.2,46.6,62680.96,88.6,2563535.5,2177886.66,0,Foggy
2026-02-15,Sunday,Blue Line,67,26800,36.4,56.6,12379.16,82.5,589086.16,616669.05,1,Cloudy
2026-02-28,Saturday,Violet Line,219,70518,42.3,46.6,59765.92,89.8,1819537.01,1674587.86,0,Foggy
2026-01-07,Wednesday,Red Line,371,107961,37.5,25.1,88047.84,87.2,2295418.61,3695538.06,0,Foggy
2026-01-09,Friday,Violet Line,266,119168,32.6,46.6,49753.9,96.9,2869035.09,2692881.43,0,Rainy
2026-01-27,Tuesday,Violet Line,300,76500,38.1,46.6,69419.22,84.0,1801625.25,1875030.63,0,Foggy
2026-01-31,Saturday,Yellow Line,234,103896,39.1,49.3,64117.87,93.8,2387220.75,1175817.64,0,Cloudy
2026-02-23,Monday,Green Line,293,104015,33.5,29.6,46207.2,88.1,2347671.66,3285940.68,0,Clear
2026-02-15,Sunday,Blue Line,97,23862,35.3,56.6,14777.71,93.9,528314.84,582953.7,1,Smoggy
2026-02-16,Monday,Violet Line,293,106066,41.2,46.6,49176.73,96.4,2577164.78,1531648.68,0,Foggy
2026-01-03,Saturday,Yellow Line,155,50065,44.6,49.3,40421.63,88.4,1177556.51,1622667.82,0,Foggy
2026-01-31,Saturday,Green Line,358,150718,30.9,29.6,89524.69,83.0,4130860.37,3220085.35,0,Rainy
2026-02-22,Sunday,Yellow Line,68,18632,40.6,49.3,10439.73,93.2,406484.52,474144.75,1,Smoggy
2026-01-11,Sunday,Violet Line,166,61254,33.6,46.6,28115.62,77.8,1206608.61,1319213.79,1,Cloudy
2026-02-17,Tuesday,Violet Line,136,55216,32.2,46.6,21517.47,85.8,1293397.28,876863.78,0,Cloudy
2026-01-24,Saturday,Red Line,367,140928,41.8,25.1,85463.83,91.2,2664716.5,3278452.05,0,Smoggy
2026-02-17,Tuesday,Green Line,163,68949,41.8,29.6,39351.06,97.8,1745181.38,1218895.36,0,Rainy
2026-01-24,Saturday,Blue Line,232,72384,45.0,56.6,44052.51,80.9,1541425.63,1742903.72,0,Clear
2026-01-13,Tuesday,Green Line,200,75200,35.2,29.6,55186.78,91.4,1627864.73,1584732.22,0,Foggy
2026-02-26,Thursday,Green Line,119,49861,38.9,29.6,31769.49,89.6,1308188.5,1402093.69,1,Clear
2026-01-19,Monday,Red Line,156,42120,35.8,25.1,27464.71,91.2,835132.09,1729800.2,0,Cloudy
2026-01-09,Friday,Blue Line,283,125086,31.0,56.6,44329.46,96.8,2591892.86,2422664.73,0,Clear
2026-02-16,Monday,Red Line,307,135080,38.8,25.1,52344.64,95.4,3185710.95,2387500.39,0,Foggy
2026-01-04,Sunday,Red Line,122,33306,31.8,25.1,25975.73,79.9,650248.15,1388782.86,1,Cloudy
2026-02-19,Thursday,Blue Line,282,112800,37.8,56.6,63257.34,85.4,2338777.87,2578008.51,0,Clear
2026-01-17,Saturday,Violet Line,378,76734,42.9,46.6,83063.41,85.1,1859751.46,3799830.46,0,Foggy
2026-01-27,Tuesday,Green Line,124,55056,42.1,29.6,21845.47,85.1,1351022.34,1357009.08,0,Clear
2026-01-03,Saturday,Yellow Line,157,31400,41.7,49.3,43033.54,80.2,868820.47,1124259.19,0,Clear
2026-02-06,Friday,Blue Line,157,61073,41.8,56.6,41028.68,91.1,1548770.3,1445104.76,0,Foggy
2026-01-26,Monday,Violet Line,112,48048,37.8,46.6,20712.35,96.0,1277769.75,1209122.55,1,Rainy
2026-01-15,Thursday,Green Line,213,57297,41.2,29.6,37777.54,90.8,1484213.69,1752806.08,0,Cloudy
2026-01-18,Sunday,Red Line,126,35910,35.9,25.1,25857.64,80.4,873458.34,707855.95,1,Rainy
2026-02-20,Friday,Red Line,263,82319,37.3,25.1,53918.87,98.0,2075858.59,1976726.17,0,Clear
2026-02-06,Friday,Yellow Line,181,73124,30.8,49.3,29111.79,79.2,1738592.63,1311217.0,0,Clear
2026-01-01,Thursday,Violet Line,137,58088,42.2,46.6,28276.19,95.0,1082940.11,715668.87,0,Clear
2026-02-07,Saturday,Green Line,363,156090,44.5,29.6,100987.33,94.0,3002658.01,4325903.31,0,Clear
2026-01-13,Tuesday,Violet Line,333,114219,38.3,46.6,62617.71,96.0,3141917.63,1818728.93,0,Foggy
2026-01-12,Monday,Green Line,218,67580,41.3,29.6,33249.92,75.5,1277581.14,1644475.88,0,Clear
2026-01-07,Wednesday,Red Line,340,134300,39.6,25.1,92365.87,83.8,3350672.52,2491827.59,0,Clear
2026-01-05,Monday,Red Line,332,124832,34.3,25.1,70641.79,93.7,2383028.29,2208655.46,0,Clear
2026-01-18,Sunday,Green Line,144,61920,41.8,29.6,32986.77,76.5,1528957.18,798020.8,1,Clear
2026-01-07,Wednesday,Yellow Line,128,42112,43.2,49.3,35812.85,94.5,1053088.26,783468.69,0,Clear
2026-02-27,Friday,Green Line,153,31518,35.6,29.6,33259.54,89.8,595827.58,1140457.42,0,Cloudy
2026-02-12,Thursday,Green Line,250,76750,43.3,29.6,49411.36,79.4,1648079.24,1722206.88,0,Clear
2026-01-30,Friday,Violet Line,178,57672,39.6,46.6,47649.29,75.2,1206733.44,1004473.39,0,Foggy
2026-01-16,Friday,Green Line,269,90115,36.7,29.6,49548.62,81.4,1622274.94,1845066.39,0,Foggy
2026-02-07,Saturday,Green Line,210,48930,31.4,29.6,43303.4,78.6,1068678.0,1127988.32,0,Smoggy
2026-01-05,Monday,Violet Line,168,50232,43.8,46.6,26443.38,84.3,978252.23,1648121.74,0,Foggy
2026-01-12,Monday,Violet Line,157,48199,33.5,46.6,33590.02,88.6,942600.13,983660.25,0,Foggy
2026-01-23,Friday,Blue Line,250,78000,30.0,56.6,64040.04,82.5,1551720.15,1691883.43,0,Foggy
2026-01-30,Friday,Blue Line,243,74358,40.4,56.6,45867.03,91.2,1478490.39,2660509.02,0,Smoggy
2026-02-13,Friday,Violet Line,252,70308,42.9,46.6,66385.92,84.9,1695710.0,2893556.84,0,Rainy
2026-02-25,Wednesday,Yellow Line,319,106227,40.0,49.3,50006.81,93.3,2595772.73,1793603.18,0,Foggy
2026-02-27,Friday,Blue Line,265,64660,30.4,56.6,41198.59,90.0,1248146.67,1968633.18,0,Rainy
2026-02-08,Sunday,Green Line,61,19886,31.6,29.6,9562.7,82.7,487815.53,620113.08,1,Rainy
2026-02-07,Saturday,Red Line,308,116732,39.6,25.1,70843.56,91.0,2652288.67,1590988.25,0,Smoggy
2026-01-23,Friday,Green Line,245,98980,33.1,29.6,44710.12,80.6,2379730.21,1707781.75,0,Foggy
2026-01-06,Tuesday,Blue Line,186,63240,40.3,56.6,45279.28,75.9,1363474.73,1033943.05,0,Clear
2026-01-09,Friday,Green Line,296,120176,30.8,29.6,61742.16,86.7,3247850.11,1877516.34,0,Clear
2026-02-07,Saturday,Yellow Line,178,46102,40.9,49.3,35294.88,87.1,886896.5,1153349.94,0,Clear
2026-02-24,Tuesday,Yellow Line,239,54492,31.1,49.3,49848.43,82.4,1375690.23,1289694.78,0,Foggy
2026-02-11,Wednesday,Green Line,140,42280,37.0,29.6,38044.86,96.6,970274.93,1290797.98,0,Clear
2026-02-24,Tuesday,Blue Line,267,103062,43.9,56.6,43505.58,78.7,1950413.63,2129387.42,0,Foggy
2026-02-17,Tuesday,Green Line,246,50430,42.2,29.6,61962.24,94.6,1033553.62,2063693.55,0,Rainy
2026-01-12,Monday,Green Line,167,46593,31.7,29.6,44845.91,95.6,1193210.91,1718245.38,0,Smoggy
2026-02-14,Saturday,Red Line,309,80649,41.7,25.1,73254.84,92.7,1519786.21,3688369.19,0,Foggy
2026-01-09,Friday,Red Line,311,84281,35.9,25.1,67380.54,94.8,2215148.99,1950820.45,0,Smoggy
2026-02-12,Thursday,Yellow Line,223,54189,41.0,49.3,35745.37,94.8,1208182.77,1610665.76,0,Foggy
2026-02-10,Tuesday,Red Line,369,129888,43.0,25.1,76434.09,87.5,2453992.68,2768053.99,0,Foggy
2026-01-27,Tuesday,Yellow Line,326,70416,40.7,49.3,67921.18,89.6,1765990.96,1845992.04,0,Cloudy
2026-01-26,Monday,Yellow Line,190,84550,43.1,49.3,48645.93,85.3,2200211.67,1751844.8,1,Foggy
2026-01-28,Wednesday,Violet Line,171,59850,42.6,46.6,27335.14,85.6,1159543.95,943435.44,0,Rainy
2026-01-15,Thursday,Yellow Line,267,113475,41.3,49.3,62935.63,92.8,2217660.55,1354952.47,0,Clear
2026-01-18,Sunday,Violet Line,75,17400,33.3,46.6,15568.8,77.5,406175.46,489194.37,1,Clear
2026-01-31,Saturday,Red Line,310,113150,37.9,25.1,48691.3,78.4,2586182.89,2087946.95,0,Foggy
2026-02-28,Saturday,Violet Line,313,70738,40.8,46.6,68330.68,95.0,1509412.95,3394879.29,0,Foggy
2026-02-04,Wednesday,Blue Line,206,59328,38.0,56.6,31380.35,91.1,1366907.66,1851136.78,0,Smoggy
2026-01-13,Tuesday,Blue Line,371,82733,33.5,56.6,93217.63,82.7,2012497.65,3576290.21,0,Cloudy
2026-02-13,Friday,Blue Line,166,68724,42.9,56.6,29518.81,77.1,1276214.11,830990.02,0,Foggy
2026-01-31,Saturday,Yellow Line,317,86224,36.8,49.3,49823.6,76.5,1950449.51,2994305.05,0,Foggy
2026-02-13,Friday,Blue Line,155,35805,31.1,56.6,35350.2,86.1,754372.35,1263080.76,0,Clear
2026-01-16,Friday,Green Line,356,158776,37.0,29.6,71280.97,83.4,3901764.53,2492087.25,0,Rainy
2026-01-03,Saturday,Green Line,351,106353,37.1,29.6,92635.79,80.8,2295983.49,1822193.4,0,Clear
2026-01-05,Monday,Red Line,330,75900,36.0,25.1,91115.39,94.5,1982104.46,2220346.22,0,Cloudy
2026-02-11,Wednesday,Red Line,237,65649,39.9,25.1,59195.88,92.5,1789830.37,2107154.93,0,Clear
2026-02-17,Tuesday,Red Line,151,32163,40.9,25.1,31727.73,86.0,835025.11,1069735.52,0,Cloudy
2026-02-07,Saturday,Green Line,166,44820,44.2,29.6,41482.65,78.7,1164497.31,1661413.1,0,Clear
2026-01-31,Saturday,Red Line,252,52164,40.8,25.1,68037.9,88.7,1110451.52,1751161.23,0,Clear
2026-01-25,Sunday,Green Line,189,67851,33.7,29.6,42671.28,93.4,1826761.29,1661108.18,1,Cloudy
2026-02-28,Saturday,Violet Line,299,99268,35.9,46.6,67388.0,91.8,2591798.35,2998243.37,0,Foggy
2026-01-30,Friday,Red Line,210,65100,31.8,25.1,54666.7,84.1,1414621.63,1957697.44,0,Foggy
2026-02-07,Saturday,Violet Line,179,42244,38.4,46.6,28500.99,83.1,776387.86,1931931.19,0,Foggy
2026-02-02,Monday,Yellow Line,126,34524,31.8,49.3,29045.74,82.2,737992.58,1476595.33,0,Rainy
2026-01-16,Friday,Yellow Line,283,112068,35.2,49.3,54475.05,95.1,2401950.12,2638344.41,0,Cloudy
2026-01-26,Monday,Green Line,107,39055,31.4,29.6,20186.03,81.2,738806.1,1166905.67,1,Clear
2026-02-24,Tuesday,Violet Line,158,40290,36.3,46.6,36144.87,87.7,763028.11,1266688.16,0,Clear
2026-01-28,Wednesday,Yellow Line,261,92655,30.0,49.3,41926.42,96.2,2247466.93,2477972.5,0,Cloudy
2026-01-02,Friday,Green Line,243,107406,43.3,29.6,59503.52,92.1,2958679.33,2495435.24,0,Cloudy
2026-02-01,Sunday,Yellow Line,159,34662,30.7,49.3,42868.72,94.0,885859.63,1692935.25,1,Clear
2026-02-03,Tuesday,Yellow Line,140,30660,35.9,49.3,34084.32,84.4,753235.87,929809.12,0,Cloudy
2026-02-18,Wednesday,Yellow Line,328,91512,43.1,49.3,88747.82,90.6,1710946.45,2261399.17,0,Foggy
2026-01-25,Sunday,Green Line,153,57222,32.9,29.6,32044.32,97.8,1255743.34,1364907.27,1,Cloudy
2026-01-14,Wednesday,Blue Line,187,54604,43.0,56.6,50516.14,96.6,1524861.97,1524023.25,0,Clear
2026-02-02,Monday,Yellow Line,252,52668,43.6,49.3,46720.53,75.2,1200158.41,1418195.8,0,Foggy
2026-01-09,Friday,Yellow Line,257,90978,42.3,49.3,66471.58,90.4,2343562.42,1344046.56,0,Cloudy
2026-02-06,Friday,Violet Line,290,89900,44.9,46.6,59112.71,84.8,2232172.37,1929632.23,0,Cloudy
2026-02-27,Friday,Green Line,234,95238,43.0,29.6,65458.48,87.6,1828870.19,1761516.18,0,Clear
2026-01-03,Saturday,Red Line,261,81954,41.4,25.1,48237.78,78.2,2129404.28,2473433.86,0,Cloudy
2026-02-06,Friday,Blue Line,256,114944,30.3,56.6,54592.0,88.1,2670632.99,1984813.72,0,Clear
2026-01-20,Tuesday,Yellow Line,350,94150,30.6,49.3,78475.97,76.8,1764797.25,3155134.11,0,Smoggy
2026-01-05,Monday,Green Line,344,149296,33.8,29.6,61351.4,85.2,3399152.36,2736389.25,0,Rainy
2026-01-24,Saturday,Violet Line,156,53196,40.8,46.6,39569.66,95.5,1016538.89,1573387.26,0,Smoggy
2026-01-19,Monday,Blue Line,292,98696,41.9,56.6,80482.57,87.2,2348041.86,2914097.86,0,Smoggy
2026-02-24,Tuesday,Green Line,269,112442,33.6,29.6,44038.14,93.3,2029184.3,1609327.74,0,Clear
2026-02-10,Tuesday,Blue Line,276,74520,44.7,56.6,57091.46,85.0,2016340.7,2986485.18,0,Rainy
2026-02-02,Monday,Blue Line,307,131396,31.8,56.6,57878.94,88.0,3413922.77,3228842.06,0,Cloudy
2026-02-01,Sunday,Red Line,106,25546,40.1,25.1,20556.91,93.8,525298.81,1243444.67,1,Foggy
2026-01-02,Friday,Yellow Line,151,64175,33.8,49.3,30626.12,84.8,1276440.52,1180839.05,0,Foggy
2026-01-10,Saturday,Violet Line,218,73248,36.0,46.6,33563.87,92.0,2019995.57,1787702.66,0,Smoggy
2026-02-14,Saturday,Green Line,337,137159,35.0,29.6,57672.67,90.0,3745992.12,1755696.75,0,Cloudy
2026-02-27,Friday,Yellow Line,123,51660,32.9,49.3,27429.0,93.6,1370306.21,1393435.33,0,Clear
2026-01-06,Tuesday,Violet Line,207,69345,37.8,46.6,35615.84,88.3,1927029.83,2463938.51,0,Foggy
2026-01-07,Wednesday,Green Line,332,66732,42.1,29.6,91299.34,85.8,1285676.41,1721080.54,0,Foggy
2026-01-31,Saturday,Red Line,235,92355,38.8,25.1,60208.09,97.9,2363435.5,2560422.34,0,Rainy
2026-01-03,Saturday,Blue Line,141,50337,30.1,56.6,38585.4,88.1,1381980.73,834846.69,0,Clear
2026-01-23,Friday,Blue Line,300,96000,35.4,56.6,63381.48,83.0,2634967.96,2963829.81,0,Clear
2026-01-07,Wednesday,Red Line,277,86978,36.7,25.1,59636.78,84.2,2366630.47,2320387.8,0,Foggy
2026-02-09,Monday,Green Line,237,101673,34.5,29.6,56967.96,85.0,2344510.77,1231485.36,0,Rainy
2026-01-01,Thursday,Yellow Line,134,39128,32.4,49.3,37102.03,86.2,713386.26,675541.32,0,Clear
2026-02-26,Thursday,Red Line,65,17940,35.0,25.1,11205.95,94.1,458925.46,771240.19,1,Clear
2026-01-05,Monday,Yellow Line,345,133170,38.3,49.3,95885.15,82.6,2399315.05,2658524.62,0,Smoggy
2026-02-01,Sunday,Yellow Line,90,19890,36.4,49.3,20081.51,90.5,365393.02,945135.92,1,Foggy
2026-02-03,Tuesday,Yellow Line,208,44928,30.3,49.3,48777.91,82.2,1110306.06,2437628.37,0,Rainy
2026-01-03,Saturday,Violet Line,336,79632,39.2,46.6,69566.87,95.2,1684644.27,3818030.42,0,Cloudy
2026-02-05,Thursday,Yellow Line,282,97290,43.4,49.3,73131.88,92.5,2276916.18,1749668.97,0,Foggy
2026-01-24,Saturday,Blue Line,329,137851,38.7,56.6,79084.23,97.4,2958747.46,1666482.53,0,Foggy
2026-02-26,Thursday,Red Line,76,33668,30.5,25.1,18011.96,91.3,865080.64,841682.1,1,Foggy
2026-01-04,Sunday,Yellow Line,190,85120,38.7,49.3,37810.97,81.1,1775646.41,1917991.25,1,Foggy
2026-02-07,Saturday,Violet Line,343,73745,32.8,46.6,75078.35,78.7,1992893.46,3662961.72,0,Foggy
2026-02-15,Sunday,Yellow Line,124,45880,40.8,49.3,22502.77,92.5,913864.48,1151139.09,1,Cloudy
2026-01-12,Monday,Green Line,296,84656,44.2,29.6,66669.03,95.6,2034555.03,3126983.04,0,Rainy
2026-01-28,Wednesday,Violet Line,335,142375,35.4,46.6,81489.8,90.8,3029024.42,2977878.68,0,Cloudy
2026-01-16,Friday,Yellow Line,320,132800,40.3,49.3,83445.76,75.3,3207593.61,2910780.28,0,Foggy
2026-01-05,Monday,Yellow Line,181,71314,40.2,49.3,31898.98,96.5,1775230.92,1448049.5,0,Foggy
2026-02-12,Thursday,Yellow Line,369,98892,30.1,49.3,100229.07,89.0,2414011.9,3206916.12,0,Foggy
2026-02-25,Wednesday,Red Line,262,59474,34.7,25.1,46053.6,95.1,1102468.23,1848250.39,0,Clear
2026-01-02,Friday,Blue Line,325,86775,41.5,56.6,69456.34,76.0,2204158.19,3040741.02,0,Smoggy
2026-01-08,Thursday,Blue Line,232,61016,43.2,56.6,64265.71,95.9,1585199.95,2736969.31,0,Foggy
2026-02-13,Friday,Violet Line,376,111672,40.1,46.6,95300.29,77.3,2989823.52,3701376.74,0,Foggy
2026-01-01,Thursday,Violet Line,266,75278,36.2,46.6,71393.12,79.1,1523773.87,2282171.06,0,Foggy
2026-02-26,Thursday,Blue Line,187,79101,42.1,56.6,39981.72,91.6,1572986.4,2028964.01,1,Foggy
2026-01-16,Friday,Green Line,138,39882,39.3,29.6,26898.15,85.7,891039.82,1267112.37,0,Clear
2026-02-06,Friday,Yellow Line,143,54769,37.8,49.3,33831.1,93.8,1090556.08,889758.75,0,Clear
2026-02-23,Monday,Green Line,256,93696,37.7,29.6,47415.71,97.5,1904867.13,2313273.79,0,Clear
2026-02-20,Friday,Violet Line,372,87048,36.6,46.6,86904.48,91.3,1608556.1,3939021.05,0,Clear
2026-01-16,Friday,Red Line,146,39128,40.4,25.1,34495.72,92.6,971590.19,1197855.9,0,Clear
2026-02-03,Tuesday,Red Line,228,77976,39.8,25.1,50823.76,78.0,1771156.82,1194183.59,0,Clear
2026-01-19,Monday,Red Line,231,51282,36.1,25.1,49759.37,85.4,1394578.68,2582967.61,0,Smoggy
2026-01-16,Friday,Blue Line,275,60500,33.9,56.6,43093.66,80.9,1153703.59,1639470.26,0,Foggy
2026-01-29,Thursday,Yellow Line,228,77976,37.2,49.3,40472.91,83.5,1964275.29,1569298.86,0,Foggy
2026-01-09,Friday,Red Line,340,117300,38.4,25.1,93824.01,95.7,3134553.59,3060745.21,0,Clear
2026-02-24,Tuesday,Red Line,315,83160,30.7,25.1,59348.47,87.1,2237285.64,3739814.83,0,Foggy
2026-02-08,Sunday,Yellow Line,63,13104,30.4,49.3,16900.67,75.4,349478.08,566976.27,1,Clear
2026-02-14,Saturday,Red Line,239,65247,38.8,25.1,51721.87,89.0,1397113.61,2256016.23,0,Foggy
2026-01-20,Tuesday,Yellow Line,334,68470,30.5,49.3,53526.29,84.4,1572642.23,3311158.1,0,Clear
2026-01-16,Friday,Green Line,311,110094,39.7,29.6,66057.13,90.6,2376291.31,3103943.39,0,Foggy
2026-02-18,Wednesday,Green Line,372,99696,37.9,29.6,94445.88,82.6,2062806.11,2094727.03,0,Clear
2026-02-27,Friday,Green Line,197,49644,31.7,29.6,45461.94,89.4,932913.3,2342607.36,0,Foggy
2026-02-17,Tuesday,Blue Line,324,127008,44.3,56.6,81663.19,86.5,3280421.06,3057620.12,0,Foggy
2026-02-13,Friday,Violet Line,279,73935,41.7,46.6,61100.99,96.5,1545381.24,2308784.44,0,Foggy
2026-02-21,Saturday,Red Line,246,107994,33.8,25.1,64638.27,94.8,2890055.8,1839158.59,0,Cloudy
2026-02-23,Monday,Yellow Line,245,99225,40.8,49.3,67040.65,88.5,2424980.55,1327815.1,0,Clear
2026-02-21,Saturday,Green Line,334,84168,41.5,29.6,56322.49,75.4,2001663.66,2761843.79,0,Foggy
2026-02-14,Saturday,Violet Line,196,58800,41.8,46.6,42298.42,85.0,1079414.63,1592546.65,0,Clear
2026-02-15,Sunday,Blue Line,196,74872,40.8,56.6,47304.8,93.3,1551670.19,2026666.83,1,Cloudy
2026-01-07,Wednesday,Green Line,138,41262,37.9,29.6,23019.15,94.5,761062.23,1255740.2,0,Foggy
2026-02-25,Wednesday,Violet Line,311,101386,35.1,46.6,77834.7,83.6,2556934.35,3073794.32,0,Clear
2026-02-17,Tuesday,Violet Line,344,70176,42.7,46.6,95376.1,95.7,1419246.4,2878617.06,0,Clear
2026-01-11,Sunday,Blue Line,184,79672,41.1,56.6,29075.83,93.4,1688976.9,1241992.84,1,Foggy
2026-01-25,Sunday,Red Line,194,58200,43.2,25.1,37969.41,78.7,1506207.56,1725885.58,1,Rainy
2026-02-06,Friday,Yellow Line,314,64998,38.8,49.3,86290.49,82.1,1464758.15,1775964.27,0,Clear
2026-01-11,Sunday,Yellow Line,141,34827,34.4,49.3,36522.78,80.7,663201.53,1294885.27,1,Cloudy
2026-01-01,Thursday,Red Line,279,94860,40.9,25.1,77324.9,83.2,2650826.73,3089581.83,0,Clear
2026-02-23,Monday,Blue Line,187,67881,42.3,56.6,46285.45,89.1,1279785.04,1325990.81,0,Foggy
2026-01-04,Sunday,Red Line,167,49432,42.1,25.1,37176.75,96.3,1033558.41,1891456.9,1,Clear
2026-01-15,Thursday,Green Line,185,74925,33.2,29.6,35994.34,78.7,1388421.04,1562807.35,0,Clear
2026-01-11,Sunday,Violet Line,88,27544,40.3,46.6,24608.61,86.9,738344.05,771104.61,1,Smoggy
2026-01-30,Friday,Green Line,243,61479,31.5,29.6,56984.01,95.2,1288228.78,1687168.25,0,Clear
2026-02-27,Friday,Yellow Line,370,126540,33.7,49.3,98515.7,89.3,3082712.03,2737657.09,0,Rainy
2026-02-19,Thursday,Violet Line,255,99195,37.6,46.6,47456.95,87.8,2411398.19,2887755.51,0,Rainy
2026-02-08,Sunday,Yellow Line,106,34556,33.0,49.3,21801.36,89.0,769394.38,880914.37,1,Rainy
2026-02-13,Friday,Blue Line,330,68970,32.5,56.6,68256.18,87.9,1861118.71,2357523.53,0,Rainy
2026-02-28,Saturday,Violet Line,208,70720,35.0,46.6,55364.05,85.2,1726713.66,2202059.51,0,Cloudy
2026-02-08,Sunday,Green Line,150,52500,38.7,29.6,30090.93,82.0,1153259.58,1540423.5,1,Cloudy
2026-01-23,Friday,Yellow Line,199,51939,36.7,49.3,33515.08,84.7,1184625.53,1088905.2,0,Rainy
2026-01-31,Saturday,Blue Line,273,107562,39.4,56.6,51676.02,92.9,2032464.5,1538682.26,0,Rainy
2026-01-03,Saturday,Blue Line,127,50292,33.9,56.6,28371.39,89.4,961510.99,941198.52,0,Foggy
