date,day,hour,station,line,footfall_count,direction,is_peak_hour,is_holiday,weather
2026-02-26,Thursday,11,Pulbangash,Red Line,97,Down,0,1,Cloudy
2026-02-23,Monday,5,Samaypur Badli,Yellow Line,148,Up,0,0,Foggy
2026-01-05,Monday,13,Samaypur Badli,Yellow Line,310,Down,0,0,Cloudy
2026-01-06,Tuesday,12,Lajpat Nagar,Violet Line,778,Down,0,0,Clear
2026-02-19,Thursday,15,Sarai,Violet Line,89,Up,0,0,Smoggy
2026-02-23,Monday,11,Udyog Bhawan,Yellow Line,190,Up,0,0,Foggy
2026-02-16,Monday,8,New Delhi,Yellow Line,1830,Down,1,0,Rainy
2026-01-04,Sunday,7,Jama Masjid,Violet Line,93,Up,0,1,Foggy
2026-01-08,Thursday,8,Paschim Vihar West,Green Line,361,Down,1,0,Rainy
2026-02-14,Saturday,19,Dilshad Garden,Red Line,946,Down,1,0,Cloudy
2026-01-28,Wednesday,18,Kailash Colony,Violet Line,497,Down,1,0,Clear
2026-02-24,Tuesday,23,Uttam Nagar East,Blue Line,52,Down,0,0,Foggy
2026-01-03,Saturday,12,Pitampura,Red Line,359,Up,0,0,Clear
2026-01-08,Thursday,20,Old Faridabad,Violet Line,219,Up,0,0,Cloudy
2026-01-24,Saturday,16,Netaji Subhash Place,Red Line,177,Up,0,0,Foggy
2026-02-01,Sunday,20,Shastri Nagar,Red Line,84,Up,0,1,Foggy
2026-01-13,Tuesday,8,Arjan Garh,Yellow Line,478,Up,1,0,Cloudy
2026-02-16,Monday,9,Govindpuri,Violet Line,507,Down,1,0,Clear
2026-01-08,Thursday,6,Sikanderpur,Yellow Line,279,Up,0,0,Smoggy
2026-02-12,Thursday,15,Shastri Nagar,Red Line,73,Down,0,0,Cloudy
2026-01-15,Thursday,21,Vidhan Sabha,Yellow Line,94,Up,0,0,Clear
2026-02-02,Monday,16,Kirti Nagar,Blue Line,164,Up,0,0,Clear
2026-01-26,Monday,21,Noida Sector 15,Blue Line,96,Up,0,1,Rainy
2026-02-23,Monday,8,Maharaja Surajmal Stadium,Green Line,335,Down,1,0,Rainy
2026-02-18,Wednesday,15,Haiderpur Badli Mor,Yellow Line,75,Up,0,0,Smoggy
2026-02-09,Monday,5,Jama Masjid,Violet Line,81,Up,0,0,Cloudy
2026-01-01,Thursday,21,Madipur,Green Line,137,Up,0,0,Foggy
2026-02-20,Friday,6,Sarita Vihar,Violet Line,43,Down,0,0,Foggy
2026-01-01,Thursday,13,Ghitorni,Yellow Line,271,Up,0,0,Clear
2026-02-04,Wednesday,9,Peeragarhi,Green Line,419,Up,1,0,Clear
2026-01-16,Friday,17,Tis Hazari,Red Line,665,Down,1,0,Foggy
2026-02-21,Saturday,11,Guru Dronacharya,Yellow Line,350,Down,0,0,Clear
2026-02-22,Sunday,5,Shahdara,Red Line,92,Up,0,1,Foggy
2026-01-24,Saturday,7,Punjabi Bagh,Green Line,162,Down,0,0,Clear
2026-01-26,Monday,23,Rajouri Garden,Blue Line,219,Down,0,1,Clear
2026-01-19,Monday,17,Kanhaiya Nagar,Red Line,365,Down,1,0,Foggy
2026-01-17,Saturday,12,Rithala,Red Line,206,Up,0,0,Foggy
2026-02-26,Thursday,20,Race Course,Yellow Line,82,Down,0,1,Cloudy
2026-01-05,Monday,15,Janakpuri West,Blue Line,172,Down,0,0,Clear
2026-01-05,Monday,6,Janpath,Violet Line,76,Down,0,0,Foggy
2026-01-22,Thursday,20,Azadpur,Yellow Line,739,Down,0,0,Foggy
2026-02-24,Tuesday,21,Vishwavidyalaya,Yellow Line,404,Up,0,0,Foggy
2026-02-05,Thursday,19,Neelam Chowk Ajronda,Violet Line,363,Up,1,0,Clear
2026-01-30,Friday,21,ITO,Violet Line,76,Down,0,0,Smoggy
2026-02-18,Wednesday,6,Janpath,Violet Line,164,Down,0,0,Foggy
2026-01-26,Monday,23,Kohat Enclave,Red Line,54,Down,0,1,Clear
2026-01-21,Wednesday,6,Old Faridabad,Violet Line,96,Down,0,0,Foggy
2026-01-08,Thursday,7,Rohini West,Red Line,348,Down,0,0,Cloudy
2026-01-24,Saturday,10,Paschim Vihar East,Green Line,478,Down,1,0,Foggy
2026-02-16,Monday,5,Moolchand,Violet Line,138,Down,0,0,Smoggy
2026-01-03,Saturday,17,Old Faridabad,Violet Line,263,Up,1,0,Smoggy
2026-01-31,Saturday,14,Nangloi,Green Line,129,Up,0,0,Foggy
2026-01-24,Saturday,18,ITO,Violet Line,222,Down,1,0,Clear
2026-02-21,Saturday,8,Rajouri Garden,Blue Line,961,Up,1,0,Clear
2026-02-27,Friday,15,Khan Market,Violet Line,54,Down,0,0,Clear
2026-01-10,Saturday,5,Noida Sector 16,Blue Line,96,Down,0,0,Foggy
2026-01-06,Tuesday,14,Kanhaiya Nagar,Red Line,79,Down,0,0,Rainy
2026-01-10,Saturday,22,Paschim Vihar West,Green Line,62,Up,0,0,Smoggy
2026-01-21,Wednesday,5,Udyog Nagar,Green Line,55,Down,0,0,Clear
2026-01-18,Sunday,23,Ghitorni,Yellow Line,87,Down,0,1,Clear
2026-02-12,Thursday,6,MG Road,Yellow Line,125,Up,0,0,Foggy
2026-02-18,Wednesday,12,Bata Chowk,Violet Line,369,Up,0,0,Rainy
2026-01-09,Friday,13,Kashmere Gate,Yellow Line,936,Up,0,0,Foggy
2026-02-10,Tuesday,18,Old Faridabad,Violet Line,565,Down,1,0,Smoggy
2026-02-09,Monday,13,Welcome,Red Line,272,Up,0,0,Clear
2026-01-18,Sunday,17,Mohan Estate,Violet Line,104,Up,1,1,Foggy
2026-02-04,Wednesday,22,Shastri Park,Red Line,122,Down,0,0,Cloudy
2026-01-20,Tuesday,11,Moti Nagar,Blue Line,174,Up,0,0,Clear
2026-01-20,Tuesday,21,Vidhan Sabha,Yellow Line,65,Down,0,0,Cloudy
2026-02-23,Monday,14,Mewala Maharajpur,Violet Line,51,Down,0,0,Rainy
2026-01-03,Saturday,14,Madipur,Green Line,146,Down,0,0,Cloudy
2026-01-15,Thursday,21,Mundka,Green Line,32,Down,0,0,Clear
2026-01-25,Sunday,20,Paschim Vihar West,Green Line,74,Up,0,1,Foggy
2026-01-07,Wednesday,17,Dilshad Garden,Red Line,1261,Down,1,0,Rainy
2026-01-15,Thursday,22,Nangloi,Green Line,118,Up,0,0,Foggy
2026-01-14,Wednesday,5,Sarita Vihar,Violet Line,58,Up,0,0,Smoggy
2026-01-23,Friday,14,Govindpuri,Violet Line,65,Up,0,0,Clear
2026-02-16,Monday,12,Pratap Nagar,Red Line,288,Down,0,0,Smoggy
2026-01-29,Thursday,9,Paschim Vihar West,Green Line,729,Up,1,0,Foggy
2026-01-21,Wednesday,20,Shastri Nagar,Red Line,255,Up,0,0,Smoggy
2026-02-20,Friday,18,Arjan Garh,Yellow Line,441,Up,1,0,Rainy
2026-02-28,Saturday,20,Nangloi Railway Station,Green Line,174,Up,0,0,Foggy
2026-02-27,Friday,18,Sarai,Violet Line,424,Up,1,0,Foggy
2026-02-02,Monday,16,Raja Nahar Singh,Violet Line,286,Down,0,0,Smoggy
2026-01-31,Saturday,21,Rajendra Place,Blue Line,95,Up,0,0,Foggy
2026-02-22,Sunday,6,Kalkaji Mandir,Violet Line,94,Down,0,1,Cloudy
2026-02-15,Sunday,19,Chhattarpur,Yellow Line,89,Down,1,1,Foggy
2026-02-18,Wednesday,14,Nehru Place,Violet Line,209,Up,0,0,Cloudy
2026-02-03,Tuesday,6,Uttam Nagar East,Blue Line,52,Down,0,0,Cloudy
2026-01-18,Sunday,14,Raja Nahar Singh,Violet Line,94,Down,0,1,Cloudy
2026-01-05,Monday,15,Inderlok,Red Line,63,Up,0,0,Rainy
2026-01-17,Saturday,21,Maharaja Surajmal Stadium,Green Line,166,Up,0,0,Smoggy
2026-02-07,Saturday,10,Seelampur,Red Line,559,Down,1,0,Clear
2026-02-13,Friday,6,Hauz Khas,Yellow Line,449,Down,0,0,Smoggy
2026-01-13,Tuesday,5,Madipur,Green Line,85,Up,0,0,Clear
2026-01-02,Friday,9,New Delhi,Yellow Line,1510,Up,1,0,Cloudy
2026-01-08,Thursday,21,Pitampura,Red Line,77,Down,0,0,Foggy
2026-02-25,Wednesday,15,Peeragarhi,Green Line,45,Down,0,0,Clear
2026-01-11,Sunday,21,Sultanpur,Yellow Line,84,Up,0,1,Cloudy
2026-02-22,Sunday,12,Satguru Ram Singh Marg,Green Line,115,Up,0,1,Smoggy
2026-01-25,Sunday,22,Chandni Chowk,Yellow Line,263,Down,0,1,Clear
2026-02-14,Saturday,20,Patel Chowk,Yellow Line,200,Up,0,0,Cloudy
2026-02-13,Friday,9,Dwarka Sector 8,Blue Line,366,Down,1,0,Foggy
2026-01-28,Wednesday,17,Jor Bagh,Yellow Line,273,Down,1,0,Foggy
2026-01-12,Monday,16,Kailash Colony,Violet Line,280,Down,0,0,Foggy
2026-01-27,Tuesday,8,Hauz Khas,Yellow Line,1091,Up,1,0,Foggy
2026-01-08,Thursday,6,Rohini East,Red Line,77,Up,0,0,Clear
2026-02-23,Monday,22,Moti Nagar,Blue Line,88,Down,0,0,Clear
2026-02-18,Wednesday,8,Nangloi Railway Station,Green Line,625,Up,1,0,Cloudy
2026-01-30,Friday,11,Nangloi Railway Station,Green Line,252,Up,0,0,Rainy
2026-02-23,Monday,8,Arjan Garh,Yellow Line,593,Down,1,0,Cloudy
2026-02-26,Thursday,18,Adarsh Nagar,Yellow Line,52,Down,1,1,Foggy
2026-02-04,Wednesday,15,Pulbangash,Red Line,45,Up,0,0,Clear
2026-02-13,Friday,18,Harkesh Nagar Okhla,Violet Line,446,Up,1,0,Clear
2026-01-16,Friday,13,Khan Market,Violet Line,254,Up,0,0,Foggy
2026-01-23,Friday,18,Janpath,Violet Line,550,Down,1,0,Clear
2026-01-20,Tuesday,20,Mewala Maharajpur,Violet Line,196,Down,0,0,Cloudy
2026-02-20,Friday,6,Badarpur Border,Violet Line,143,Down,0,0,Foggy
2026-01-20,Tuesday,13,Yamuna Bank,Blue Line,553,Down,0,0,Foggy
2026-01-28,Wednesday,16,Bata Chowk,Violet Line,306,Down,0,0,Rainy
2026-02-16,Monday,16,Kailash Colony,Violet Line,247,Up,0,0,Rainy
2026-01-10,Saturday,18,Rithala,Red Line,426,Down,1,0,Cloudy
2026-01-14,Wednesday,14,NHPC Chowk,Violet Line,65,Up,0,0,Clear
2026-01-22,Thursday,11,Welcome,Red Line,246,Up,0,0,Cloudy
2026-01-25,Sunday,20,New Delhi,Yellow Line,308,Down,0,1,Clear
2026-02-14,Saturday,18,Moolchand,Violet Line,268,Up,1,0,Foggy
2026-01-28,Wednesday,17,Sikanderpur,Yellow Line,1227,Up,1,0,Cloudy
2026-01-04,Sunday,13,ITO,Violet Line,118,Down,0,1,Foggy
2026-01-12,Monday,8,Patel Chowk,Yellow Line,431,Up,1,0,Foggy
2026-02-18,Wednesday,9,Janakpuri West,Blue Line,1287,Up,1,0,Foggy
2026-01-14,Wednesday,18,Madipur,Green Line,385,Up,1,0,Clear
2026-01-24,Saturday,16,Madipur,Green Line,300,Up,0,0,Clear
2026-01-10,Saturday,21,Tughlakabad,Violet Line,83,Up,0,0,Clear
2026-01-11,Sunday,17,Indraprastha,Blue Line,102,Up,1,1,Clear
2026-01-14,Wednesday,22,Seelampur,Red Line,111,Up,0,0,Cloudy
2026-01-04,Sunday,14,Shastri Nagar,Red Line,89,Down,0,1,Clear
2026-01-28,Wednesday,9,Sarai,Violet Line,652,Down,1,0,Smoggy
2026-01-21,Wednesday,18,Vishwavidyalaya,Yellow Line,1002,Up,1,0,Cloudy
2026-02-25,Wednesday,6,Samaypur Badli,Yellow Line,88,Down,0,0,Smoggy
2026-01-23,Friday,15,Satguru Ram Singh Marg,Green Line,71,Down,0,0,Foggy
2026-01-14,Wednesday,22,Sarai,Violet Line,93,Down,0,0,Foggy
2026-02-14,Saturday,11,Seelampur,Red Line,211,Up,0,0,Clear
2026-02-01,Sunday,5,Dwarka Sector 21,Blue Line,200,Down,0,1,Smoggy
2026-02-28,Saturday,16,Seelampur,Red Line,229,Up,0,0,Cloudy
2026-01-24,Saturday,9,Rithala,Red Line,798,Down,1,0,Rainy
2026-01-02,Friday,17,Malviya Nagar,Yellow Line,417,Up,1,0,Cloudy
2026-01-20,Tuesday,10,Inderlok,Red Line,360,Up,1,0,Clear
2026-02-14,Saturday,20,Maharaja Surajmal Stadium,Green Line,180,Down,0,0,Cloudy
2026-02-04,Wednesday,22,Rajiv Chowk,Blue Line,358,Up,0,0,Cloudy
2026-01-31,Saturday,21,Race Course,Yellow Line,80,Down,0,0,Foggy
2026-01-21,Wednesday,20,Hauz Khas,Yellow Line,1537,Up,0,0,Smoggy
2026-02-07,Saturday,12,Brigadier Hoshiar Singh,Green Line,247,Up,0,0,Rainy
2026-01-02,Friday,11,Tis Hazari,Red Line,283,Up,0,0,Cloudy
2026-02-24,Tuesday,16,Nehru Place,Violet Line,447,Up,0,0,Foggy
2026-01-03,Saturday,7,Race Course,Yellow Line,311,Down,0,0,Smoggy
2026-01-21,Wednesday,22,Yamuna Bank,Blue Line,275,Down,0,0,Smoggy
2026-01-10,Saturday,10,Janpath,Violet Line,551,Up,1,0,Foggy
2026-01-09,Friday,20,Inderlok,Red Line,259,Down,0,0,Foggy
2026-02-16,Monday,20,Janakpuri West,Blue Line,647,Up,0,0,Clear
2026-02-06,Friday,5,Tis Hazari,Red Line,88,Up,0,0,Clear
2026-02-07,Saturday,5,AIIMS,Yellow Line,98,Down,0,0,Foggy
2026-01-24,Saturday,11,Malviya Nagar,Yellow Line,238,Down,0,0,Clear
2026-01-28,Wednesday,22,Udyog Bhawan,Yellow Line,79,Up,0,0,Clear
2026-01-27,Tuesday,23,Race Course,Yellow Line,145,Down,0,0,Foggy
2026-02-11,Wednesday,5,Haiderpur Badli Mor,Yellow Line,50,Down,0,0,Clear
2026-01-04,Sunday,10,Old Faridabad,Violet Line,86,Down,1,1,Clear
2026-01-15,Thursday,13,Nangloi Railway Station,Green Line,228,Down,0,0,Cloudy
2026-02-23,Monday,22,Janpath,Violet Line,85,Down,0,0,Cloudy
2026-02-24,Tuesday,23,Malviya Nagar,Yellow Line,103,Down,0,0,Clear
2026-02-07,Saturday,5,Patel Chowk,Yellow Line,93,Down,0,0,Foggy
2026-02-03,Tuesday,5,Punjabi Bagh,Green Line,66,Up,0,0,Cloudy
2026-02-07,Saturday,10,Neelam Chowk Ajronda,Violet Line,271,Down,1,0,Clear
2026-01-25,Sunday,23,Govindpuri,Violet Line,79,Up,0,1,Cloudy
2026-01-21,Wednesday,15,Badkhal Mor,Violet Line,143,Down,0,0,Clear
2026-02-24,Tuesday,14,Jor Bagh,Yellow Line,86,Down,0,0,Foggy
2026-01-06,Tuesday,19,Lal Quila,Violet Line,653,Down,1,0,Smoggy
2026-01-29,Thursday,21,Mandi House,Blue Line,249,Up,0,0,Foggy
2026-02-25,Wednesday,8,Mewala Maharajpur,Violet Line,523,Up,1,0,Smoggy
2026-02-19,Thursday,13,Rajiv Chowk,Blue Line,832,Up,0,0,Foggy
2026-01-25,Sunday,17,Netaji Subhash Place,Red Line,62,Down,1,1,Cloudy
2026-02-24,Tuesday,23,Adarsh Nagar,Yellow Line,140,Down,0,0,Foggy
2026-02-17,Tuesday,20,Udyog Bhawan,Yellow Line,205,Down,0,0,Rainy
2026-02-18,Wednesday,18,Lal Quila,Violet Line,349,Up,1,0,Clear
2026-01-09,Friday,22,Chhattarpur,Yellow Line,93,Up,0,0,Foggy
2026-01-31,Saturday,15,Rithala,Red Line,104,Up,0,0,Clear
2026-02-19,Thursday,21,Neelam Chowk Ajronda,Violet Line,111,Down,0,0,Clear
2026-02-06,Friday,19,Sarita Vihar,Violet Line,407,Down,1,0,Clear
2026-01-17,Saturday,19,Jangpura,Violet Line,230,Up,1,0,Clear
2026-01-07,Wednesday,10,Udyog Nagar,Green Line,484,Down,1,0,Smoggy
2026-02-06,Friday,17,Kashmere Gate,Yellow Line,1766,Down,1,0,Clear
2026-01-12,Monday,20,Central Secretariat,Yellow Line,540,Down,0,0,Clear
2026-01-11,Sunday,5,Jahangirpuri,Yellow Line,90,Down,0,1,Cloudy
2026-01-03,Saturday,16,Hauz Khas,Yellow Line,801,Up,0,0,Clear
2026-01-14,Wednesday,15,Pulbangash,Red Line,88,Up,0,0,Foggy
2026-02-11,Wednesday,12,JLN Stadium,Violet Line,223,Up,0,0,Foggy
2026-01-26,Monday,10,Kailash Colony,Violet Line,86,Up,1,1,Rainy
2026-02-28,Saturday,12,Malviya Nagar,Yellow Line,230,Up,0,0,Rainy
2026-02-28,Saturday,6,Rajendra Place,Blue Line,48,Down,0,0,Clear
2026-02-01,Sunday,5,HUDA City Centre,Yellow Line,220,Down,0,1,Cloudy
2026-02-26,Thursday,15,Mohan Estate,Violet Line,109,Up,0,1,Rainy
2026-02-20,Friday,10,Sarai,Violet Line,245,Down,1,0,Foggy
2026-02-20,Friday,8,Bata Chowk,Violet Line,629,Up,1,0,Clear
2026-02-07,Saturday,16,Mundka,Green Line,300,Up,0,0,Foggy
2026-01-23,Friday,7,Noida Sector 15,Blue Line,442,Down,0,0,Foggy
2026-01-10,Saturday,23,Lal Quila,Violet Line,112,Up,0,0,Cloudy
2026-01-18,Sunday,19,Madipur,Green Line,94,Down,1,1,Cloudy
2026-02-27,Friday,22,Janpath,Violet Line,133,Up,0,0,Cloudy
2026-02-14,Saturday,8,Rithala,Red Line,705,Up,1,0,Cloudy
2026-01-02,Friday,12,Chandni Chowk,Yellow Line,1458,Down,0,0,Foggy
2026-01-29,Thursday,10,Haiderpur Badli Mor,Yellow Line,560,Down,1,0,Clear
2026-02-18,Wednesday,20,Rohini East,Red Line,225,Down,0,0,Foggy
2026-01-15,Thursday,23,Udyog Nagar,Green Line,50,Down,0,0,Rainy
2026-02-15,Sunday,14,Lal Quila,Violet Line,69,Up,0,1,Clear
2026-02-09,Monday,8,New Delhi,Yellow Line,1710,Up,1,0,Cloudy
2026-02-19,Thursday,17,Model Town,Yellow Line,393,Down,1,0,Cloudy
2026-01-07,Wednesday,23,Kalkaji Mandir,Violet Line,104,Up,0,0,Rainy
2026-01-07,Wednesday,15,Karol Bagh,Blue Line,181,Up,0,0,Clear
2026-01-10,Saturday,10,Barakhamba Road,Blue Line,484,Down,1,0,Cloudy
2026-02-22,Sunday,21,Lal Quila,Violet Line,121,Up,0,1,Cloudy
2026-02-20,Friday,15,Jangpura,Violet Line,109,Down,0,0,Clear
2026-01-06,Tuesday,23,Malviya Nagar,Yellow Line,127,Up,0,0,Cloudy
2026-01-02,Friday,15,Kailash Colony,Violet Line,106,Down,0,0,Clear
2026-02-03,Tuesday,14,Sikanderpur,Yellow Line,137,Up,0,0,Cloudy
2026-02-19,Thursday,5,Delhi Gate,Violet Line,47,Down,0,0,Clear
2026-02-02,Monday,20,INA,Yellow Line,275,Up,0,0,Foggy
2026-02-28,Saturday,13,Civil Lines,Yellow Line,372,Down,0,0,Rainy
2026-01-17,Saturday,10,Green Park,Yellow Line,237,Up,1,0,Clear
2026-01-09,Friday,16,Pulbangash,Red Line,228,Down,0,0,Foggy
2026-02-17,Tuesday,11,Ghitorni,Yellow Line,169,Up,0,0,Clear
2026-01-23,Friday,20,Karol Bagh,Blue Line,528,Up,0,0,Clear
2026-02-07,Saturday,7,ITO,Violet Line,158,Up,0,0,Smoggy
2026-02-24,Tuesday,20,Shastri Park,Red Line,211,Up,0,0,Clear
2026-02-17,Tuesday,7,Jahangirpuri,Yellow Line,312,Up,0,0,Foggy
2026-02-05,Thursday,13,Jama Masjid,Violet Line,176,Down,0,0,Foggy
2026-01-26,Monday,10,Delhi Gate,Violet Line,103,Up,1,1,Clear
2026-02-06,Friday,6,Shivaji Park,Green Line,55,Down,0,0,Cloudy
2026-02-01,Sunday,21,Kohat Enclave,Red Line,121,Down,0,1,Foggy
2026-01-15,Thursday,11,Jasola Apollo,Violet Line,315,Up,0,0,Foggy
2026-01-29,Thursday,14,Maharaja Surajmal Stadium,Green Line,73,Down,0,0,Cloudy
2026-02-04,Wednesday,16,Uttam Nagar East,Blue Line,266,Up,0,0,Foggy
2026-01-28,Wednesday,15,Ghitorni,Yellow Line,122,Down,0,0,Foggy
2026-01-28,Wednesday,13,Shahdara,Red Line,216,Down,0,0,Clear
2026-02-13,Friday,5,Punjabi Bagh,Green Line,137,Up,0,0,Clear
2026-01-14,Wednesday,5,Qutab Minar,Yellow Line,121,Up,0,0,Clear
2026-02-25,Wednesday,12,Old Faridabad,Violet Line,217,Up,0,0,Foggy
2026-02-28,Saturday,11,IFFCO Chowk,Yellow Line,156,Up,0,0,Clear
2026-01-23,Friday,18,Punjabi Bagh,Green Line,487,Up,1,0,Foggy
2026-02-19,Thursday,16,Noida Sector 16,Blue Line,205,Down,0,0,Rainy
2026-01-26,Monday,14,Hauz Khas,Yellow Line,266,Down,0,1,Foggy
2026-01-08,Thursday,16,Mundka,Green Line,149,Up,0,0,Clear
2026-01-09,Friday,17,Bata Chowk,Violet Line,251,Down,1,0,Rainy
2026-01-11,Sunday,19,Karol Bagh,Blue Line,200,Up,1,1,Foggy
2026-01-30,Friday,12,Rajiv Chowk,Blue Line,1062,Up,0,0,Smoggy
2026-02-22,Sunday,22,Dilshad Garden,Red Line,243,Up,0,1,Clear
2026-01-08,Thursday,19,Jangpura,Violet Line,405,Up,1,0,Foggy
2026-01-08,Thursday,9,Keshav Puram,Red Line,607,Up,1,0,Cloudy
2026-01-06,Tuesday,7,Kalkaji Mandir,Violet Line,277,Down,0,0,Clear
2026-01-19,Monday,5,Govindpuri,Violet Line,70,Down,0,0,Smoggy
2026-02-13,Friday,13,Mohan Estate,Violet Line,176,Up,0,0,Foggy
2026-01-11,Sunday,19,Raja Nahar Singh,Violet Line,120,Up,1,1,Foggy
2026-02-16,Monday,9,Inderlok,Red Line,333,Down,1,0,Cloudy
2026-01-10,Saturday,10,Yamuna Bank,Blue Line,1585,Down,1,0,Cloudy
2026-01-04,Sunday,11,Paschim Vihar West,Green Line,57,Down,0,1,Clear
2026-01-25,Sunday,6,Sarita Vihar,Violet Line,83,Down,0,1,Foggy
2026-02-06,Friday,14,Rohini East,Red Line,177,Up,0,0,Clear
2026-02-18,Wednesday,15,Nangloi Railway Station,Green Line,134,Down,0,0,Cloudy
2026-01-08,Thursday,20,Harkesh Nagar Okhla,Violet Line,356,Down,0,0,Cloudy
2026-02-16,Monday,10,Sarita Vihar,Violet Line,446,Down,1,0,Foggy
2026-02-17,Tuesday,22,Rajiv Chowk,Blue Line,589,Down,0,0,Clear
2026-02-10,Tuesday,23,Green Park,Yellow Line,130,Down,0,0,Foggy
2026-02-14,Saturday,5,GTB Nagar,Yellow Line,137,Up,0,0,Foggy
2026-01-25,Sunday,14,Lajpat Nagar,Violet Line,206,Down,0,1,Smoggy
2026-01-17,Saturday,22,Adarsh Nagar,Yellow Line,90,Down,0,0,Clear
2026-01-28,Wednesday,15,Kirti Nagar,Blue Line,82,Up,0,0,Rainy
2026-02-14,Saturday,21,Civil Lines,Yellow Line,74,Up,0,0,Clear
2026-01-31,Saturday,13,Rithala,Red Line,184,Down,0,0,Cloudy
2026-02-25,Wednesday,10,Kailash Colony,Violet Line,487,Up,1,0,Smoggy
2026-02-20,Friday,23,Neelam Chowk Ajronda,Violet Line,114,Down,0,0,Rainy
2026-01-09,Friday,20,Satguru Ram Singh Marg,Green Line,374,Up,0,0,Cloudy
2026-02-25,Wednesday,12,Sarai,Violet Line,153,Down,0,0,Foggy
2026-02-10,Tuesday,5,Dilshad Garden,Red Line,231,Up,0,0,Cloudy
2026-01-25,Sunday,12,Shivaji Park,Green Line,97,Down,0,1,Clear
2026-02-18,Wednesday,16,Dwarka Sector 8,Blue Line,258,Down,0,0,Rainy
2026-01-08,Thursday,11,Madipur,Green Line,206,Up,0,0,Foggy
2026-02-02,Monday,20,Sikanderpur,Yellow Line,768,Up,0,0,Clear
2026-01-11,Sunday,13,Noida Sector 15,Blue Line,100,Down,0,1,Clear
2026-02-02,Monday,14,Satguru Ram Singh Marg,Green Line,125,Down,0,0,Cloudy
2026-01-23,Friday,22,Noida City Centre,Blue Line,329,Down,0,0,Foggy
2026-01-07,Wednesday,13,Welcome,Red Line,242,Up,0,0,Cloudy
2026-02-27,Friday,23,Netaji Subhash Place,Red Line,55,Up,0,0,Rainy
2026-01-24,Saturday,13,Mundka,Green Line,233,Down,0,0,Rainy
2026-01-11,Sunday,18,Satguru Ram Singh Marg,Green Line,118,Down,1,1,Foggy
2026-02-18,Wednesday,20,NHPC Chowk,Violet Line,290,Down,0,0,Clear
2026-01-02,Friday,14,Lal Quila,Violet Line,63,Up,0,0,Foggy
2026-02-05,Thursday,7,JLN Stadium,Violet Line,190,Down,0,0,Foggy
2026-02-27,Friday,15,Indraprastha,Blue Line,102,Down,0,0,Foggy
2026-01-29,Thursday,8,Uttam Nagar East,Blue Line,493,Up,1,0,Rainy
2026-01-17,Saturday,15,Rithala,Red Line,76,Up,0,0,Cloudy
2026-01-06,Tuesday,5,Rajiv Chowk,Blue Line,198,Up,0,0,Foggy
2026-01-22,Thursday,10,Bata Chowk,Violet Line,475,Down,1,0,Clear
2026-01-31,Saturday,8,Nangloi,Green Line,266,Down,1,0,Smoggy
2026-02-24,Tuesday,7,Pragati Maidan,Blue Line,256,Down,0,0,Cloudy
2026-02-11,Wednesday,12,Tis Hazari,Red Line,149,Down,0,0,Rainy
2026-02-08,Sunday,20,Dwarka,Blue Line,100,Down,0,1,Clear
2026-01-12,Monday,6,Sector 28,Violet Line,131,Down,0,0,Smoggy
2026-01-11,Sunday,7,Haiderpur Badli Mor,Yellow Line,69,Up,0,1,Clear
2026-01-06,Tuesday,8,Rohini Sector 18,Yellow Line,490,Up,1,0,Foggy
2026-01-14,Wednesday,23,Rajdhani Park,Green Line,158,Down,0,0,Clear
2026-01-25,Sunday,17,Chawri Bazar,Yellow Line,70,Up,1,1,Foggy
2026-02-19,Thursday,20,Mohan Estate,Violet Line,234,Up,0,0,Smoggy
2026-02-05,Thursday,23,Jama Masjid,Violet Line,82,Up,0,0,Foggy
2026-01-13,Tuesday,7,Barakhamba Road,Blue Line,333,Up,0,0,Cloudy
2026-02-27,Friday,22,Jasola Apollo,Violet Line,57,Down,0,0,Rainy
2026-01-12,Monday,7,Kalkaji Mandir,Violet Line,309,Down,0,0,Foggy
2026-01-22,Thursday,10,Netaji Subhash Place,Red Line,632,Up,1,0,Foggy
2026-01-01,Thursday,13,Malviya Nagar,Yellow Line,173,Down,0,0,Rainy
2026-02-19,Thursday,21,Shastri Park,Red Line,100,Up,0,0,Cloudy
2026-01-25,Sunday,5,Maharaja Surajmal Stadium,Green Line,59,Down,0,1,Clear
2026-01-07,Wednesday,11,Ghitorni,Yellow Line,246,Down,0,0,Rainy
2026-02-22,Sunday,10,New Delhi,Yellow Line,373,Up,1,1,Foggy
2026-02-20,Friday,8,GTB Nagar,Yellow Line,631,Down,1,0,Foggy
2026-02-25,Wednesday,19,Kalkaji Mandir,Violet Line,384,Down,1,0,Cloudy
2026-01-15,Thursday,12,Moti Nagar,Blue Line,226,Up,0,0,Smoggy
2026-02-24,Tuesday,6,Central Secretariat,Yellow Line,234,Down,0,0,Cloudy
2026-02-22,Sunday,16,Samaypur Badli,Yellow Line,63,Up,0,1,Cloudy
2026-02-28,Saturday,16,Madipur,Green Line,332,Up,0,0,Rainy
2026-02-23,Monday,10,Udyog Bhawan,Yellow Line,589,Up,1,0,Foggy
2026-01-01,Thursday,21,Netaji Subhash Place,Red Line,112,Up,0,0,Cloudy
2026-01-04,Sunday,18,Noida Sector 16,Blue Line,128,Up,1,1,Clear
2026-01-14,Wednesday,12,Jasola Apollo,Violet Line,265,Up,0,0,Rainy
