date,day,line,ridership_count,avg_trip_duration_min,revenue_inr,transport_type,total_trips,operational_hours,is_holiday,weather
2026-02-26,Thursday,Yellow Line,26940,47.5,628632.81,Metro Rail,388,18.34844485892938,1,Smoggy
2026-02-14,Saturday,Yellow Line,45063,45.4,1244028.01,Metro Rail,396,17.554784289573067,0,Rainy
2026-02-10,Tuesday,Yellow Line,80739,44.1,2372332.58,Metro Rail,206,18.403494165297182,0,Foggy
2026-01-09,Friday,Yellow Line,80240,21.6,2400194.8,Metro Rail,316,18.03136496394673,0,Cloudy
2026-02-05,Thursday,Green Line,31231,45.0,814984.02,Metro Rail,288,18.139195311753852,0,Clear
2026-02-13,Friday,Violet Line,54302,36.2,1569296.4,Metro Rail,369,17.894065350909337,0,Foggy
2026-01-08,Thursday,Green Line,31595,42.8,769864.78,Metro Rail,257,18.505783688456066,0,Foggy
2026-02-18,Wednesday,Violet Line,53983,46.2,1199322.84,Metro Rail,341,18.041047705830458,0,Cloudy
2026-01-13,Tuesday,Blue Line,67284,25.3,1702219.29,Metro Rail,291,17.627366156406858,0,Rainy
2026-02-26,Thursday,Red Line,14924,50.4,270391.66,Metro Rail,236,18.342722457694773,1,Smoggy
2026-02-03,Tuesday,Violet Line,53782,26.9,1634117.07,Metro Rail,321,18.106003537374562,0,Foggy
2026-01-25,Sunday,Blue Line,22623,52.8,516317.22,Metro Rail,371,18.0907302298936,1,Foggy
2026-02-25,Wednesday,Green Line,31702,16.5,623710.71,Metro Rail,254,18.93059549554635,0,Cloudy
2026-02-23,Monday,Yellow Line,80973,45.1,1728061.15,Metro Rail,306,18.66103204308774,0,Cloudy
2026-02-09,Monday,Blue Line,67321,43.8,2134040.91,Metro Rail,156,18.4007542403059,0,Foggy
2026-02-10,Tuesday,Yellow Line,80629,25.3,1677008.33,Metro Rail,285,17.86662490734487,0,Clear
2026-01-06,Tuesday,Red Line,45104,45.6,966091.03,Metro Rail,349,18.41519617683119,0,Cloudy
2026-02-10,Tuesday,Green Line,31478,28.7,861307.91,Metro Rail,397,18.78592892015324,0,Foggy
2026-02-24,Tuesday,Yellow Line,81419,26.4,2316172.48,Metro Rail,298,18.60394736663652,0,Clear
2026-02-21,Saturday,Blue Line,37330,52.6,673493.55,Metro Rail,208,18.39435324276107,0,Foggy
2026-02-10,Tuesday,Blue Line,67800,31.4,1719741.62,Metro Rail,309,17.71906380801111,0,Foggy
2026-01-09,Friday,Yellow Line,81003,37.5,2367823.7,Metro Rail,391,18.618951864627828,0,Smoggy
2026-02-13,Friday,Red Line,44718,28.7,1099422.32,Metro Rail,238,18.254854868843022,0,Cloudy
2026-02-14,Saturday,Blue Line,37408,24.0,1154562.5,Metro Rail,363,18.7307583777122,0,Rainy
2026-02-05,Thursday,Yellow Line,81343,22.8,2160719.46,Metro Rail,178,17.520188497144666,0,Foggy
2026-01-16,Friday,Blue Line,67131,53.8,1306333.87,Metro Rail,173,18.392596021268933,0,Clear
2026-01-30,Friday,Blue Line,67666,45.1,1611434.58,Metro Rail,154,18.504223721108783,0,Clear
2026-01-23,Friday,Blue Line,67657,30.7,1853694.95,Metro Rail,390,17.921864704857533,0,Cloudy
2026-01-30,Friday,Blue Line,67732,38.8,2116428.86,Metro Rail,261,18.91882052436163,0,Foggy
2026-01-04,Sunday,Yellow Line,27270,52.2,669829.01,Metro Rail,316,18.826824364035204,1,Clear
2026-01-23,Friday,Blue Line,66891,26.4,1385809.3,Metro Rail,176,18.205007010472684,0,Cloudy
2026-01-08,Thursday,Blue Line,67720,16.1,1836020.73,Metro Rail,348,17.62249119779844,0,Foggy
2026-01-30,Friday,Red Line,45281,37.9,906170.13,Metro Rail,201,17.709926288185557,0,Rainy
2026-01-12,Monday,Red Line,44928,46.1,1383785.1,Metro Rail,229,17.561201258667598,0,Smoggy
2026-02-02,Monday,Green Line,31429,48.2,579448.33,Metro Rail,326,17.687522869105518,0,Foggy
2026-01-12,Monday,Green Line,31662,18.9,915432.93,Metro Rail,244,18.283873360428473,0,Rainy
2026-02-12,Thursday,Red Line,44610,34.9,1012729.3,Metro Rail,204,18.422404981375646,0,Cloudy
2026-01-12,Monday,Green Line,31344,42.2,988565.31,Metro Rail,231,18.087365274433,0,Clear
2026-01-21,Wednesday,Violet Line,53704,46.1,1434865.0,Metro Rail,275,18.418246508397683,0,Clear
2026-01-30,Friday,Red Line,44772,48.9,1004826.08,Metro Rail,165,18.465815234301445,0,Foggy
2026-02-22,Sunday,Yellow Line,27264,53.0,776048.18,Metro Rail,248,17.848762213576926,1,Cloudy
2026-02-07,Saturday,Yellow Line,45082,42.3,1388533.96,Metro Rail,398,18.23722253177976,0,Foggy
2026-01-16,Friday,Red Line,44741,49.2,1335742.08,Metro Rail,344,18.89366954890363,0,Clear
2026-01-07,Wednesday,Red Line,45312,37.8,1382430.59,Metro Rail,377,17.75497796177504,0,Foggy
2026-01-25,Sunday,Red Line,15104,18.3,396582.02,Metro Rail,345,17.732914610399952,1,Smoggy
2026-01-16,Friday,Violet Line,54086,26.2,1652749.93,Metro Rail,264,18.083258918935204,0,Rainy
2026-02-07,Saturday,Yellow Line,45127,54.2,874387.85,Metro Rail,206,18.996115319586572,0,Rainy
2026-02-27,Friday,Red Line,44854,45.2,1322491.01,Metro Rail,264,18.326314899700204,0,Clear
2026-01-08,Thursday,Blue Line,67689,41.3,1785944.66,Metro Rail,301,18.550498349568276,0,Cloudy
2026-01-13,Tuesday,Yellow Line,81720,47.3,1559105.77,Metro Rail,298,18.236939368013278,0,Foggy
2026-02-18,Wednesday,Violet Line,54286,45.4,1596799.39,Metro Rail,281,17.8404235551203,0,Foggy
2026-02-11,Wednesday,Red Line,45202,54.3,1400869.14,Metro Rail,249,18.815038335907033,0,Rainy
2026-01-27,Tuesday,Violet Line,53954,31.7,1553352.81,Metro Rail,265,18.897453062688133,0,Cloudy
2026-01-19,Monday,Blue Line,67312,25.1,1838539.56,Metro Rail,349,17.801041248226227,0,Clear
2026-01-08,Thursday,Green Line,31455,45.5,588673.91,Metro Rail,163,17.852925645512876,0,Foggy
2026-01-10,Saturday,Red Line,25317,23.0,608958.05,Metro Rail,190,17.695866090140317,0,Cloudy
2026-01-30,Friday,Blue Line,67581,38.0,1688018.33,Metro Rail,367,18.378191692842815,0,Clear
2026-02-15,Sunday,Red Line,15098,23.2,392352.33,Metro Rail,320,17.929232118768255,1,Foggy
2026-02-20,Friday,Yellow Line,80906,41.5,1901503.26,Metro Rail,155,17.61481881590968,0,Clear
2026-01-16,Friday,Red Line,44717,43.1,1339648.73,Metro Rail,290,18.85334219557234,0,Clear
2026-01-06,Tuesday,Red Line,45319,35.1,1356996.02,Metro Rail,379,18.749544470512507,0,Cloudy
2026-02-28,Saturday,Red Line,24707,30.3,647121.71,Metro Rail,171,18.99380825263878,0,Clear
2026-02-23,Monday,Green Line,31380,43.1,684516.26,Metro Rail,363,18.41889824450465,0,Foggy
2026-01-30,Friday,Blue Line,67221,38.8,1792383.54,Metro Rail,340,18.787457205669124,0,Clear
2026-01-10,Saturday,Green Line,17504,53.2,510761.49,Metro Rail,308,17.84944121229375,0,Foggy
2026-01-07,Wednesday,Violet Line,54074,16.8,1511534.35,Metro Rail,251,18.71317663542588,0,Clear
2026-02-17,Tuesday,Red Line,45223,26.9,903444.4,Metro Rail,273,18.7048142686865,0,Foggy
2026-01-12,Monday,Blue Line,67495,50.6,2107735.37,Metro Rail,199,17.8654989240671,0,Cloudy
2026-02-02,Monday,Blue Line,67461,27.6,1633979.17,Metro Rail,174,18.513127045995326,0,Foggy
2026-01-27,Tuesday,Violet Line,54428,33.0,1545950.02,Metro Rail,345,18.975430504673426,0,Foggy
2026-02-09,Monday,Blue Line,67630,28.9,2155324.87,Metro Rail,367,18.50633364580492,0,Clear
2026-02-22,Sunday,Yellow Line,27122,43.3,573119.0,Metro Rail,340,17.797697697482544,1,Cloudy
2026-02-27,Friday,Yellow Line,80811,51.8,2231102.79,Metro Rail,375,17.742331792202236,0,Cloudy
2026-02-14,Saturday,Green Line,17619,35.1,529129.51,Metro Rail,361,18.91432155669933,0,Clear
2026-02-17,Tuesday,Yellow Line,80634,38.5,2495801.19,Metro Rail,243,17.90888216480151,0,Foggy
2026-02-04,Wednesday,Violet Line,54261,25.5,1349639.82,Metro Rail,233,18.812341237097552,0,Clear
2026-02-14,Saturday,Violet Line,30052,28.4,578961.62,Metro Rail,185,18.269612490802544,0,Clear
2026-02-01,Sunday,Red Line,15077,33.3,389445.55,Metro Rail,207,18.28638445252734,1,Cloudy
2026-01-05,Monday,Yellow Line,80890,40.0,2097938.47,Metro Rail,206,18.693689077899588,0,Rainy
2026-02-14,Saturday,Yellow Line,45019,42.1,1262155.51,Metro Rail,385,18.185635946804318,0,Clear
2026-02-24,Tuesday,Blue Line,68122,37.9,1465742.0,Metro Rail,157,18.62860552622455,0,Foggy
2026-01-13,Tuesday,Blue Line,67654,45.7,1712142.05,Metro Rail,168,18.598567475153803,0,Foggy
2026-02-10,Tuesday,Yellow Line,80991,30.0,1620235.42,Metro Rail,152,17.652716153010804,0,Foggy
2026-01-29,Thursday,Blue Line,67243,36.2,1775011.27,Metro Rail,160,17.790825001860355,0,Foggy
2026-01-10,Saturday,Violet Line,29986,45.2,540644.59,Metro Rail,329,18.844650945204943,0,Clear
2026-01-03,Saturday,Green Line,17566,19.9,534582.05,Metro Rail,301,17.68237390372969,0,Smoggy
2026-02-03,Tuesday,Red Line,44867,51.2,1391092.76,Metro Rail,375,18.67168639379135,0,Foggy
2026-02-24,Tuesday,Red Line,45167,44.3,1410887.03,Metro Rail,276,18.04154888071092,0,Foggy
2026-02-15,Sunday,Violet Line,17910,20.7,471454.75,Metro Rail,159,18.554278260755893,1,Smoggy
2026-01-26,Monday,Green Line,10528,36.8,192804.31,Metro Rail,265,17.874208383270332,1,Clear
2026-02-01,Sunday,Violet Line,18114,50.7,505628.12,Metro Rail,302,18.916641512463762,1,Smoggy
2026-01-30,Friday,Blue Line,67962,38.8,2033782.67,Metro Rail,266,18.87293607006469,0,Smoggy
2026-01-29,Thursday,Blue Line,67662,23.9,1928989.82,Metro Rail,224,18.419451461885277,0,Cloudy
2026-01-31,Saturday,Blue Line,36823,50.8,682004.98,Metro Rail,370,17.890348720723594,0,Rainy
2026-02-17,Tuesday,Green Line,31408,35.6,940774.05,Metro Rail,184,17.538199564393576,0,Foggy
2026-02-04,Wednesday,Green Line,31555,50.2,681514.95,Metro Rail,256,18.901936845505784,0,Clear
2026-01-12,Monday,Yellow Line,80769,23.8,2164879.11,Metro Rail,220,17.769547895441793,0,Smoggy
2026-02-14,Saturday,Blue Line,37807,15.4,769126.02,Metro Rail,155,17.538488052305826,0,Smoggy
2026-01-30,Friday,Blue Line,67530,43.3,2085657.79,Metro Rail,183,17.60079005212811,0,Cloudy
2026-02-08,Sunday,Red Line,15406,23.1,361807.04,Metro Rail,166,18.183726448219712,1,Foggy
2026-01-19,Monday,Blue Line,67396,33.6,1805084.86,Metro Rail,376,18.7373660289377,0,Smoggy
2026-01-14,Wednesday,Violet Line,53592,53.8,1694852.69,Metro Rail,274,18.403550119230033,0,Foggy
2026-02-22,Sunday,Yellow Line,27104,18.2,823015.57,Metro Rail,292,18.56030733677899,1,Foggy
2026-02-27,Friday,Green Line,31769,36.6,578118.48,Metro Rail,265,18.154743927948186,0,Smoggy
2026-02-15,Sunday,Blue Line,23059,36.1,719721.58,Metro Rail,262,18.826711124815215,1,Rainy
2026-02-10,Tuesday,Yellow Line,80890,44.8,1944064.38,Metro Rail,299,17.62448445672498,0,Clear
2026-01-23,Friday,Red Line,45060,40.7,1152065.45,Metro Rail,256,18.42401828365095,0,Foggy
2026-02-07,Saturday,Yellow Line,45183,52.2,953830.85,Metro Rail,261,17.601027353503582,0,Clear
2026-01-26,Monday,Yellow Line,27048,50.1,564849.49,Metro Rail,235,17.83963014363325,1,Foggy
2026-01-10,Saturday,Yellow Line,44692,41.4,821657.8,Metro Rail,367,17.999259069110604,0,Clear
2026-01-18,Sunday,Red Line,15130,20.8,364693.58,Metro Rail,220,18.346713042545737,1,Clear
2026-02-26,Thursday,Blue Line,22383,50.2,677129.31,Metro Rail,284,17.991777669798804,1,Smoggy
2026-02-24,Tuesday,Yellow Line,80483,30.4,2433877.54,Metro Rail,236,18.46955192141555,0,Cloudy
2026-01-03,Saturday,Violet Line,29902,24.7,593816.72,Metro Rail,270,17.752396754602177,0,Cloudy
2026-02-26,Thursday,Violet Line,17901,18.7,468804.93,Metro Rail,279,18.992366473430373,1,Foggy
2026-02-09,Monday,Violet Line,54132,16.2,1647870.96,Metro Rail,173,18.614101916869796,0,Clear
2026-01-19,Monday,Violet Line,54442,51.4,1356132.4,Metro Rail,163,18.524041742286297,0,Rainy
2026-02-03,Tuesday,Violet Line,54098,18.9,1289650.21,Metro Rail,251,18.29352492723124,0,Foggy
2026-02-12,Thursday,Violet Line,53997,31.5,987773.83,Metro Rail,162,17.937436474941684,0,Foggy
2026-02-24,Tuesday,Red Line,45302,46.2,1024339.63,Metro Rail,237,17.90425296769612,0,Smoggy
2026-02-18,Wednesday,Violet Line,54266,46.4,1303863.35,Metro Rail,348,17.545113287476983,0,Foggy
2026-02-19,Thursday,Green Line,31313,50.6,719023.74,Metro Rail,261,18.25646537880579,0,Cloudy
2026-01-19,Monday,Yellow Line,80787,47.9,2391827.97,Metro Rail,314,18.610251678632224,0,Smoggy
2026-02-20,Friday,Yellow Line,81253,15.7,2208737.53,Metro Rail,150,18.607009636741488,0,Rainy
2026-01-24,Saturday,Green Line,17458,30.0,503719.63,Metro Rail,211,17.678994190530375,0,Clear
2026-02-12,Thursday,Yellow Line,81262,35.8,1675401.36,Metro Rail,226,18.381603095249254,0,Foggy
2026-01-04,Sunday,Violet Line,18072,38.2,506901.04,Metro Rail,290,17.681838394104155,1,Foggy
2026-01-23,Friday,Red Line,44570,21.9,1280474.14,Metro Rail,187,18.511729706150348,0,Foggy
2026-01-15,Thursday,Violet Line,54456,50.6,1108167.14,Metro Rail,155,17.74285186292435,0,Foggy
2026-01-19,Monday,Yellow Line,80427,19.9,2524771.57,Metro Rail,267,18.758095624838205,0,Clear
2026-02-01,Sunday,Red Line,15059,50.3,300668.13,Metro Rail,394,17.752878680496416,1,Foggy
2026-01-08,Thursday,Green Line,31592,52.7,788407.87,Metro Rail,307,18.526209086775562,0,Smoggy
2026-01-16,Friday,Yellow Line,80861,25.0,2325858.82,Metro Rail,377,18.042747243735075,0,Clear
2026-01-27,Tuesday,Green Line,31539,17.6,847663.88,Metro Rail,263,17.723661413316986,0,Cloudy
2026-01-15,Thursday,Violet Line,53830,47.6,1534364.29,Metro Rail,214,17.68017961795317,0,Foggy
2026-01-23,Friday,Green Line,31499,31.0,727858.01,Metro Rail,358,17.680644742547937,0,Clear
2026-02-24,Tuesday,Green Line,31405,26.9,967122.29,Metro Rail,160,17.747302036313474,0,Clear
2026-01-09,Friday,Red Line,45054,53.0,823906.23,Metro Rail,269,17.97853792814688,0,Foggy
2026-02-02,Monday,Blue Line,67447,32.0,1822460.91,Metro Rail,260,18.422553103743198,0,Smoggy
2026-01-26,Monday,Yellow Line,26836,49.8,560467.54,Metro Rail,388,18.01898557894267,1,Foggy
2026-02-27,Friday,Green Line,31436,30.5,679787.24,Metro Rail,295,18.280448792611786,0,Foggy
2026-01-20,Tuesday,Red Line,45018,22.7,1376934.87,Metro Rail,262,18.765068965883632,0,Rainy
2026-01-07,Wednesday,Yellow Line,81012,36.1,2468561.4,Metro Rail,186,18.020828078650464,0,Smoggy
2026-01-04,Sunday,Yellow Line,27135,39.6,629450.44,Metro Rail,163,17.970058239295664,1,Foggy
2026-02-24,Tuesday,Blue Line,67714,54.9,1942692.6,Metro Rail,188,18.248519539209433,0,Foggy
2026-02-16,Monday,Yellow Line,80614,24.5,2459250.81,Metro Rail,328,17.893038050842087,0,Cloudy
2026-02-05,Thursday,Green Line,31131,17.4,823122.71,Metro Rail,151,18.973556916262105,0,Foggy
2026-01-14,Wednesday,Red Line,44812,28.5,1222189.15,Metro Rail,398,17.547645365093967,0,Foggy
2026-01-11,Sunday,Yellow Line,27118,19.4,735989.28,Metro Rail,198,17.82827851704731,1,Cloudy
2026-01-17,Saturday,Red Line,25301,38.9,502100.19,Metro Rail,215,17.680395446031515,0,Cloudy
2026-02-09,Monday,Blue Line,67414,24.8,1894432.3,Metro Rail,364,18.19349341029555,0,Cloudy
2026-02-04,Wednesday,Yellow Line,80713,40.7,2024606.16,Metro Rail,355,18.572693497864677,0,Foggy
2026-02-01,Sunday,Blue Line,22534,31.7,480863.52,Metro Rail,154,17.665442882095043,1,Rainy
2026-01-13,Tuesday,Blue Line,67272,41.3,1948451.16,Metro Rail,200,17.639743577294013,0,Cloudy
2026-02-05,Thursday,Blue Line,67546,48.1,1408439.22,Metro Rail,337,18.394600463453415,0,Clear
2026-01-15,Thursday,Yellow Line,81774,15.8,2152804.02,Metro Rail,254,18.47028560460961,0,Clear
2026-02-10,Tuesday,Red Line,45097,36.4,1236151.51,Metro Rail,259,17.719580174602164,0,Cloudy
2026-01-13,Tuesday,Blue Line,67243,28.2,1235349.78,Metro Rail,291,17.829420836603845,0,Clear
2026-02-24,Tuesday,Blue Line,67974,42.5,1406150.53,Metro Rail,378,17.762359223124403,0,Foggy
2026-02-03,Tuesday,Violet Line,53899,52.0,1118511.59,Metro Rail,372,17.678573407116893,0,Foggy
2026-02-10,Tuesday,Blue Line,67738,21.5,1442145.9,Metro Rail,199,18.018960552408025,0,Clear
2026-01-20,Tuesday,Green Line,31551,35.3,870453.89,Metro Rail,251,17.87590468147293,0,Foggy
2026-01-12,Monday,Yellow Line,80596,32.7,1696757.34,Metro Rail,334,18.391206903611987,0,Foggy
2026-02-07,Saturday,Blue Line,37843,36.9,926921.2,Metro Rail,175,18.10282433560491,0,Rainy
2026-01-09,Friday,Yellow Line,81264,26.3,2087401.18,Metro Rail,180,17.96989763277792,0,Cloudy
2026-01-04,Sunday,Green Line,10488,45.4,194832.36,Metro Rail,397,18.51479164565317,1,Clear
2026-01-10,Saturday,Green Line,17413,29.5,455008.61,Metro Rail,186,18.613656388111583,0,Foggy
2026-02-27,Friday,Green Line,31581,21.1,821951.84,Metro Rail,377,18.39761105022692,0,Foggy
2026-01-20,Tuesday,Green Line,31445,18.8,892178.16,Metro Rail,192,18.85578063351367,0,Foggy
2026-01-09,Friday,Green Line,31616,45.3,898513.76,Metro Rail,164,18.74510710795769,0,Foggy
2026-01-18,Sunday,Violet Line,18051,51.3,359062.66,Metro Rail,321,18.360391060555745,1,Cloudy
2026-02-04,Wednesday,Green Line,31612,41.0,853722.88,Metro Rail,374,17.60797104123593,0,Rainy
2026-01-22,Thursday,Red Line,45270,41.6,1064758.06,Metro Rail,273,17.84758470983633,0,Clear
2026-01-19,Monday,Violet Line,53845,35.0,1636041.29,Metro Rail,257,17.7402683897143,0,Cloudy
2026-02-14,Saturday,Red Line,24672,23.0,623486.64,Metro Rail,344,18.814852435989746,0,Clear
2026-02-13,Friday,Yellow Line,80802,48.8,1473678.21,Metro Rail,191,17.988219201218524,0,Foggy
2026-01-13,Tuesday,Violet Line,53842,31.7,1089369.68,Metro Rail,356,18.847577946453903,0,Smoggy
2026-02-24,Tuesday,Yellow Line,80620,19.6,1933094.97,Metro Rail,272,18.414202328424675,0,Smoggy
2026-01-20,Tuesday,Red Line,45001,33.4,1042012.9,Metro Rail,323,18.86980395127555,0,Clear
2026-01-04,Sunday,Red Line,14931,53.7,411859.2,Metro Rail,215,17.731846224346512,1,Clear
2026-01-20,Tuesday,Blue Line,67033,49.7,1366477.96,Metro Rail,158,18.42781418815401,0,Clear
2026-02-16,Monday,Violet Line,54024,49.9,1346967.78,Metro Rail,338,18.674362078281156,0,Clear
2026-01-06,Tuesday,Blue Line,67804,52.1,1758365.2,Metro Rail,213,18.154858839064037,0,Foggy
2026-01-02,Friday,Red Line,44809,30.1,1174235.87,Metro Rail,310,17.89117656567036,0,Foggy
2026-02-02,Monday,Blue Line,67815,26.7,1851205.69,Metro Rail,369,18.210132219498615,0,Cloudy
2026-02-05,Thursday,Red Line,45016,18.9,1343031.6,Metro Rail,202,17.580964263618448,0,Foggy
2026-01-06,Tuesday,Green Line,31357,52.8,827554.11,Metro Rail,372,17.57894173004474,0,Clear
2026-01-26,Monday,Red Line,14985,48.6,460285.04,Metro Rail,165,17.727696402524476,1,Clear
2026-01-27,Tuesday,Violet Line,54014,50.0,1255337.36,Metro Rail,213,17.795671206444084,0,Rainy
2026-01-08,Thursday,Blue Line,67104,37.2,1805474.26,Metro Rail,324,18.83545795441007,0,Clear
2026-01-16,Friday,Violet Line,53941,34.6,1261144.38,Metro Rail,313,18.148452774256437,0,Foggy
2026-01-02,Friday,Red Line,45045,36.9,1008523.32,Metro Rail,213,18.927924423083308,0,Cloudy
2026-01-20,Tuesday,Red Line,45464,28.3,1273432.84,Metro Rail,272,17.93903890459683,0,Clear
2026-02-19,Thursday,Yellow Line,81084,44.8,1533076.11,Metro Rail,372,17.80041556483743,0,Foggy
2026-02-20,Friday,Red Line,44817,41.3,1278922.26,Metro Rail,167,17.627578603534285,0,Rainy
2026-01-20,Tuesday,Violet Line,54031,34.7,1317621.18,Metro Rail,207,18.696262637022546,0,Foggy
2026-01-29,Thursday,Yellow Line,81520,15.5,1585063.61,Metro Rail,279,18.23994565017397,0,Foggy
2026-01-30,Friday,Blue Line,67728,32.9,1458110.72,Metro Rail,307,18.02730012402719,0,Smoggy
2026-01-21,Wednesday,Violet Line,53870,24.7,1004002.66,Metro Rail,375,17.76422401653436,0,Rainy
2026-01-20,Tuesday,Violet Line,54294,36.1,1563175.65,Metro Rail,399,18.604571848601683,0,Clear
2026-01-19,Monday,Red Line,44689,45.3,938575.58,Metro Rail,193,18.233688073786197,0,Rainy
2026-01-06,Tuesday,Violet Line,54256,53.2,1225738.18,Metro Rail,324,18.20101799928035,0,Clear
2026-01-30,Friday,Red Line,44663,33.9,1095344.81,Metro Rail,153,18.494796406056164,0,Foggy
2026-01-31,Saturday,Violet Line,29884,31.3,711680.29,Metro Rail,304,18.33723766655826,0,Clear
2026-02-22,Sunday,Red Line,15135,30.7,479691.41,Metro Rail,318,18.449293153826318,1,Clear
2026-02-17,Tuesday,Green Line,31467,28.2,701875.29,Metro Rail,223,18.64051611258952,0,Foggy
2026-02-24,Tuesday,Yellow Line,81082,46.5,1762264.96,Metro Rail,332,17.54861097398627,0,Clear
2026-02-27,Friday,Red Line,44884,34.6,908047.61,Metro Rail,198,18.898020905575528,0,Clear
2026-02-03,Tuesday,Violet Line,54132,43.7,1616978.53,Metro Rail,155,18.06979351345945,0,Rainy
2026-02-01,Sunday,Red Line,15393,45.7,468368.75,Metro Rail,373,18.242074066041237,1,Cloudy
2026-01-18,Sunday,Yellow Line,26798,25.0,573795.35,Metro Rail,386,18.97169292042418,1,Clear
2026-01-06,Tuesday,Violet Line,54232,33.6,1492127.76,Metro Rail,308,18.66308150534081,0,Clear
2026-02-21,Saturday,Red Line,25376,24.2,719515.22,Metro Rail,367,18.474418230708146,0,Clear
2026-02-13,Friday,Yellow Line,80776,46.8,2269520.03,Metro Rail,181,18.6325466024252,0,Clear
2026-02-01,Sunday,Green Line,10552,40.3,321827.08,Metro Rail,227,18.252203993655964,1,Foggy
2026-02-27,Friday,Blue Line,67131,15.1,1910232.34,Metro Rail,236,18.508503529206944,0,Foggy
2026-02-02,Monday,Blue Line,67677,46.1,1582524.24,Metro Rail,183,18.96010247873461,0,Foggy
2026-02-17,Tuesday,Green Line,31698,35.4,865530.34,Metro Rail,394,17.83587441345338,0,Clear
2026-02-13,Friday,Green Line,31409,47.4,950931.81,Metro Rail,166,18.86171000989403,0,Clear
2026-01-16,Friday,Blue Line,67999,21.4,1593035.28,Metro Rail,378,17.931919919227578,0,Foggy
2026-01-18,Sunday,Yellow Line,27282,25.5,535575.65,Metro Rail,394,18.235459876540325,1,Cloudy
2026-01-18,Sunday,Green Line,10553,15.7,317800.0,Metro Rail,265,17.641485484769834,1,Cloudy
